slug	parent_term	status	selection_reason
Diffuse_Nonepidermolytic_Palmoplantar_Keratoderma	MONDO:0010962	ELIGIBLE	KB_CATEGORY_MENDELIAN
Dihydropyrimidine_Dehydrogenase_Deficiency	MONDO:0010130	ELIGIBLE	KB_CATEGORY_MENDELIAN
Dilated_Cardiomyopathy_1EE	MONDO:0013198	ELIGIBLE	KB_CATEGORY_MENDELIAN
Dilated_Cardiomyopathy_1GG	MONDO:0013339	ELIGIBLE	KB_CATEGORY_MENDELIAN
Dilated_Cardiomyopathy_1JJ	MONDO:0014095	ELIGIBLE	KB_CATEGORY_MENDELIAN
Dilated_Cardiomyopathy_1O	MONDO:0012062	ELIGIBLE	KB_CATEGORY_MENDELIAN
Dilated_Cardiomyopathy_1R	MONDO:0013261	ELIGIBLE	KB_CATEGORY_MENDELIAN
Dilated_Cardiomyopathy_1U	MONDO:0013371	ELIGIBLE	KB_CATEGORY_MENDELIAN
Dilated_Cardiomyopathy_1X	MONDO:0012704	ELIGIBLE	KB_CATEGORY_MENDELIAN
Dilated_Cardiomyopathy_1Y	MONDO:0012744	ELIGIBLE	KB_CATEGORY_MENDELIAN
Dimethylglycine_Dehydrogenase_Deficiency	MONDO:0011610	ELIGIBLE	KB_CATEGORY_MENDELIAN
Distal_Hereditary_Motor_Neuronopathy_Type_2A	MONDO:0008025	ELIGIBLE	KB_CATEGORY_MENDELIAN
Distal_Hereditary_Motor_Neuronopathy_Type_5B	MONDO:0013884	ELIGIBLE	KB_CATEGORY_MENDELIAN
Distal_Myopathy_6_Adult-Onset_Autosomal_Dominant	MONDO:0032853	ELIGIBLE	KB_CATEGORY_MENDELIAN
Dominant_Deafness-Onychodystrophy_Syndrome	MONDO:0007420	ELIGIBLE	KB_CATEGORY_MENDELIAN
Donnai-Barrow_syndrome	MONDO:0009104	ELIGIBLE	KB_CATEGORY_MENDELIAN
Dorfman_Chanarin_Disease	MONDO:0010155	ELIGIBLE	KB_CATEGORY_MENDELIAN
Dowling-Degos_Disease	MONDO:0008371	ELIGIBLE	KB_CATEGORY_MENDELIAN
Du_Pan_Syndrome	MONDO:0009231	ELIGIBLE	KB_CATEGORY_MENDELIAN
Duane_Radial_Ray_Syndrome	MONDO:0011812	ELIGIBLE	KB_CATEGORY_MENDELIAN
Duane_Retraction_Syndrome	MONDO:0007473	ELIGIBLE	KB_CATEGORY_MENDELIAN
Duane_Retraction_Syndrome_3_With_Or_Without_Deafness	MONDO:0014880	ELIGIBLE	KB_CATEGORY_MENDELIAN
Dubin-Johnson_Syndrome	MONDO:0009380	ELIGIBLE	KB_CATEGORY_MENDELIAN
Dyskeratosis_Congenita	MONDO:0015780	ELIGIBLE	KB_CATEGORY_MENDELIAN
Dysostosis_Multiplex_Ain-Naz_Type	MONDO:0859156	ELIGIBLE	KB_CATEGORY_MENDELIAN
Dystroglycanopathy	MONDO:0018276	ELIGIBLE	KB_CATEGORY_MENDELIAN
Dystrophic_Epidermolysis_Bullosa	MONDO:0006543	ELIGIBLE	KB_CATEGORY_MENDELIAN
ECHS1_Deficiency	MONDO:0014563	ELIGIBLE	KB_CATEGORY_MENDELIAN
EFL1-related_Shwachman-Diamond_syndrome	MONDO:0044205	ELIGIBLE	KB_CATEGORY_MENDELIAN
EML1_Ribbon_Heterotopia	MONDO:0020491	ELIGIBLE	KB_CATEGORY_MENDELIAN
EVEN-PLUS_Syndrome	MONDO:0014801	ELIGIBLE	KB_CATEGORY_MENDELIAN
EYS_Related_Retinitis_Pigmentosa	MONDO:0011272	ELIGIBLE	KB_CATEGORY_MENDELIAN
Ectodermal_Dysplasia_and_Immunodeficiency_2	MONDO:0012806	ELIGIBLE	KB_CATEGORY_MENDELIAN
Ellis-van_Creveld_Syndrome	MONDO:0009162	ELIGIBLE	KB_CATEGORY_MENDELIAN
Elsahy-Waters_Syndrome	MONDO:0008885	ELIGIBLE	KB_CATEGORY_MENDELIAN
Emery_Dreifuss_Muscular_Dystrophy	MONDO:0016830	ELIGIBLE	KB_CATEGORY_MENDELIAN
Enhanced_S-Cone_Syndrome	MONDO:0100288	ELIGIBLE	KB_CATEGORY_MENDELIAN
Epidermolysis_Bullosa	MONDO:0006541	ELIGIBLE	KB_CATEGORY_MENDELIAN
Epidermolysis_Bullosa_Simplex	MONDO:0017610	ELIGIBLE	KB_CATEGORY_MENDELIAN
Episodic_Ataxia	MONDO:0016227	ELIGIBLE	KB_CATEGORY_MENDELIAN
Erythrokeratodermia_Variabilis	MONDO:0017851	ELIGIBLE	KB_CATEGORY_MENDELIAN
Erythropoietic_Protoporphyria	MONDO:0001676	ELIGIBLE	KB_CATEGORY_MENDELIAN
Ethylmalonic_Encephalopathy	MONDO:0011229	ELIGIBLE	KB_CATEGORY_MENDELIAN
FADD-related_Immunodeficiency	MONDO:0013408	ELIGIBLE	KB_CATEGORY_MENDELIAN
FAM111A-Related_Skeletal_Dysplasia	MONDO:1060172	ELIGIBLE	KB_CATEGORY_MENDELIAN
FAS-related_Autoimmune_Lymphoproliferative_Syndrome	MONDO:1060194	ELIGIBLE	KB_CATEGORY_MENDELIAN
FASTKD5-Related_COX_Deficiency	MONDO:0980755	ELIGIBLE	KB_CATEGORY_MENDELIAN
FGF12-Related_Developmental_and_Epileptic_Encephalopathy	MONDO:0014949	ELIGIBLE	KB_CATEGORY_MENDELIAN
FGFR1_Hypogonadotropic_Hypogonadism	MONDO:0007844	ELIGIBLE	KB_CATEGORY_MENDELIAN
FGFR2-Related_Bent_Bone_Dysplasia	MONDO:0013815	ELIGIBLE	KB_CATEGORY_MENDELIAN
FG_Syndrome_1	MONDO:0010590	ELIGIBLE	KB_CATEGORY_MENDELIAN
FG_Syndrome_4	MONDO:0010318	ELIGIBLE	KB_CATEGORY_MENDELIAN
FILS_Syndrome	MONDO:0014058	ELIGIBLE	KB_CATEGORY_MENDELIAN
FLVCR1-Related_Retinopathy	MONDO:0100449	ELIGIBLE	KB_CATEGORY_MENDELIAN
FOLR1-Related_Cerebral_Folate_Transport_Deficiency	MONDO:0013110	ELIGIBLE	KB_CATEGORY_MENDELIAN
FOXE3_Anterior_Segment_Dysgenesis	MONDO:0019503	ELIGIBLE	KB_CATEGORY_MENDELIAN
FOXP1_Syndrome	MONDO:0013352	ELIGIBLE	KB_CATEGORY_MENDELIAN
Fabry_Disease	MONDO:0010526	ELIGIBLE	KB_CATEGORY_MENDELIAN
Familial_Chylomicronemia_Syndrome	MONDO:0018637	ELIGIBLE	KB_CATEGORY_MENDELIAN
Familial_Cold_Autoinflammatory_Syndrome	MONDO:0018768	ELIGIBLE	KB_CATEGORY_MENDELIAN
Familial_Congenital_Mirror_Movements	MONDO:0016558	ELIGIBLE	KB_CATEGORY_MENDELIAN
Familial_Defective_Apolipoprotein_B-100	MONDO:0007751	ELIGIBLE	KB_CATEGORY_MENDELIAN
Familial_Episodic_Pain_Syndrome_With_Predominantly_Lower_Limb_Involvement	MONDO:0014247	ELIGIBLE	KB_CATEGORY_MENDELIAN
Familial_Exudative_Vitreoretinopathy	MONDO:0019516	ELIGIBLE	KB_CATEGORY_MENDELIAN
Familial_Focal_Epilepsy_With_Variable_Foci	MONDO:0020310	ELIGIBLE	KB_CATEGORY_MENDELIAN
Familial_Glucocorticoid_Deficiency	MONDO:0008733	ELIGIBLE	KB_CATEGORY_MENDELIAN
Familial_Hemiplegic_Migraine	MONDO:0000700	ELIGIBLE	KB_CATEGORY_MENDELIAN
Familial_Hyperaldosteronism	MONDO:0016525	ELIGIBLE	KB_CATEGORY_MENDELIAN
Familial_Hyperaldosteronism_Type_I	MONDO:0007080	ELIGIBLE	KB_CATEGORY_MENDELIAN
Familial_Hypercholesterolemia	MONDO:0005439	ELIGIBLE	KB_CATEGORY_MENDELIAN
Familial_Hypocalciuric_Hypercalcemia_1	MONDO:0007791	ELIGIBLE	KB_CATEGORY_MENDELIAN
Familial_Isolated_Vitamin_E_Deficiency	MONDO:0010188	ELIGIBLE	KB_CATEGORY_MENDELIAN
Familial_Mediterranean_Fever	MONDO:0018088	ELIGIBLE	KB_CATEGORY_MENDELIAN
Familial_Partial_Lipodystrophy	MONDO:0020088	ELIGIBLE	KB_CATEGORY_MENDELIAN
Familial_Progressive_Hyperpigmentation_With_Or_Without_Hypopigmentation	MONDO:0007771	ELIGIBLE	KB_CATEGORY_MENDELIAN
Familial_Renal_Glucosuria	MONDO:0009297	ELIGIBLE	KB_CATEGORY_MENDELIAN
Familial_Sleep_Related_Hypermotor_Epilepsy	MONDO:0000030	ELIGIBLE	KB_CATEGORY_MENDELIAN
Familial_Thoracic_Aortic_Aneurysm_and_Aortic_Dissection	MONDO:0019625	ELIGIBLE	KB_CATEGORY_MENDELIAN
Familial_Vesicoureteral_Reflux	MONDO:0017329	ELIGIBLE	KB_CATEGORY_MENDELIAN
Familial_Visceral_Amyloidosis	MONDO:0007099	ELIGIBLE	KB_CATEGORY_MENDELIAN
Familial_Visceral_Neuropathy_2	MONDO:0030399	ELIGIBLE	KB_CATEGORY_MENDELIAN
Fanconi-Bickel_Syndrome	MONDO:0009216	ELIGIBLE	KB_CATEGORY_MENDELIAN
Fanconi_Renotubular_Syndrome	MONDO:0001083	ELIGIBLE	KB_CATEGORY_MENDELIAN
Farber_Disease	MONDO:0009218	ELIGIBLE	KB_CATEGORY_MENDELIAN
Fatal_Familial_Insomnia	MONDO:0010808	ELIGIBLE	KB_CATEGORY_MENDELIAN
Feingold_Syndrome	MONDO:0015267	ELIGIBLE	KB_CATEGORY_MENDELIAN
Ferguson-Bonni_Neurodevelopmental_Syndrome	MONDO:0859220	ELIGIBLE	KB_CATEGORY_MENDELIAN
Fibrochondrogenesis	MONDO:0016068	ELIGIBLE	KB_CATEGORY_MENDELIAN
Filippi_Syndrome	MONDO:0010092	ELIGIBLE	KB_CATEGORY_MENDELIAN
Finnish_Type_Amyloidosis	MONDO:0007097	ELIGIBLE	KB_CATEGORY_MENDELIAN
Floating-Harbor_syndrome	MONDO:0007621	ELIGIBLE	KB_CATEGORY_MENDELIAN
Focal_Dermal_Hypoplasia	MONDO:0010592	ELIGIBLE	KB_CATEGORY_MENDELIAN
Fontaine_Progeroid_Syndrome	MONDO:0012853	ELIGIBLE	KB_CATEGORY_MENDELIAN
Fountain_Syndrome	MONDO:0009241	ELIGIBLE	KB_CATEGORY_MENDELIAN
Fragile_X-Associated_Primary_Ovarian_Insufficiency	MONDO:0010706	ELIGIBLE	KB_CATEGORY_MENDELIAN
Fragile_X-Associated_Tremor_Ataxia_Syndrome	MONDO:0010382	ELIGIBLE	KB_CATEGORY_MENDELIAN
Frasier_Syndrome	MONDO:0007635	ELIGIBLE	KB_CATEGORY_MENDELIAN
Free_Sialic_Acid_Storage_Disease	MONDO:0019366	ELIGIBLE	KB_CATEGORY_MENDELIAN
Frias_Syndrome	MONDO:0012324	ELIGIBLE	KB_CATEGORY_MENDELIAN
Friedreich_Ataxia	MONDO:0100339	ELIGIBLE	KB_CATEGORY_MENDELIAN
Frontonasal_Dysplasia	MONDO:0016643	ELIGIBLE	KB_CATEGORY_MENDELIAN
Frontotemporal_Dementia_And_Or_Amyotrophic_Lateral_Sclerosis_2	MONDO:0014395	ELIGIBLE	KB_CATEGORY_MENDELIAN
Fucosidosis	MONDO:0009254	ELIGIBLE	KB_CATEGORY_MENDELIAN
Fuhrmann_Syndrome	MONDO:0009232	ELIGIBLE	KB_CATEGORY_MENDELIAN
G6PC3_Deficiency	MONDO:0012930	ELIGIBLE	KB_CATEGORY_MENDELIAN
GABRB3-Related_Developmental_and_Epileptic_Encephalopathy	MONDO:0014921	ELIGIBLE	KB_CATEGORY_MENDELIAN
GABRG2-Related_Epilepsy	MONDO:0032725	ELIGIBLE	KB_CATEGORY_MENDELIAN
GATA2_Deficiency	MONDO:0042982	ELIGIBLE	KB_CATEGORY_MENDELIAN
GFI1B-related_Platelet-type_Bleeding_Disorder	MONDO:0008553	ELIGIBLE	KB_CATEGORY_MENDELIAN
GJB2-GJB6_Digenic_Nonsyndromic_Hearing_Loss	MONDO:0009076	ELIGIBLE	KB_CATEGORY_MENDELIAN
GLUT1_Deficiency_Syndrome	MONDO:0011724	ELIGIBLE	KB_CATEGORY_MENDELIAN
GM1_Gangliosidosis_Type_1	MONDO:0009260	ELIGIBLE	KB_CATEGORY_MENDELIAN
GM1_Gangliosidosis_Type_2	MONDO:0009261	ELIGIBLE	KB_CATEGORY_MENDELIAN
GM1_Gangliosidosis_Type_3	MONDO:0009262	ELIGIBLE	KB_CATEGORY_MENDELIAN
GM3_Synthase_Deficiency	MONDO:0018274	ELIGIBLE	KB_CATEGORY_MENDELIAN
GNE_Myopathy	MONDO:0011603	ELIGIBLE	KB_CATEGORY_MENDELIAN
GNPTG-Mucolipidosis	MONDO:0009652	ELIGIBLE	KB_CATEGORY_MENDELIAN
GOLGA2-Related_Golgin_A2_Deficiency		NO_MONDO_GROUNDING	KB_CATEGORY_MENDELIAN
GRIN1-Related_Neurodevelopmental_Disorder	MONDO:1060123	ELIGIBLE	KB_CATEGORY_MENDELIAN
GRIN2A-Related_Epileptic_Encephalopathy_and_Intellectual_Disability	MONDO:0017325	ELIGIBLE	KB_CATEGORY_MENDELIAN
GRIN2B-Related_Developmental_and_Epileptic_Encephalopathy	MONDO:0014505	ELIGIBLE	KB_CATEGORY_MENDELIAN
GUCY2D-Related_Retinopathy	MONDO:0100453	ELIGIBLE	KB_CATEGORY_MENDELIAN
Galactosialidosis	MONDO:0009737	ELIGIBLE	KB_CATEGORY_MENDELIAN
Galloway-Mowat_Syndrome	MONDO:0009627	ELIGIBLE	KB_CATEGORY_MENDELIAN
Gaucher_Disease_Due_To_Saposin_C_Deficiency	MONDO:0012517	ELIGIBLE	KB_CATEGORY_MENDELIAN
Geleophysic_Dysplasia	MONDO:0000127	ELIGIBLE	KB_CATEGORY_MENDELIAN
Generalized_Epilepsy_with_Febrile_Seizures_Plus	MONDO:0018214	ELIGIBLE	KB_CATEGORY_MENDELIAN
Generalized_Resistance_to_Thyroid_Hormone	MONDO:0009043	ELIGIBLE	KB_CATEGORY_MENDELIAN
Genitopatellar_Syndrome	MONDO:0011640	ELIGIBLE	KB_CATEGORY_MENDELIAN
Gerstmann-Straussler-Scheinker_Syndrome	MONDO:0007656	ELIGIBLE	KB_CATEGORY_MENDELIAN
Giant_Axonal_Neuropathy_1	MONDO:0009749	ELIGIBLE	KB_CATEGORY_MENDELIAN
Gilberts_Syndrome	MONDO:0007745	ELIGIBLE	KB_CATEGORY_MENDELIAN
Gitelman_Syndrome	MONDO:0009904	ELIGIBLE	KB_CATEGORY_MENDELIAN
Glanzmann_Thrombasthenia	MONDO:0100326	ELIGIBLE	KB_CATEGORY_MENDELIAN
Global_Developmental_Delay_Progressive_Ataxia_and_Elevated_Glutamine	MONDO:0032733	ELIGIBLE	KB_CATEGORY_MENDELIAN
Glucose-Galactose_Malabsorption	MONDO:0011731	ELIGIBLE	KB_CATEGORY_MENDELIAN
Glutaryl-CoA_Dehydrogenase_Deficiency	MONDO:0009281	ELIGIBLE	KB_CATEGORY_MENDELIAN
Glutathione_Synthetase_Deficiency	MONDO:0017909	ELIGIBLE	KB_CATEGORY_MENDELIAN
Glycogen_Storage_Disease_Due_To_Aldolase_A_Deficiency	MONDO:0012747	ELIGIBLE	KB_CATEGORY_MENDELIAN
Glycogen_Storage_Disease_Due_To_Lactate_Dehydrogenase_M-subunit_Deficiency	MONDO:0013047	ELIGIBLE	KB_CATEGORY_MENDELIAN
Glycogen_Storage_Disease_Due_to_Muscle_Beta-Enolase_Deficiency	MONDO:0013046	ELIGIBLE	KB_CATEGORY_MENDELIAN
Glycogen_Storage_Disease_Type_0b	MONDO:0012693	ELIGIBLE	KB_CATEGORY_MENDELIAN
Glycogen_Storage_Disease_Type_I	MONDO:0002413	ELIGIBLE	KB_CATEGORY_MENDELIAN
Glycogen_Storage_Disease_Type_IV	MONDO:0009292	ELIGIBLE	KB_CATEGORY_MENDELIAN
Glycogen_Storage_Disease_Type_IX	MONDO:0700291	ELIGIBLE	KB_CATEGORY_MENDELIAN
Glycogen_Storage_Disease_Type_V	MONDO:0009293	ELIGIBLE	KB_CATEGORY_MENDELIAN
Glycogen_Storage_Disease_Type_VI	MONDO:0009294	ELIGIBLE	KB_CATEGORY_MENDELIAN
Glycogen_Storage_Disease_Type_VII	MONDO:0009295	ELIGIBLE	KB_CATEGORY_MENDELIAN
Glycogen_Storage_Disease_XV	MONDO:0013291	ELIGIBLE	KB_CATEGORY_MENDELIAN
Glycoprotein_Storage_Disease	MONDO:0009296	ELIGIBLE	KB_CATEGORY_MENDELIAN
Gnathodiaphyseal_Dysplasia	MONDO:0008151	ELIGIBLE	KB_CATEGORY_MENDELIAN
Gorlin_Syndrome	MONDO:0007187	ELIGIBLE	KB_CATEGORY_MENDELIAN
Gray_Platelet_Syndrome	MONDO:0007686	ELIGIBLE	KB_CATEGORY_MENDELIAN
Greenberg_Dysplasia	MONDO:0008974	ELIGIBLE	KB_CATEGORY_MENDELIAN
Greig_Cephalopolysyndactyly	MONDO:0008287	ELIGIBLE	KB_CATEGORY_MENDELIAN
Growth_Hormone_Insensitivity_Syndrome	MONDO:0015892	ELIGIBLE	KB_CATEGORY_MENDELIAN
Growth_Restriction_Hypoplastic_Kidneys_Alopecia_And_Distinctive_Facies	MONDO:0859146	ELIGIBLE	KB_CATEGORY_MENDELIAN
Guanidinoacetate_Methyltransferase_Deficiency	MONDO:0012999	ELIGIBLE	KB_CATEGORY_MENDELIAN
Guillouet-Gordon_Syndrome	MONDO:0979227	ELIGIBLE	KB_CATEGORY_MENDELIAN
HCN1-Related_Developmental_and_Epileptic_Encephalopathy	MONDO:0014377	ELIGIBLE	KB_CATEGORY_MENDELIAN
HFM1-related_gametogenic_failure	MONDO:0014322	ELIGIBLE	KB_CATEGORY_MENDELIAN
HHAT-Related_Chondrodysplasia_with_46XY_Disorder_of_Sex_Development	MONDO:0010814	ELIGIBLE	KB_CATEGORY_MENDELIAN
HNRNPU-Related_Developmental_and_Epileptic_Encephalopathy	MONDO:0033363	ELIGIBLE	KB_CATEGORY_MENDELIAN
HROB-related_gametogenic_failure	MONDO:0971176	ELIGIBLE	KB_CATEGORY_MENDELIAN
HSD10_Mitochondrial_Disease	MONDO:0010327	ELIGIBLE	KB_CATEGORY_MENDELIAN
H_Syndrome	MONDO:0011273	ELIGIBLE	KB_CATEGORY_MENDELIAN
Hajdu-Cheney_Syndrome	MONDO:0007057	ELIGIBLE	KB_CATEGORY_MENDELIAN
Hallermann-Streiff_Syndrome	MONDO:0009318	ELIGIBLE	KB_CATEGORY_MENDELIAN
Hand-Foot-Genital_Syndrome	MONDO:0007698	ELIGIBLE	KB_CATEGORY_MENDELIAN
Hao-Fountain_syndrome	MONDO:0014805	ELIGIBLE	KB_CATEGORY_MENDELIAN
Harderoporphyria	MONDO:0030048	ELIGIBLE	KB_CATEGORY_MENDELIAN
Hartnup_Disease	MONDO:0009324	ELIGIBLE	KB_CATEGORY_MENDELIAN
Hartsfield_Syndrome	MONDO:0014196	ELIGIBLE	KB_CATEGORY_MENDELIAN
Hearing_Loss_Autosomal_Dominant_75	MONDO:0032911	ELIGIBLE	KB_CATEGORY_MENDELIAN
Hearing_Loss_Autosomal_Dominant_76	MONDO:0032917	ELIGIBLE	KB_CATEGORY_MENDELIAN
Hearing_Loss_Autosomal_Dominant_78	MONDO:0033665	ELIGIBLE	KB_CATEGORY_MENDELIAN
Hearing_Loss_Autosomal_Dominant_82	MONDO:0030719	ELIGIBLE	KB_CATEGORY_MENDELIAN
Hearing_Loss_Autosomal_Dominant_83	MONDO:0030723	ELIGIBLE	KB_CATEGORY_MENDELIAN
Hearing_Loss_Autosomal_Recessive_106	MONDO:0033198	ELIGIBLE	KB_CATEGORY_MENDELIAN
Hearing_Loss_Autosomal_Recessive_120	MONDO:0859374	ELIGIBLE	KB_CATEGORY_MENDELIAN
Heart_Defect_Tongue_Hamartoma_Polysyndactyly_Syndrome	MONDO:0009008	ELIGIBLE	KB_CATEGORY_MENDELIAN
Heme_Oxygenase_1_Deficiency	MONDO:0013536	ELIGIBLE	KB_CATEGORY_MENDELIAN
Hemochromatosis	MONDO:0006507	ELIGIBLE	KB_CATEGORY_MENDELIAN
Hemophagocytic_Lymphohistiocytosis	MONDO:0015541	ELIGIBLE	KB_CATEGORY_MENDELIAN
Hennekam_Lymphangiectasia-Lymphedema_Syndrome_1	MONDO:0009337	ELIGIBLE	KB_CATEGORY_MENDELIAN
Hennekam_Lymphangiectasia-Lymphedema_Syndrome_2	MONDO:0014454	ELIGIBLE	KB_CATEGORY_MENDELIAN
Hepatic_Veno-occlusive_Disease-Immunodeficiency_Syndrome	MONDO:0009338	ELIGIBLE	KB_CATEGORY_MENDELIAN
Hereditary_Angioedema	MONDO:0019623	ELIGIBLE	KB_CATEGORY_MENDELIAN
Hereditary_Arterial_and_Articular_Multiple_Calcification_Syndrome	MONDO:0008895	ELIGIBLE	KB_CATEGORY_MENDELIAN
Hereditary_Congenital_Facial_Paresis_3	MONDO:0013880	ELIGIBLE	KB_CATEGORY_MENDELIAN
Hereditary_Diffuse_Leukoencephalopathy_with_Spheroids	MONDO:0800027	ELIGIBLE	KB_CATEGORY_MENDELIAN
Hereditary_Elliptocytosis	MONDO:0017319	ELIGIBLE	KB_CATEGORY_MENDELIAN
Hereditary_Gingival_Fibromatosis	MONDO:0016070	ELIGIBLE	KB_CATEGORY_MENDELIAN
Hereditary_Hemorrhagic_Telangiectasia	MONDO:0019180	ELIGIBLE	KB_CATEGORY_MENDELIAN
Hereditary_Hemorrhagic_Telangiectasia_4	MONDO:0012532	ELIGIBLE	KB_CATEGORY_MENDELIAN
Hereditary_Hemorrhagic_Telangiectasia_5	MONDO:0014217	ELIGIBLE	KB_CATEGORY_MENDELIAN
Hereditary_Hemorrhagic_Telangiectasia_Type_1	MONDO:0008535	ELIGIBLE	KB_CATEGORY_MENDELIAN
Hereditary_Hyperekplexia	MONDO:0021022	ELIGIBLE	KB_CATEGORY_MENDELIAN
Hereditary_Intrinsic_Factor_Deficiency	MONDO:0009852	ELIGIBLE	KB_CATEGORY_MENDELIAN
Hereditary_Leiomyomatosis_and_Renal_Cell_Cancer	MONDO:0007888	ELIGIBLE	KB_CATEGORY_MENDELIAN
Hereditary_Methemoglobinemia	MONDO:0018963	ELIGIBLE	KB_CATEGORY_MENDELIAN
Hereditary_Neuropathy_with_Liability_to_Pressure_Palsies	MONDO:0008087	ELIGIBLE	KB_CATEGORY_MENDELIAN
Hereditary_Orotic_Aciduria	MONDO:0009797	ELIGIBLE	KB_CATEGORY_MENDELIAN
Hereditary_Pancreatitis	MONDO:0008185	ELIGIBLE	KB_CATEGORY_MENDELIAN
Hereditary_Pheochromocytoma-Paraganglioma_Syndrome	MONDO:0017366	ELIGIBLE	KB_CATEGORY_MENDELIAN
Hereditary_Sensory_Neuropathy_Type_1D	MONDO:0013381	ELIGIBLE	KB_CATEGORY_MENDELIAN
Hereditary_Sensory_and_Autonomic_Neuropathy	MONDO:0015364	ELIGIBLE	KB_CATEGORY_MENDELIAN
Hereditary_Sensory_and_Autonomic_Neuropathy_Type_2	MONDO:0019941	ELIGIBLE	KB_CATEGORY_MENDELIAN
Hereditary_Sensory_and_Autonomic_Neuropathy_Type_6	MONDO:0013839	ELIGIBLE	KB_CATEGORY_MENDELIAN
Hereditary_Spastic_Paraplegia	MONDO:0019064	ELIGIBLE	KB_CATEGORY_MENDELIAN
Hereditary_Spastic_Paraplegia_11	MONDO:0011445	ELIGIBLE	KB_CATEGORY_MENDELIAN
Hereditary_Spastic_Paraplegia_44	MONDO:0013179	ELIGIBLE	KB_CATEGORY_MENDELIAN
Hereditary_Spastic_Paraplegia_46	MONDO:0013737	ELIGIBLE	KB_CATEGORY_MENDELIAN
Hereditary_Spastic_Paraplegia_48	MONDO:0013342	ELIGIBLE	KB_CATEGORY_MENDELIAN
Hereditary_Spastic_Paraplegia_49	MONDO:0014016	ELIGIBLE	KB_CATEGORY_MENDELIAN
Hereditary_Spastic_Paraplegia_7	MONDO:0011803	ELIGIBLE	KB_CATEGORY_MENDELIAN
Hereditary_Spherocytosis	MONDO:0019350	ELIGIBLE	KB_CATEGORY_MENDELIAN
Heyn-Sproul-Jackson_syndrome	MONDO:0032882	ELIGIBLE	KB_CATEGORY_MENDELIAN
Histiocytoid_Cardiomyopathy	MONDO:0010771	ELIGIBLE	KB_CATEGORY_MENDELIAN
Holocarboxylase_Synthetase_Deficiency	MONDO:0009666	ELIGIBLE	KB_CATEGORY_MENDELIAN
Holoprosencephaly_12_With_or_Without_Pancreatic_Agenesis	MONDO:0032787	ELIGIBLE	KB_CATEGORY_MENDELIAN
Holoprosencephaly_9	MONDO:0012563	ELIGIBLE	KB_CATEGORY_MENDELIAN
Homocystinuria	MONDO:0004737	ELIGIBLE	KB_CATEGORY_MENDELIAN
Houge-Janssens_Syndrome	MONDO:0957553	ELIGIBLE	KB_CATEGORY_MENDELIAN
Humeroradial_Synostosis	MONDO:0007737	ELIGIBLE	KB_CATEGORY_MENDELIAN
Hunter_syndrome	MONDO:0010674	ELIGIBLE	KB_CATEGORY_MENDELIAN
Huntington_Disease	MONDO:0007739	ELIGIBLE	KB_CATEGORY_MENDELIAN
Huppke-Brendel_syndrome	MONDO:0013772	ELIGIBLE	KB_CATEGORY_MENDELIAN
Hurler_syndrome	MONDO:0011758	ELIGIBLE	KB_CATEGORY_MENDELIAN
Hutchinson-Gilford_Progeria_Syndrome	MONDO:0008310	ELIGIBLE	KB_CATEGORY_MENDELIAN
Hydrolethalus_Syndrome_2	MONDO:0013585	ELIGIBLE	KB_CATEGORY_MENDELIAN
Hypercatabolic_Hypoproteinemia	MONDO:0009434	ELIGIBLE	KB_CATEGORY_MENDELIAN
Hyperornithinemia_Hyperammonemia_Homocitrullinuria_Syndrome	MONDO:0009393	ELIGIBLE	KB_CATEGORY_MENDELIAN
Hyperostosis_Cranialis_Interna	MONDO:0007765	ELIGIBLE	KB_CATEGORY_MENDELIAN
Hypertrophic_Cardiomyopathy_17	MONDO:0013474	ELIGIBLE	KB_CATEGORY_MENDELIAN
Hypertrophic_Cardiomyopathy_20	MONDO:0013477	ELIGIBLE	KB_CATEGORY_MENDELIAN
Hypertrophic_Cardiomyopathy_21	MONDO:0013852	ELIGIBLE	KB_CATEGORY_MENDELIAN
Hypertrophic_Cardiomyopathy_30_Atrial	MONDO:0958241	ELIGIBLE	KB_CATEGORY_MENDELIAN
Hypertrophic_Cardiomyopathy_8	MONDO:0012111	ELIGIBLE	KB_CATEGORY_MENDELIAN
Hypobetalipoproteinemia	MONDO:0017774	ELIGIBLE	KB_CATEGORY_MENDELIAN
Hypochondrogenesis	MONDO:0019669	ELIGIBLE	KB_CATEGORY_MENDELIAN
Hypochondroplasia	MONDO:0007793	ELIGIBLE	KB_CATEGORY_MENDELIAN
Hypomyelinating_Leukodystrophy_10	MONDO:0014632	ELIGIBLE	KB_CATEGORY_MENDELIAN
Hypomyelinating_Leukodystrophy_15	MONDO:0054782	ELIGIBLE	KB_CATEGORY_MENDELIAN
Hypomyelinating_Leukodystrophy_7	MONDO:0011897	ELIGIBLE	KB_CATEGORY_MENDELIAN
Hypophosphatasia	MONDO:0018570	ELIGIBLE	KB_CATEGORY_MENDELIAN
Hypopigmentation_Organomegaly_And_Delayed_Myelination_And_Development	MONDO:0032805	ELIGIBLE	KB_CATEGORY_MENDELIAN
Hypoplasminogenemia	MONDO:0009009	ELIGIBLE	KB_CATEGORY_MENDELIAN
Hypotonia-Cystinuria_Syndrome	MONDO:0011669	ELIGIBLE	KB_CATEGORY_MENDELIAN
