cluster,manual_annotation,intracluster_corr,cluster_size,cluster_gene_size,cluster_member,rest_count,stim8hr_count,stim48hr_count,cluster_member_with_condition,complex_corum,overlap_genes_corum,overlap_fraction_corum,raw_p_value_corum,complex_size_corum,overlap_size_corum,cluster_size_corum,fdr_corum,complex_stringdb,overlap_genes_stringdb,overlap_fraction_stringdb,raw_p_value_stringdb,complex_size_stringdb,overlap_size_stringdb,cluster_size_stringdb,fdr_stringdb,best_described_by,complex_kegg,overlap_genes_kegg,overlap_fraction_kegg,raw_p_value_kegg,complex_size_kegg,overlap_size_kegg,cluster_size_kegg,fdr_kegg,complex_reactome,overlap_genes_reactome,overlap_fraction_reactome,raw_p_value_reactome,complex_size_reactome,overlap_size_reactome,cluster_size_reactome,fdr_reactome,corr_rest,corr_stim8hr,corr_stim48hr,corr_shared,condition_specificity
35,unknown,0.188836312,51,37,"['KLHDC10', 'ICOS', 'NIPBL', 'NEIL1', 'PXMP4', 'ZNF641', 'C8orf33', 'HSD17B13', 'AK3', 'RAB11FIP1', 'IL12RB2', 'ADAM19', 'LZTS1', 'ZNF92', 'PLA2G4A', 'FBXO32', 'PROX2', 'ALKBH2', 'SLAMF7', 'PDLIM2', 'SMAD3', 'LTB4R', 'GNG11', 'RASGRP1', 'RB1CC1', 'ARMC8', 'CCNC', 'HMGN5', 'NDRG1', 'ZSCAN2', 'HDHD3', 'LMTK2', 'CACHD1', 'MFHAS1', 'TM2D1', 'CIP2A', 'PIGB']",15,32,4,"['KLHDC10_Stim8hr', 'ICOS_Stim8hr', 'NIPBL_Rest', 'NEIL1_Stim8hr', 'PXMP4_Rest', 'PXMP4_Stim8hr', 'ZNF641_Stim8hr', 'C8orf33_Stim8hr', 'HSD17B13_Rest', 'AK3_Rest', 'RAB11FIP1_Stim8hr', 'IL12RB2_Stim8hr', 'ADAM19_Stim8hr', 'AK3_Stim8hr', 'LZTS1_Stim8hr', 'RAB11FIP1_Rest', 'ZNF92_Stim8hr', 'PLA2G4A_Stim8hr', 'FBXO32_Stim48hr', 'PROX2_Stim8hr', 'ALKBH2_Stim48hr', 'SLAMF7_Stim8hr', 'RAB11FIP1_Stim48hr', 'PDLIM2_Stim8hr', 'SMAD3_Stim8hr', 'LTB4R_Rest', 'GNG11_Stim8hr', 'RASGRP1_Stim8hr', 'RB1CC1_Rest', 'ZNF92_Rest', 'RASGRP1_Rest', 'ARMC8_Stim8hr', 'ALKBH2_Stim8hr', 'CCNC_Stim8hr', 'HMGN5_Stim8hr', 'NDRG1_Stim8hr', 'ZSCAN2_Rest', 'HDHD3_Stim8hr', 'LMTK2_Rest', 'CACHD1_Stim8hr', 'MFHAS1_Stim8hr', 'TM2D1_Stim8hr', 'CIP2A_Stim8hr', 'LTB4R_Stim8hr', 'PIGB_Rest', 'SMAD3_Rest', 'PXMP4_Stim48hr', 'IL12RB2_Rest', 'NIPBL_Stim8hr', 'HSD17B13_Stim8hr', 'ADAM19_Rest']",BCL6-HDAC4 complex,[],0,1,2,0,37,1,CL:31465,"['LZTS1', 'ARMC8']",0.054054054,0.437504288,74,2,37,1,"mostly uncharacterized, incl. CTLH, C-terminal LisH motif, and Fez1",KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY,"['RASGRP1', 'ICOS']",0.054054054,0.644093001,108,2,37,1,REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_1,"['PLA2G4A', 'GNG11']",0.054054054,0.086760656,25,2,37,1,0.206970383,0.215302124,0.154720074,0.097159516,across_condition
36,citrate metabolism,0.347846123,8,8,"['SLC25A1', 'PDHB', 'MDH2', 'DLAT', 'PDHA1', 'CS', 'ACLY', 'STYXL1']",0,0,8,"['SLC25A1_Stim48hr', 'PDHB_Stim48hr', 'MDH2_Stim48hr', 'DLAT_Stim48hr', 'PDHA1_Stim48hr', 'CS_Stim48hr', 'ACLY_Stim48hr', 'STYXL1_Stim48hr']",BCL6-HDAC4 complex,[],0,1,2,0,8,1,CL:8466,"['PDHA1', 'ACLY', 'PDHB', 'CS', 'DLAT', 'MDH2']",0.75,1.52E-08,56,6,8,0.000128213,"Citrate cycle (TCA cycle), and Pyruvate metabolism",KEGG_CITRATE_CYCLE_TCA_CYCLE,"['PDHA1', 'ACLY', 'PDHB', 'CS', 'DLAT', 'MDH2']",0.75,4.34E-10,32,6,8,4.42E-06,REACTOME_PDH_COMPLEX_SYNTHESIZES_ACETYL_COA_FROM_PYR,"['PDHA1', 'PDHB', 'DLAT']",0.375,1.04E-06,6,3,8,0.004354535,0.075987417,0.086317683,0.397538427,0.064638964,Stim48hr
37,CoA metabolism,0.209120842,17,9,"['EPC1', 'PPCS', 'ZCRB1', 'KIF20A', 'PPCDC', 'BRD8', 'ZRSR2', 'COASY', 'ACLY']",5,9,3,"['EPC1_Stim48hr', 'PPCS_Rest', 'PPCS_Stim8hr', 'ZCRB1_Stim8hr', 'KIF20A_Stim48hr', 'PPCDC_Rest', 'KIF20A_Rest', 'BRD8_Rest', 'ZRSR2_Stim8hr', 'EPC1_Stim8hr', 'EPC1_Rest', 'KIF20A_Stim8hr', 'COASY_Stim8hr', 'BRD8_Stim8hr', 'BRD8_Stim48hr', 'ACLY_Stim8hr', 'PPCDC_Stim8hr']",DMAP1-associated complex,"['EPC1', 'BRD8']",0.222222222,0.000918359,10,2,9,1,CL:11025,"['COASY', 'PPCS', 'PPCDC']",0.333333333,1.56E-06,6,3,9,0.00752569,Coenzyme A biosynthesis,KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS,"['COASY', 'PPCS', 'PPCDC']",0.333333333,4.26E-05,16,3,9,0.165188545,REACTOME_COENZYME_A_BIOSYNTHESIS,"['COASY', 'PPCS', 'PPCDC']",0.333333333,2.72E-06,7,3,9,0.010773317,0.203521678,0.29061855,0.07777124,0.115547529,Rest_Stim8hr
38,MLL2 complex related,0.197325052,14,6,"['BAHD1', 'ARRDC4', 'MEN1', 'MEAF6', 'DOT1L', 'PSIP1']",5,6,3,"['BAHD1_Stim48hr', 'ARRDC4_Rest', 'MEN1_Stim8hr', 'MEAF6_Rest', 'DOT1L_Stim8hr', 'DOT1L_Rest', 'MEAF6_Stim8hr', 'ARRDC4_Stim8hr', 'PSIP1_Rest', 'PSIP1_Stim48hr', 'MEAF6_Stim48hr', 'BAHD1_Stim8hr', 'PSIP1_Stim8hr', 'MEN1_Rest']",MLL2 complex,"['MEN1', 'PSIP1']",0.333333333,0.000385965,10,2,6,1,CL:4759,"['MEN1', 'PSIP1', 'MEAF6']",0.5,0.012197589,170,3,6,1,"Nucleosome, and Histone methyltransferase complex",KEGG_ABC_TRANSPORTERS,[],0,1,44,0,6,1,REACTOME_FORMATION_OF_WDR5_CONTAINING_HISTONE_MODIFYING_COMPLEXES,"['MEN1', 'PSIP1']",0.333333333,0.00705136,42,2,6,1,0.231228648,0.267279913,0.321499897,0.169492937,across_condition
39,unknown,0.119288071,28,12,"['TSTD2', 'DCPS', 'CDKN2AIP', 'RBM12', 'RPRD1B', 'WDR82', 'UBE3D', 'DNAAF2', 'MRPS18B', 'DOP1A', 'CTDSPL2', 'SEC14L1']",9,10,9,"['TSTD2_Rest', 'DCPS_Rest', 'CDKN2AIP_Rest', 'RBM12_Rest', 'CDKN2AIP_Stim8hr', 'RPRD1B_Stim48hr', 'WDR82_Stim8hr', 'UBE3D_Stim48hr', 'DNAAF2_Stim8hr', 'UBE3D_Stim8hr', 'TSTD2_Stim8hr', 'MRPS18B_Rest', 'DOP1A_Stim8hr', 'RBM12_Stim48hr', 'RBM12_Stim8hr', 'DOP1A_Stim48hr', 'CTDSPL2_Rest', 'CTDSPL2_Stim8hr', 'MRPS18B_Stim8hr', 'DOP1A_Rest', 'RPRD1B_Rest', 'DNAAF2_Stim48hr', 'CTDSPL2_Stim48hr', 'SEC14L1_Stim48hr', 'RPRD1B_Stim8hr', 'TSTD2_Stim48hr', 'WDR82_Rest', 'CDKN2AIP_Stim48hr']",BCL6-HDAC4 complex,[],0,1,2,0,12,1,CL:2795,"['RPRD1B', 'UBE3D']",0.166666667,0.023582707,38,2,12,1,"mRNA cleavage factor complex, and CID domain",KEGG_ABC_TRANSPORTERS,[],0,1,44,0,12,1,REACTOME_2_LTR_CIRCLE_FORMATION,[],0,1,7,0,12,1,0.134536091,0.140107238,0.133995341,0.09047977,across_condition
40,Protein phosphatase inhibitor 2,0.204147814,6,4,"['PPP1R11', 'CCNQ', 'PPP1R7', 'CCNK']",1,1,4,"['PPP1R11_Stim48hr', 'CCNQ_Stim8hr', 'CCNQ_Rest', 'PPP1R7_Stim48hr', 'CCNK_Stim48hr', 'CCNQ_Stim48hr']",BCL6-HDAC4 complex,[],0,1,2,0,4,1,CL:8226,"['PPP1R11', 'PPP1R7']",0.5,3.46E-05,5,2,4,0.107848663,"Protein phosphatase inhibitor 2 (IPP-2), and Myosin VI binding",KEGG_ABC_TRANSPORTERS,[],0,1,44,0,4,1,REACTOME_2_LTR_CIRCLE_FORMATION,[],0,1,7,0,4,1,0.186772062,0.175079788,0.257680933,0.128361323,across_condition
41,protein glycosylation,0.210009612,87,52,"['TMEM131L', 'ACAD11', 'OST4', 'TGDS', 'DNAJB11', 'FAM220A', 'UFL1', 'ALG1', 'SEC61B', 'ZNF554', 'GPI', 'AUP1', 'FAF2', 'PDIA6', 'DOLPP1', 'DNAJB9', 'PTRH2', 'TMED10', 'MPI', 'RWDD2A', 'USO1', 'SEC63', 'ALG13', 'TRAPPC13', 'TMEM186', 'ALG3', 'SEL1L', 'TMED2', 'MYO9A', 'ALG2', 'SYVN1', 'P4HB', 'RAD23A', 'UBA5', 'SSR2', 'UFM1', 'THAP5', 'DDRGK1', 'UBE2G2', 'GINM1', 'XRRA1', 'ALG6', 'GANAB', 'MANF', 'TRIB2', 'SLC35B1', 'MIA2', 'ALG8', 'PMM2', 'DEGS1', 'GNPNAT1', 'RFT1']",25,46,16,"['TMEM131L_Stim48hr', 'ACAD11_Rest', 'OST4_Stim8hr', 'TGDS_Rest', 'DNAJB11_Rest', 'FAM220A_Stim8hr', 'UFL1_Rest', 'ALG1_Stim8hr', 'SEC61B_Stim8hr', 'ZNF554_Rest', 'GPI_Stim8hr', 'ACAD11_Stim48hr', 'AUP1_Stim8hr', 'FAF2_Stim8hr', 'PDIA6_Rest', 'DOLPP1_Stim8hr', 'DNAJB9_Rest', 'ACAD11_Stim8hr', 'PTRH2_Stim8hr', 'UFL1_Stim8hr', 'ZNF554_Stim48hr', 'TMED10_Stim8hr', 'MPI_Stim8hr', 'RWDD2A_Stim8hr', 'USO1_Rest', 'SEC63_Stim48hr', 'ALG13_Stim8hr', 'TRAPPC13_Stim8hr', 'TMEM186_Stim8hr', 'ALG3_Stim8hr', 'TMED10_Stim48hr', 'SEL1L_Stim48hr', 'TMED2_Stim8hr', 'MYO9A_Stim8hr', 'ALG2_Stim8hr', 'SYVN1_Stim8hr', 'P4HB_Stim8hr', 'RAD23A_Rest', 'UFL1_Stim48hr', 'UBA5_Rest', 'SSR2_Rest', 'UFM1_Rest', 'THAP5_Rest', 'MYO9A_Rest', 'SYVN1_Rest', 'DDRGK1_Rest', 'DNAJB9_Stim48hr', 'SYVN1_Stim48hr', 'UBE2G2_Stim8hr', 'DNAJB11_Stim48hr', 'TMEM131L_Stim8hr', 'P4HB_Stim48hr', 'GINM1_Stim8hr', 'PDIA6_Stim8hr', 'XRRA1_Rest', 'DNAJB9_Stim8hr', 'TMED10_Rest', 'DDRGK1_Stim8hr', 'ALG6_Stim8hr', 'GANAB_Stim8hr', 'TGDS_Stim8hr', 'SEC63_Rest', 'MANF_Rest', 'ZNF554_Stim8hr', 'P4HB_Rest', 'USO1_Stim8hr', 'TMED2_Stim48hr', 'TRIB2_Stim8hr', 'FAF2_Rest', 'FAF2_Stim48hr', 'SEC63_Stim8hr', 'SLC35B1_Stim8hr', 'MIA2_Stim48hr', 'TMEM131L_Rest', 'ALG8_Rest', 'ALG8_Stim8hr', 'SEL1L_Stim8hr', 'XRRA1_Stim8hr', 'PDIA6_Stim48hr', 'UBA5_Stim8hr', 'PMM2_Stim8hr', 'UFM1_Stim8hr', 'DEGS1_Stim8hr', 'SEL1L_Rest', 'UFM1_Stim48hr', 'GNPNAT1_Stim8hr', 'RFT1_Stim8hr']",AUP1-OS9-SEL1L-UBC6e-UBXD8 complex,"['SEL1L', 'AUP1', 'FAF2']",0.057692308,0.000198313,5,3,52,0.743571929,CL:28646,"['MPI', 'ALG2', 'ALG13', 'ALG8', 'RFT1', 'ALG6', 'PMM2', 'DOLPP1', 'ALG1']",0.173076923,3.82E-10,19,9,52,5.34E-06,"Glycosylation and related congenital defects, and Synthesis of GDP-mannose",KEGG_N_GLYCAN_BIOSYNTHESIS,"['GANAB', 'ALG2', 'ALG3', 'ALG13', 'ALG8', 'RFT1', 'ALG6', 'DOLPP1', 'ALG1']",0.173076923,2.57E-06,46,9,52,0.0173958,REACTOME_DISEASES_ASSOCIATED_WITH_N_GLYCOSYLATION_OF_PROTEINS,"['ALG2', 'ALG3', 'ALG13', 'ALG8', 'RFT1', 'ALG6', 'ALG1']",0.134615385,5.19E-07,20,7,52,0.002381034,0.161522408,0.202509037,0.082737606,0.113896181,across_condition
42,unknown,0.151911008,16,13,"['TESPA1', 'ARID2', 'DTX4', 'EZH2', 'APOBEC3B', 'TFDP1', 'CMTM7', 'CDADC1', 'ZBTB39', 'ERCC6L', 'MAP1LC3B', 'ZNF254', 'RFWD3']",12,3,1,"['TESPA1_Rest', 'ARID2_Rest', 'DTX4_Rest', 'EZH2_Rest', 'APOBEC3B_Rest', 'TFDP1_Stim48hr', 'CMTM7_Rest', 'CDADC1_Rest', 'TFDP1_Rest', 'ZBTB39_Stim8hr', 'ERCC6L_Stim8hr', 'MAP1LC3B_Rest', 'ZNF254_Rest', 'ZBTB39_Rest', 'RFWD3_Rest', 'TFDP1_Stim8hr']",BCL6-HDAC4 complex,[],0,1,2,0,13,1,CL:39184,[],0,1,7,0,13,1,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",KEGG_ABC_TRANSPORTERS,[],0,1,44,0,13,1,REACTOME_TRANSCRIPTIONAL_REGULATION_BY_E2F6,"['EZH2', 'TFDP1']",0.153846154,0.022306033,34,2,13,1,0.166747499,0.131716434,0.056037629,0.068663212,across_condition
43,CFAP20/CLASRP complex,0.238000878,4,2,"['CLASRP', 'CFAP20']",2,2,0,"['CLASRP_Stim8hr', 'CLASRP_Rest', 'CFAP20_Rest', 'CFAP20_Stim8hr']",BCL6-HDAC4 complex,[],0,1,2,0,2,1,CL:39184,[],0,1,7,0,2,1,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",KEGG_ABC_TRANSPORTERS,[],0,1,44,0,2,1,REACTOME_2_LTR_CIRCLE_FORMATION,[],0,1,7,0,2,1,0.348452111,0.373567389,0.418494346,0.22845224,across_condition
44,unknown,0.256038245,12,12,"['SHLD1', 'NSUN2', 'LAT2', 'ZNF649', 'DAP', 'CFAP298', 'PIK3R4', 'IL21', 'HPS1', 'ZMYM2', 'TNNC1', 'INSR']",0,12,0,"['SHLD1_Stim8hr', 'NSUN2_Stim8hr', 'LAT2_Stim8hr', 'ZNF649_Stim8hr', 'DAP_Stim8hr', 'CFAP298_Stim8hr', 'PIK3R4_Stim8hr', 'IL21_Stim8hr', 'HPS1_Stim8hr', 'ZMYM2_Stim8hr', 'TNNC1_Stim8hr', 'INSR_Stim8hr']",BCL6-HDAC4 complex,[],0,1,2,0,12,1,CL:17472,"['INSR', 'LAT2']",0.166666667,0.048433122,56,2,12,1,"mixed, incl. GPVI-mediated activation cascade, and Insulin receptor binding",KEGG_ABC_TRANSPORTERS,[],0,1,44,0,12,1,REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,"['PIK3R4', 'INSR']",0.166666667,0.045328581,54,2,12,1,0.229721899,0.279314449,0.299212329,0.164894585,across_condition
45,unknown,0.085347011,14,8,"['CDK5RAP3', 'CCDC6', 'APC', 'GPR63', 'CARM1', 'HEATR3', 'GSTCD', 'INTS12']",5,5,4,"['CDK5RAP3_Rest', 'CCDC6_Stim48hr', 'APC_Stim8hr', 'GPR63_Rest', 'CARM1_Stim8hr', 'CARM1_Rest', 'HEATR3_Rest', 'GSTCD_Stim48hr', 'INTS12_Rest', 'INTS12_Stim8hr', 'INTS12_Stim48hr', 'CARM1_Stim48hr', 'CCDC6_Stim8hr', 'GSTCD_Stim8hr']",BCL6-HDAC4 complex,[],0,1,2,0,8,1,CL:39184,[],0,1,7,0,8,1,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",KEGG_ABC_TRANSPORTERS,[],0,1,44,0,8,1,REACTOME_2_LTR_CIRCLE_FORMATION,[],0,1,7,0,8,1,0.078767443,0.036334668,0.032501421,0.038355008,Rest
46,unknown,0.307992909,6,6,"['ERGIC3', 'FBXO32', 'DOP1B', 'MOV10', 'ATP8B1', 'RB1CC1']",0,6,0,"['ERGIC3_Stim8hr', 'FBXO32_Stim8hr', 'DOP1B_Stim8hr', 'MOV10_Stim8hr', 'ATP8B1_Stim8hr', 'RB1CC1_Stim8hr']",BCL6-HDAC4 complex,[],0,1,2,0,6,1,CL:12762,"['DOP1B', 'ATP8B1']",0.333333333,0.001772854,21,2,6,1,"P-type ATPase, C-terminal, and Protein dopey",KEGG_ABC_TRANSPORTERS,[],0,1,44,0,6,1,REACTOME_2_LTR_CIRCLE_FORMATION,[],0,1,7,0,6,1,0.385436828,0.369591491,0.241271646,0.135932781,across_condition
47,CtBP core complex,0.342530477,10,4,"['CTBP1', 'ZEB1', 'KDM1A', 'RCOR1']",4,3,3,"['CTBP1_Rest', 'ZEB1_Rest', 'CTBP1_Stim48hr', 'KDM1A_Stim48hr', 'RCOR1_Rest', 'KDM1A_Stim8hr', 'KDM1A_Rest', 'RCOR1_Stim8hr', 'CTBP1_Stim8hr', 'RCOR1_Stim48hr']",CtBP core complex,"['ZEB1', 'RCOR1', 'CTBP1', 'KDM1A']",1,2.53E-10,9,4,4,1.17E-05,CL:20926,"['ZEB1', 'CTBP1']",0.5,3.46E-05,5,2,4,0.107848663,"C-terminal binding protein, and Hypoxia-mediated EMT and stemness",KEGG_ABC_TRANSPORTERS,[],0,1,44,0,4,1,REACTOME_REGULATION_OF_PTEN_GENE_TRANSCRIPTION,"['RCOR1', 'KDM1A']",0.5,0.006085222,61,2,4,1,0.373931851,0.338615405,0.325638808,0.257956347,across_condition
48,tRNA processing,0.304322524,13,13,"['DDX1', 'RTRAF', 'PPA2', 'TRMT61A', 'ADAT3', 'PMM2', 'RNASEH1', 'METTL1', 'PGS1', 'NDUFA8', 'LAMTOR2', 'NUP188', 'TSEN2']",13,0,0,"['DDX1_Rest', 'RTRAF_Rest', 'PPA2_Rest', 'TRMT61A_Rest', 'ADAT3_Rest', 'PMM2_Rest', 'RNASEH1_Rest', 'METTL1_Rest', 'PGS1_Rest', 'NDUFA8_Rest', 'LAMTOR2_Rest', 'NUP188_Rest', 'TSEN2_Rest']",tRNA Splicing Ligase Complex,"['DDX1', 'RTRAF']",0.153846154,0.000445841,5,2,13,1,CL:3211,"['DDX1', 'RTRAF']",0.153846154,0.000445841,5,2,13,0.943731455,tRNA-splicing ligase complex,KEGG_OXIDATIVE_PHOSPHORYLATION,"['PPA2', 'NDUFA8']",0.153846154,0.23700446,133,2,13,1,REACTOME_TRNA_PROCESSING,"['METTL1', 'DDX1', 'ADAT3', 'NUP188', 'TSEN2', 'RTRAF', 'TRMT61A']",0.538461538,3.03E-06,112,7,13,0.011238828,0.329682734,0.228877671,0.300031474,0.155521766,across_condition
49,unknown,0.161703787,4,4,"['VPS41', 'PDCL', 'RANBP3', 'SRD5A1']",4,0,0,"['VPS41_Rest', 'PDCL_Rest', 'RANBP3_Rest', 'SRD5A1_Rest']",BCL6-HDAC4 complex,[],0,1,2,0,4,1,CL:39184,[],0,1,7,0,4,1,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",KEGG_ABC_TRANSPORTERS,[],0,1,44,0,4,1,REACTOME_2_LTR_CIRCLE_FORMATION,[],0,1,7,0,4,1,0.215605049,0.039337523,0.012544884,0.028384027,Rest
50,Arp2/3 complex,0.14136618,8,8,"['SENP1', 'TMEM214', 'ACTR2', 'ISCA1', 'ARPC2', 'SCAF8', 'ARPC3', 'PPP1R7']",8,0,0,"['SENP1_Rest', 'TMEM214_Rest', 'ACTR2_Rest', 'ISCA1_Rest', 'ARPC2_Rest', 'SCAF8_Rest', 'ARPC3_Rest', 'PPP1R7_Rest']",Arp2/3 protein complex,"['ACTR2', 'ARPC2', 'ARPC3']",0.375,1.82E-06,7,3,8,0.016758454,CL:17858,"['ACTR2', 'ARPC2', 'ARPC3']",0.375,1.04E-06,6,3,8,0.005541082,Arp2/3 protein complex,KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION,"['ARPC2', 'ARPC3']",0.25,0.022192243,56,2,8,1,REACTOME_RHO_GTPASES_ACTIVATE_WASPS_AND_WAVES,"['ARPC3', 'ACTR2', 'ARPC2']",0.375,0.000349214,36,3,8,0.69362155,0.161561349,0.148261743,0.16116213,0.057857263,across_condition
51,Oxidative phosphorylation,0.205431944,23,23,"['ATP5ME', 'PELO', 'ALG1', 'TET2', 'RPTOR', 'ADAT2', 'MIOS', 'MPI', 'PRELID1', 'PPP1R15B', 'DOLPP1', 'RRAGA', 'TMED2', 'ATP5PO', 'VPS29', 'CREBBP', 'FOXO1', 'SLC25A51', 'LAMTOR3', 'CRLS1', 'ATP5MF', 'ATP5F1A', 'EIF1']",23,0,0,"['ATP5ME_Rest', 'PELO_Rest', 'ALG1_Rest', 'TET2_Rest', 'RPTOR_Rest', 'ADAT2_Rest', 'MIOS_Rest', 'MPI_Rest', 'PRELID1_Rest', 'PPP1R15B_Rest', 'DOLPP1_Rest', 'RRAGA_Rest', 'TMED2_Rest', 'ATP5PO_Rest', 'VPS29_Rest', 'CREBBP_Rest', 'FOXO1_Rest', 'SLC25A51_Rest', 'LAMTOR3_Rest', 'CRLS1_Rest', 'ATP5MF_Rest', 'ATP5F1A_Rest', 'EIF1_Rest']","F1F0-ATPase, mitochondrial","['ATP5F1A', 'ATP5PO', 'ATP5MF', 'ATP5ME']",0.173913043,2.94E-05,16,4,23,0.176210644,CL:11270,"['ATP5F1A', 'ATP5PO', 'ATP5MF', 'ATP5ME']",0.173913043,2.15E-06,9,4,23,0.009942862,Formation of ATP by chemiosmotic coupling,KEGG_OXIDATIVE_PHOSPHORYLATION,"['ATP5F1A', 'ATP5PO', 'ATP5MF', 'ATP5ME']",0.173913043,0.076526237,133,4,23,1,REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING,"['ATP5F1A', 'ATP5PO', 'ATP5MF', 'ATP5ME']",0.173913043,7.57E-05,20,4,23,0.179960316,0.21476976,0.116426118,0.14942736,0.056503927,across_condition
52,unknown,0.257228975,4,4,"['OXA1L', 'SSB', 'ALDH18A1', 'SLC7A11']",4,0,0,"['OXA1L_Rest', 'SSB_Rest', 'ALDH18A1_Rest', 'SLC7A11_Rest']",BCL6-HDAC4 complex,[],0,1,2,0,4,1,CL:39184,[],0,1,7,0,4,1,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",KEGG_ABC_TRANSPORTERS,[],0,1,44,0,4,1,REACTOME_2_LTR_CIRCLE_FORMATION,[],0,1,7,0,4,1,0.342971966,0.320333345,0.169974848,0.139676926,across_condition
53,unknown,0.140687233,4,4,"['NMT2', 'UNCX', 'SEC14L1', 'PCBP1']",0,4,0,"['NMT2_Stim8hr', 'UNCX_Stim8hr', 'SEC14L1_Stim8hr', 'PCBP1_Stim8hr']",BCL6-HDAC4 complex,[],0,1,2,0,4,1,CL:39184,[],0,1,7,0,4,1,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",KEGG_ABC_TRANSPORTERS,[],0,1,44,0,4,1,REACTOME_2_LTR_CIRCLE_FORMATION,[],0,1,7,0,4,1,0.091972969,0.187582978,0.063077173,0.053531724,Stim8hr
54,unknown,0.226228558,43,43,"['FEM1A', 'NRBP1', 'APOBEC3B', 'NUDT5', 'ARIH1', 'GLI1', 'CHMP1A', 'FKBP2', 'TRAK1', 'TEP1', 'NAA30', 'CD5', 'SEC24C', 'DOCK2', 'MVB12B', 'ARNT', 'LBH', 'SP100', 'STIP1', 'LOXL4', 'AHR', 'IST1', 'ARHGAP30', 'CASP3', 'ECI2', 'BRK1', 'LRP6', 'TMED4', 'CDC25B', 'CAP1', 'RIPK1', 'EPB41L3', 'HIP1R', 'NCKAP1L', 'ZBED1', 'CAB39', 'EZH2', 'DPF1', 'SRSF11', 'ABI3', 'RXRB', 'ECHS1', 'HOXB4']",0,43,0,"['FEM1A_Stim8hr', 'NRBP1_Stim8hr', 'APOBEC3B_Stim8hr', 'NUDT5_Stim8hr', 'ARIH1_Stim8hr', 'GLI1_Stim8hr', 'CHMP1A_Stim8hr', 'FKBP2_Stim8hr', 'TRAK1_Stim8hr', 'TEP1_Stim8hr', 'NAA30_Stim8hr', 'CD5_Stim8hr', 'SEC24C_Stim8hr', 'DOCK2_Stim8hr', 'MVB12B_Stim8hr', 'ARNT_Stim8hr', 'LBH_Stim8hr', 'SP100_Stim8hr', 'STIP1_Stim8hr', 'LOXL4_Stim8hr', 'AHR_Stim8hr', 'IST1_Stim8hr', 'ARHGAP30_Stim8hr', 'CASP3_Stim8hr', 'ECI2_Stim8hr', 'BRK1_Stim8hr', 'LRP6_Stim8hr', 'TMED4_Stim8hr', 'CDC25B_Stim8hr', 'CAP1_Stim8hr', 'RIPK1_Stim8hr', 'EPB41L3_Stim8hr', 'HIP1R_Stim8hr', 'NCKAP1L_Stim8hr', 'ZBED1_Stim8hr', 'CAB39_Stim8hr', 'EZH2_Stim8hr', 'DPF1_Stim8hr', 'SRSF11_Stim8hr', 'ABI3_Stim8hr', 'RXRB_Stim8hr', 'ECHS1_Stim8hr', 'HOXB4_Stim8hr']",AHR-ARNT complex,"['ARNT', 'AHR']",0.046511628,0.000522306,2,2,43,1,CL:17820,"['NCKAP1L', 'BRK1']",0.046511628,0.004996256,5,2,43,1,SCAR complex,KEGG_FATTY_ACID_METABOLISM,"['ECI2', 'ECHS1']",0.046511628,0.253180809,42,2,43,1,REACTOME_ARYL_HYDROCARBON_RECEPTOR_SIGNALLING,"['ARNT', 'AHR']",0.046511628,0.00738462,6,2,43,1,0.251395592,0.231614952,0.050932947,0.062277402,Rest_Stim8hr
55,unknown,0.068088172,5,3,"['SETD1B', 'ZC3H4', 'ACTB']",2,1,2,"['SETD1B_Stim8hr', 'SETD1B_Rest', 'SETD1B_Stim48hr', 'ZC3H4_Rest', 'ACTB_Stim48hr']",BCL6-HDAC4 complex,[],0,1,2,0,3,1,CL:39184,[],0,1,7,0,3,1,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",KEGG_ABC_TRANSPORTERS,[],0,1,44,0,3,1,REACTOME_2_LTR_CIRCLE_FORMATION,[],0,1,7,0,3,1,-0.000496304,-0.038964382,0.019475633,0.000698375,across_condition
56,CSDE1/STRAP complex,0.329317143,4,2,"['STRAP', 'CSDE1']",1,2,1,"['STRAP_Stim48hr', 'STRAP_Stim8hr', 'CSDE1_Stim8hr', 'STRAP_Rest']",BCL6-HDAC4 complex,[],0,1,2,0,2,1,CL:39184,[],0,1,7,0,2,1,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",KEGG_ABC_TRANSPORTERS,[],0,1,44,0,2,1,REACTOME_2_LTR_CIRCLE_FORMATION,[],0,1,7,0,2,1,0.628136842,0.504572974,0.397410831,0.364886346,across_condition
