postcomposition_id	descriptor_id	assertion_id	disorder_id	disorder_name	source_file	section	section_index	section_name	section_description	descriptor_path	descriptor_preferred_term	descriptor_term_id	descriptor_term_label	relation_type	relation_index	relation_path	predicate_preferred_term	predicate_term_id	predicate_term_label	value_preferred_term	value_term_id	value_term_label	value_literal	raw_json
199	1957	2031	89	Desmoplastic Small Round Cell Tumor	Desmoplastic_Small_Round_Cell_Tumor.yaml	treatments	0	Multi-Agent Chemotherapy	Intensive chemotherapy regimens such as P6 protocol (cyclophosphamide, doxorubicin, vincristine, ifosfamide, etoposide) are used. Response rates are variable and usually partial.	treatment_term	chemotherapy	MAXO:0000647	chemotherapy	therapeutic_agent	2	treatment_term.therapeutic_agent[2]	therapeutic_agent			vincristine	CHEBI:28445	vincristine		"{""preferred_term"": ""vincristine"", ""term"": {""id"": ""CHEBI:28445"", ""label"": ""vincristine""}}"
200	1957	2031	89	Desmoplastic Small Round Cell Tumor	Desmoplastic_Small_Round_Cell_Tumor.yaml	treatments	0	Multi-Agent Chemotherapy	Intensive chemotherapy regimens such as P6 protocol (cyclophosphamide, doxorubicin, vincristine, ifosfamide, etoposide) are used. Response rates are variable and usually partial.	treatment_term	chemotherapy	MAXO:0000647	chemotherapy	therapeutic_agent	3	treatment_term.therapeutic_agent[3]	therapeutic_agent			ifosfamide	CHEBI:5864	ifosfamide		"{""preferred_term"": ""ifosfamide"", ""term"": {""id"": ""CHEBI:5864"", ""label"": ""ifosfamide""}}"
201	1957	2031	89	Desmoplastic Small Round Cell Tumor	Desmoplastic_Small_Round_Cell_Tumor.yaml	treatments	0	Multi-Agent Chemotherapy	Intensive chemotherapy regimens such as P6 protocol (cyclophosphamide, doxorubicin, vincristine, ifosfamide, etoposide) are used. Response rates are variable and usually partial.	treatment_term	chemotherapy	MAXO:0000647	chemotherapy	therapeutic_agent	4	treatment_term.therapeutic_agent[4]	therapeutic_agent			etoposide	CHEBI:4911	etoposide		"{""preferred_term"": ""etoposide"", ""term"": {""id"": ""CHEBI:4911"", ""label"": ""etoposide""}}"
205	1992	2073	91	Diffuse Large B-Cell Lymphoma	Diffuse_Large_B_Cell_Lymphoma.yaml	treatments	0	R-CHOP Immunochemotherapy	Rituximab (anti-CD20), cyclophosphamide, doxorubicin, vincristine, and prednisone is the standard frontline regimen. Six cycles cure approximately 60% of patients overall, with better outcomes in GCB subtype and localized disease.	treatment_term	chemotherapy	MAXO:0000647	chemotherapy	therapeutic_agent	0	treatment_term.therapeutic_agent[0]	therapeutic_agent			cyclophosphamide	CHEBI:4027	cyclophosphamide		"{""preferred_term"": ""cyclophosphamide"", ""term"": {""id"": ""CHEBI:4027"", ""label"": ""cyclophosphamide""}}"
206	1992	2073	91	Diffuse Large B-Cell Lymphoma	Diffuse_Large_B_Cell_Lymphoma.yaml	treatments	0	R-CHOP Immunochemotherapy	Rituximab (anti-CD20), cyclophosphamide, doxorubicin, vincristine, and prednisone is the standard frontline regimen. Six cycles cure approximately 60% of patients overall, with better outcomes in GCB subtype and localized disease.	treatment_term	chemotherapy	MAXO:0000647	chemotherapy	therapeutic_agent	1	treatment_term.therapeutic_agent[1]	therapeutic_agent			doxorubicin	CHEBI:28748	doxorubicin		"{""preferred_term"": ""doxorubicin"", ""term"": {""id"": ""CHEBI:28748"", ""label"": ""doxorubicin""}}"
207	1992	2073	91	Diffuse Large B-Cell Lymphoma	Diffuse_Large_B_Cell_Lymphoma.yaml	treatments	0	R-CHOP Immunochemotherapy	Rituximab (anti-CD20), cyclophosphamide, doxorubicin, vincristine, and prednisone is the standard frontline regimen. Six cycles cure approximately 60% of patients overall, with better outcomes in GCB subtype and localized disease.	treatment_term	chemotherapy	MAXO:0000647	chemotherapy	therapeutic_agent	2	treatment_term.therapeutic_agent[2]	therapeutic_agent			vincristine	CHEBI:28445	vincristine		"{""preferred_term"": ""vincristine"", ""term"": {""id"": ""CHEBI:28445"", ""label"": ""vincristine""}}"
208	1992	2073	91	Diffuse Large B-Cell Lymphoma	Diffuse_Large_B_Cell_Lymphoma.yaml	treatments	0	R-CHOP Immunochemotherapy	Rituximab (anti-CD20), cyclophosphamide, doxorubicin, vincristine, and prednisone is the standard frontline regimen. Six cycles cure approximately 60% of patients overall, with better outcomes in GCB subtype and localized disease.	treatment_term	chemotherapy	MAXO:0000647	chemotherapy	therapeutic_agent	3	treatment_term.therapeutic_agent[3]	therapeutic_agent			prednisone	CHEBI:8382	prednisone		"{""preferred_term"": ""prednisone"", ""term"": {""id"": ""CHEBI:8382"", ""label"": ""prednisone""}}"
225	2220	2355	103	Embryonal Rhabdomyosarcoma	Embryonal_Rhabdomyosarcoma.yaml	treatments	0	Multi-Agent Chemotherapy	Standard chemotherapy includes vincristine, actinomycin D, and cyclophosphamide (VAC). Treatment intensity is risk-stratified based on stage, site, and resectability. Low-risk patients may receive less intensive therapy.	treatment_term	chemotherapy	MAXO:0000647	chemotherapy	therapeutic_agent	0	treatment_term.therapeutic_agent[0]	therapeutic_agent			vincristine	CHEBI:28445	vincristine		"{""preferred_term"": ""vincristine"", ""term"": {""id"": ""CHEBI:28445"", ""label"": ""vincristine""}}"
226	2220	2355	103	Embryonal Rhabdomyosarcoma	Embryonal_Rhabdomyosarcoma.yaml	treatments	0	Multi-Agent Chemotherapy	Standard chemotherapy includes vincristine, actinomycin D, and cyclophosphamide (VAC). Treatment intensity is risk-stratified based on stage, site, and resectability. Low-risk patients may receive less intensive therapy.	treatment_term	chemotherapy	MAXO:0000647	chemotherapy	therapeutic_agent	1	treatment_term.therapeutic_agent[1]	therapeutic_agent			actinomycin D	CHEBI:27666	actinomycin D		"{""preferred_term"": ""actinomycin D"", ""term"": {""id"": ""CHEBI:27666"", ""label"": ""actinomycin D""}}"
227	2220	2355	103	Embryonal Rhabdomyosarcoma	Embryonal_Rhabdomyosarcoma.yaml	treatments	0	Multi-Agent Chemotherapy	Standard chemotherapy includes vincristine, actinomycin D, and cyclophosphamide (VAC). Treatment intensity is risk-stratified based on stage, site, and resectability. Low-risk patients may receive less intensive therapy.	treatment_term	chemotherapy	MAXO:0000647	chemotherapy	therapeutic_agent	2	treatment_term.therapeutic_agent[2]	therapeutic_agent			cyclophosphamide	CHEBI:4026	cyclophosphamide		"{""preferred_term"": ""cyclophosphamide"", ""term"": {""id"": ""CHEBI:4026"", ""label"": ""cyclophosphamide""}}"
231	2285	2462	107	Essential Thrombocythemia	Essential_Thrombocythemia.yaml	treatments	1	Hydroxyurea	First-line cytoreductive therapy for high-risk ET patients (age >60 years or prior thrombosis) and intermediate-risk patients with cardiovascular risk factors. Well-tolerated and effective at reducing platelet count.	treatment_term	pharmacotherapy	MAXO:0000058	pharmacotherapy	therapeutic_agent	0	treatment_term.therapeutic_agent[0]	therapeutic_agent			hydroxyurea	CHEBI:44423	hydroxyurea		"{""preferred_term"": ""hydroxyurea"", ""term"": {""id"": ""CHEBI:44423"", ""label"": ""hydroxyurea""}}"
232	2287	2463	107	Essential Thrombocythemia	Essential_Thrombocythemia.yaml	treatments	2	Anagrelide	Selective platelet-lowering agent that inhibits megakaryocyte maturation. Second-line option or used when hydroxyurea is contraindicated. May increase arterial thrombosis and fibrotic transformation risk compared to hydroxyurea.	treatment_term	pharmacotherapy	MAXO:0000058	pharmacotherapy	therapeutic_agent	0	treatment_term.therapeutic_agent[0]	therapeutic_agent			anagrelide	CHEBI:142290	anagrelide		"{""preferred_term"": ""anagrelide"", ""term"": {""id"": ""CHEBI:142290"", ""label"": ""anagrelide""}}"
236	2301	2478	108	Ewing Sarcoma	Ewing_Sarcoma.yaml	treatments	0	Neoadjuvant Chemotherapy	Intensive multi-agent chemotherapy (vincristine, doxorubicin, cyclophosphamide alternating with ifosfamide/etoposide - VDC/IE) is standard. Neoadjuvant chemotherapy shrinks tumors before local control.	treatment_term	chemotherapy	MAXO:0000647	chemotherapy	therapeutic_agent	0	treatment_term.therapeutic_agent[0]	therapeutic_agent			vincristine	CHEBI:27375	vincristine		"{""preferred_term"": ""vincristine"", ""term"": {""id"": ""CHEBI:27375"", ""label"": ""vincristine""}}"
237	2301	2478	108	Ewing Sarcoma	Ewing_Sarcoma.yaml	treatments	0	Neoadjuvant Chemotherapy	Intensive multi-agent chemotherapy (vincristine, doxorubicin, cyclophosphamide alternating with ifosfamide/etoposide - VDC/IE) is standard. Neoadjuvant chemotherapy shrinks tumors before local control.	treatment_term	chemotherapy	MAXO:0000647	chemotherapy	therapeutic_agent	1	treatment_term.therapeutic_agent[1]	therapeutic_agent			doxorubicin	CHEBI:28748	doxorubicin		"{""preferred_term"": ""doxorubicin"", ""term"": {""id"": ""CHEBI:28748"", ""label"": ""doxorubicin""}}"
238	2301	2478	108	Ewing Sarcoma	Ewing_Sarcoma.yaml	treatments	0	Neoadjuvant Chemotherapy	Intensive multi-agent chemotherapy (vincristine, doxorubicin, cyclophosphamide alternating with ifosfamide/etoposide - VDC/IE) is standard. Neoadjuvant chemotherapy shrinks tumors before local control.	treatment_term	chemotherapy	MAXO:0000647	chemotherapy	therapeutic_agent	2	treatment_term.therapeutic_agent[2]	therapeutic_agent			cyclophosphamide	CHEBI:4026	cyclophosphamide		"{""preferred_term"": ""cyclophosphamide"", ""term"": {""id"": ""CHEBI:4026"", ""label"": ""cyclophosphamide""}}"
239	2301	2478	108	Ewing Sarcoma	Ewing_Sarcoma.yaml	treatments	0	Neoadjuvant Chemotherapy	Intensive multi-agent chemotherapy (vincristine, doxorubicin, cyclophosphamide alternating with ifosfamide/etoposide - VDC/IE) is standard. Neoadjuvant chemotherapy shrinks tumors before local control.	treatment_term	chemotherapy	MAXO:0000647	chemotherapy	therapeutic_agent	3	treatment_term.therapeutic_agent[3]	therapeutic_agent			ifosfamide	CHEBI:5864	ifosfamide		"{""preferred_term"": ""ifosfamide"", ""term"": {""id"": ""CHEBI:5864"", ""label"": ""ifosfamide""}}"
240	2301	2478	108	Ewing Sarcoma	Ewing_Sarcoma.yaml	treatments	0	Neoadjuvant Chemotherapy	Intensive multi-agent chemotherapy (vincristine, doxorubicin, cyclophosphamide alternating with ifosfamide/etoposide - VDC/IE) is standard. Neoadjuvant chemotherapy shrinks tumors before local control.	treatment_term	chemotherapy	MAXO:0000647	chemotherapy	therapeutic_agent	4	treatment_term.therapeutic_agent[4]	therapeutic_agent			etoposide	CHEBI:4911	etoposide		"{""preferred_term"": ""etoposide"", ""term"": {""id"": ""CHEBI:4911"", ""label"": ""etoposide""}}"
253	2375	2565	112	Acute Myeloid Leukemia, FLT3-Mutated	FLT3_Mutant_AML.yaml	treatments	0	Midostaurin	First-generation multi-kinase inhibitor with FLT3 activity approved in combination with standard chemotherapy (7+3) for newly diagnosed FLT3-mutated AML. Addition of midostaurin to induction and consolidation significantly improves overall survival.	treatment_term	pharmacotherapy	MAXO:0000058	pharmacotherapy	therapeutic_agent	0	treatment_term.therapeutic_agent[0]	therapeutic_agent			midostaurin	CHEBI:63452	midostaurin		"{""preferred_term"": ""midostaurin"", ""term"": {""id"": ""CHEBI:63452"", ""label"": ""midostaurin""}}"
254	2377	2566	112	Acute Myeloid Leukemia, FLT3-Mutated	FLT3_Mutant_AML.yaml	treatments	1	Gilteritinib	Second-generation selective FLT3 inhibitor approved for relapsed/refractory FLT3-mutated AML. More potent and selective than midostaurin with activity against both ITD and TKD mutations, including some resistance mutations.	treatment_term	pharmacotherapy	MAXO:0000058	pharmacotherapy	therapeutic_agent	0	treatment_term.therapeutic_agent[0]	therapeutic_agent			gilteritinib	CHEBI:145372	gilteritinib		"{""preferred_term"": ""gilteritinib"", ""term"": {""id"": ""CHEBI:145372"", ""label"": ""gilteritinib""}}"
269	2832	3015	126	Gastrointestinal Stromal Tumor	Gastrointestinal_Stromal_Tumor.yaml	treatments	0	Imatinib	First-line treatment for unresectable or metastatic GIST. Targets KIT and PDGFRA kinases. Standard dose is 400 mg daily, but exon 9 KIT mutations require 800 mg. Dramatically transformed outcomes for advanced GIST patients.	treatment_term	pharmacotherapy	MAXO:0000058	pharmacotherapy	therapeutic_agent	0	treatment_term.therapeutic_agent[0]	therapeutic_agent			imatinib	CHEBI:45783	imatinib		"{""preferred_term"": ""imatinib"", ""term"": {""id"": ""CHEBI:45783"", ""label"": ""imatinib""}}"
270	2834	3016	126	Gastrointestinal Stromal Tumor	Gastrointestinal_Stromal_Tumor.yaml	treatments	1	Sunitinib	Second-line treatment after imatinib failure or intolerance. Multi-kinase inhibitor targeting KIT, PDGFRA, and VEGFR. Active against some imatinib-resistant secondary mutations.	treatment_term	pharmacotherapy	MAXO:0000058	pharmacotherapy	therapeutic_agent	0	treatment_term.therapeutic_agent[0]	therapeutic_agent			sunitinib	CHEBI:38940	sunitinib		"{""preferred_term"": ""sunitinib"", ""term"": {""id"": ""CHEBI:38940"", ""label"": ""sunitinib""}}"
283	2954	3197	133	Gorlin Syndrome	Gorlin_Syndrome.yaml	treatments	1	Vismodegib	Hedgehog pathway inhibitor approved for locally advanced BCC. Can reduce tumor burden in patients with multiple BCCs, but side effects (muscle spasms, dysgeusia, alopecia) limit long-term use. Tumors may regrow after discontinuation.	treatment_term	pharmacotherapy	MAXO:0000058	pharmacotherapy	therapeutic_agent	0	treatment_term.therapeutic_agent[0]	therapeutic_agent			vismodegib	CHEBI:66903	vismodegib		"{""preferred_term"": ""vismodegib"", ""term"": {""id"": ""CHEBI:66903"", ""label"": ""vismodegib""}}"
298	3095	3375	141	HER2-Positive Colorectal Cancer	HER2_Positive_Colorectal_Cancer.yaml	treatments	0	Trastuzumab plus Lapatinib	Dual HER2 blockade with trastuzumab (anti-HER2 antibody) and lapatinib (HER1/HER2 TKI). HERACLES trial demonstrated 30% objective response rate in chemotherapy-refractory, HER2-positive, RAS wild-type metastatic CRC.	treatment_term	pharmacotherapy	MAXO:0000058	pharmacotherapy	therapeutic_agent	0	treatment_term.therapeutic_agent[0]	therapeutic_agent			trastuzumab	CHEBI:231601	trastuzumab		"{""preferred_term"": ""trastuzumab"", ""term"": {""id"": ""CHEBI:231601"", ""label"": ""trastuzumab""}}"
299	3097	3376	141	HER2-Positive Colorectal Cancer	HER2_Positive_Colorectal_Cancer.yaml	treatments	1	Trastuzumab plus Pertuzumab	Dual HER2 antibody blockade with trastuzumab and pertuzumab, which block different HER2 epitopes and prevent HER2/HER3 heterodimerization. MyPathway basket trial showed activity in HER2-amplified CRC.	treatment_term	pharmacotherapy	MAXO:0000058	pharmacotherapy	therapeutic_agent	0	treatment_term.therapeutic_agent[0]	therapeutic_agent			trastuzumab	CHEBI:231601	trastuzumab		"{""preferred_term"": ""trastuzumab"", ""term"": {""id"": ""CHEBI:231601"", ""label"": ""trastuzumab""}}"
300	3100	3378	141	HER2-Positive Colorectal Cancer	HER2_Positive_Colorectal_Cancer.yaml	treatments	3	Tucatinib plus Trastuzumab	Combination of HER2-selective TKI tucatinib with trastuzumab. MOUNTAINEER trial demonstrated significant activity in HER2-positive metastatic CRC, leading to FDA accelerated approval.	treatment_term	pharmacotherapy	MAXO:0000058	pharmacotherapy	therapeutic_agent	0	treatment_term.therapeutic_agent[0]	therapeutic_agent			trastuzumab	CHEBI:231601	trastuzumab		"{""preferred_term"": ""trastuzumab"", ""term"": {""id"": ""CHEBI:231601"", ""label"": ""trastuzumab""}}"
305	3117	3397	142	HER2-Positive Gastric Cancer	HER2_Positive_Gastric_Cancer.yaml	treatments	0	Trastuzumab plus Chemotherapy	First-line standard of care for HER2-positive metastatic gastric cancer. ToGA trial demonstrated improved overall survival with trastuzumab added to cisplatin/fluoropyrimidine chemotherapy. Remains backbone of first-line treatment.	treatment_term	pharmacotherapy	MAXO:0000058	pharmacotherapy	therapeutic_agent	0	treatment_term.therapeutic_agent[0]	therapeutic_agent			trastuzumab	CHEBI:231601	trastuzumab		"{""preferred_term"": ""trastuzumab"", ""term"": {""id"": ""CHEBI:231601"", ""label"": ""trastuzumab""}}"
306	3120	3399	142	HER2-Positive Gastric Cancer	HER2_Positive_Gastric_Cancer.yaml	treatments	2	Trastuzumab plus Pembrolizumab plus Chemotherapy	Combination of HER2-targeted therapy with PD-1 inhibition and chemotherapy. KEYNOTE-811 showed improved response rates with the addition of pembrolizumab to trastuzumab and chemotherapy in first-line HER2-positive gastric cancer.	treatment_term	pharmacotherapy	MAXO:0000058	pharmacotherapy	therapeutic_agent	0	treatment_term.therapeutic_agent[0]	therapeutic_agent			trastuzumab	CHEBI:231601	trastuzumab		"{""preferred_term"": ""trastuzumab"", ""term"": {""id"": ""CHEBI:231601"", ""label"": ""trastuzumab""}}"
312	3169	3451	144	HPV-Negative Head and Neck Cancer	HPV_Negative_Head_and_Neck_Cancer.yaml	treatments	1	Definitive Chemoradiation	Concurrent cisplatin-based chemotherapy with radiation therapy is standard for locally advanced laryngeal, hypopharyngeal, and oropharyngeal cancers where organ preservation is desired.	treatment_term	radiation therapy	MAXO:0000014	radiation therapy	therapeutic_agent	0	treatment_term.therapeutic_agent[0]	therapeutic_agent			cisplatin	CHEBI:27899	cisplatin		"{""preferred_term"": ""cisplatin"", ""term"": {""id"": ""CHEBI:27899"", ""label"": ""cisplatin""}}"
318	3189	3473	145	HPV-Positive Head and Neck Cancer	HPV_Positive_Head_and_Neck_Cancer.yaml	treatments	0	Definitive Chemoradiation	Concurrent cisplatin-based chemotherapy with intensity-modulated radiation therapy (IMRT) is standard treatment for most HPV-positive oropharyngeal cancers. The excellent prognosis has led to de-escalation trials aiming to reduce long-term treatment toxicity.	treatment_term	radiation therapy	MAXO:0000014	radiation therapy	therapeutic_agent	0	treatment_term.therapeutic_agent[0]	therapeutic_agent			cisplatin	CHEBI:27899	cisplatin		"{""preferred_term"": ""cisplatin"", ""term"": {""id"": ""CHEBI:27899"", ""label"": ""cisplatin""}}"
329	3325	3694	154	Hereditary Breast and Ovarian Cancer Syndrome	Hereditary_Breast_and_Ovarian_Cancer_Syndrome.yaml	treatments	2	PARP Inhibitors	PARP inhibitors (olaparib, rucaparib, niraparib, talazoparib) exploit synthetic lethality in BRCA-deficient tumors. PARP inhibition blocks single-strand break repair, causing double-strand breaks that cannot be repaired in HR-deficient cells. Approved for breast, ovarian, pancreatic, and prostate cancers with BRCA mutations.	treatment_term	pharmacotherapy	MAXO:0000058	pharmacotherapy	therapeutic_agent	0	treatment_term.therapeutic_agent[0]	therapeutic_agent			olaparib	CHEBI:83766	olaparib		"{""preferred_term"": ""olaparib"", ""term"": {""id"": ""CHEBI:83766"", ""label"": ""olaparib""}}"
340	3556	3921	164	Acute Myeloid Leukemia, IDH-Mutated	IDH_Mutant_AML.yaml	treatments	0	Ivosidenib	Selective IDH1 inhibitor approved for newly diagnosed and relapsed/refractory IDH1-mutated AML. Induces differentiation of leukemic blasts by reducing 2-HG levels. Can be used as monotherapy or combined with azacitidine. Differentiation syndrome is a manageable toxicity.	treatment_term	pharmacotherapy	MAXO:0000058	pharmacotherapy	therapeutic_agent	0	treatment_term.therapeutic_agent[0]	therapeutic_agent			ivosidenib	CHEBI:145430	ivosidenib		"{""preferred_term"": ""ivosidenib"", ""term"": {""id"": ""CHEBI:145430"", ""label"": ""ivosidenib""}}"
341	3558	3922	164	Acute Myeloid Leukemia, IDH-Mutated	IDH_Mutant_AML.yaml	treatments	1	Enasidenib	Selective IDH2 inhibitor approved for relapsed/refractory IDH2-mutated AML. Induces differentiation by suppressing 2-HG production. Effective in patients who have failed multiple prior therapies. Differentiation syndrome requires monitoring.	treatment_term	pharmacotherapy	MAXO:0000058	pharmacotherapy	therapeutic_agent	0	treatment_term.therapeutic_agent[0]	therapeutic_agent			enasidenib	CHEBI:145374	enasidenib		"{""preferred_term"": ""enasidenib"", ""term"": {""id"": ""CHEBI:145374"", ""label"": ""enasidenib""}}"
342	3560	3923	164	Acute Myeloid Leukemia, IDH-Mutated	IDH_Mutant_AML.yaml	treatments	2	Venetoclax plus Azacitidine	BCL2 inhibitor venetoclax with hypomethylating agent is effective in IDH-mutated AML, which is particularly sensitive to this combination. IDH mutations may predict enhanced venetoclax sensitivity.	treatment_term	pharmacotherapy	MAXO:0000058	pharmacotherapy	therapeutic_agent	0	treatment_term.therapeutic_agent[0]	therapeutic_agent			venetoclax	CHEBI:133021	venetoclax		"{""preferred_term"": ""venetoclax"", ""term"": {""id"": ""CHEBI:133021"", ""label"": ""venetoclax""}}"
361	3698	4121	174	KIT Mutant Melanoma	KIT_Mutant_Melanoma.yaml	treatments	0	Imatinib	Tyrosine kinase inhibitor with activity against KIT, ABL, and PDGFR. Shows clinical benefit in KIT-mutant melanoma, particularly for exon 11 and 13 mutations. Response rates of approximately 20-30% with meaningful disease stabilization in additional patients.	treatment_term	pharmacotherapy	MAXO:0000058	pharmacotherapy	therapeutic_agent	0	treatment_term.therapeutic_agent[0]	therapeutic_agent			imatinib	CHEBI:45783	imatinib		"{""preferred_term"": ""imatinib"", ""term"": {""id"": ""CHEBI:45783"", ""label"": ""imatinib""}}"
373	3735	4167	176	Kaposi Sarcoma	Kaposi_Sarcoma.yaml	treatments	1	Chemotherapy	For advanced or rapidly progressive disease, liposomal doxorubicin or paclitaxel are first-line systemic chemotherapies. Reserved for patients with visceral involvement or disease not controlled by ART.	treatment_term	chemotherapy	MAXO:0000647	chemotherapy	therapeutic_agent	0	treatment_term.therapeutic_agent[0]	therapeutic_agent			doxorubicin	CHEBI:28748	doxorubicin		"{""preferred_term"": ""doxorubicin"", ""term"": {""id"": ""CHEBI:28748"", ""label"": ""doxorubicin""}}"
374	3735	4167	176	Kaposi Sarcoma	Kaposi_Sarcoma.yaml	treatments	1	Chemotherapy	For advanced or rapidly progressive disease, liposomal doxorubicin or paclitaxel are first-line systemic chemotherapies. Reserved for patients with visceral involvement or disease not controlled by ART.	treatment_term	chemotherapy	MAXO:0000647	chemotherapy	therapeutic_agent	1	treatment_term.therapeutic_agent[1]	therapeutic_agent			paclitaxel	CHEBI:45863	paclitaxel		"{""preferred_term"": ""paclitaxel"", ""term"": {""id"": ""CHEBI:45863"", ""label"": ""paclitaxel""}}"
381	3915	4356	182	Laryngotracheoesophageal Cleft	Laryngotracheoesophageal_Cleft.yaml	treatments	0	Endoscopic laser repair (type 1)	Endoscopic laser repair used for type 1 laryngeal clefts.	treatment_term	laser surgical procedure	MAXO:0001578	laser surgical procedure	qualifier	0	treatment_term.qualifiers[0]	surgical procedure	NCIT:C15329	Surgical Procedure	laser surgery	NCIT:C15268	Laser Surgery		"{""predicate"": {""preferred_term"": ""surgical procedure"", ""term"": {""id"": ""NCIT:C15329"", ""label"": ""Surgical Procedure""}}, ""value"": {""preferred_term"": ""laser surgery"", ""term"": {""id"": ""NCIT:C15268"", ""label"": ""Laser Surgery""}}}"
382	3918	4357	182	Laryngotracheoesophageal Cleft	Laryngotracheoesophageal_Cleft.yaml	treatments	1	Endoscopic CO2 laser repair (type 3)	Staged endoscopic CO2 laser-assisted repair for type 3 clefts.	treatment_term	laser surgical procedure	MAXO:0001578	laser surgical procedure	qualifier	0	treatment_term.qualifiers[0]	surgical procedure	NCIT:C15329	Surgical Procedure	laser surgery	NCIT:C15268	Laser Surgery		"{""predicate"": {""preferred_term"": ""surgical procedure"", ""term"": {""id"": ""NCIT:C15329"", ""label"": ""Surgical Procedure""}}, ""value"": {""preferred_term"": ""laser surgery"", ""term"": {""id"": ""NCIT:C15268"", ""label"": ""Laser Surgery""}}}"
383	3918	4357	182	Laryngotracheoesophageal Cleft	Laryngotracheoesophageal_Cleft.yaml	treatments	1	Endoscopic CO2 laser repair (type 3)	Staged endoscopic CO2 laser-assisted repair for type 3 clefts.	treatment_term	laser surgical procedure	MAXO:0001578	laser surgical procedure	qualifier	1	treatment_term.qualifiers[1]	therapeutic agent	NCIT:C2259	Therapeutic Agent	carbon dioxide	NCIT:C65288	Carbon Dioxide		"{""predicate"": {""preferred_term"": ""therapeutic agent"", ""term"": {""id"": ""NCIT:C2259"", ""label"": ""Therapeutic Agent""}}, ""value"": {""preferred_term"": ""carbon dioxide"", ""term"": {""id"": ""NCIT:C65288"", ""label"": ""Carbon Dioxide""}}}"
384	3923	4358	182	Laryngotracheoesophageal Cleft	Laryngotracheoesophageal_Cleft.yaml	treatments	2	Injection laryngoplasty	Injection laryngoplasty used as a diagnostic or temporizing intervention in laryngeal cleft.	treatment_term	surgical procedure	MAXO:0000004	surgical procedure	qualifier	0	treatment_term.qualifiers[0]	therapeutic agent	NCIT:C2259	Therapeutic Agent	hyaluronic acid	CHEBI:16336	hyaluronic acid		"{""predicate"": {""preferred_term"": ""therapeutic agent"", ""term"": {""id"": ""NCIT:C2259"", ""label"": ""Therapeutic Agent""}}, ""value"": {""preferred_term"": ""hyaluronic acid"", ""term"": {""id"": ""CHEBI:16336"", ""label"": ""hyaluronic acid""}}}"
385	3926	4359	182	Laryngotracheoesophageal Cleft	Laryngotracheoesophageal_Cleft.yaml	treatments	3	Surgical repair of laryngeal cleft	Operative repair of laryngeal cleft improves aspiration symptoms.	treatment_term	surgical procedure	MAXO:0000004	surgical procedure	qualifier	0	treatment_term.qualifiers[0]	surgical procedure	NCIT:C15329	Surgical Procedure	endoscopic procedure	NCIT:C16546	Endoscopic Procedure		"{""predicate"": {""preferred_term"": ""surgical procedure"", ""term"": {""id"": ""NCIT:C15329"", ""label"": ""Surgical Procedure""}}, ""value"": {""preferred_term"": ""endoscopic procedure"", ""term"": {""id"": ""NCIT:C16546"", ""label"": ""Endoscopic Procedure""}}}"
393	4055	4505	189	Ludwig's Angina	Ludwigs_Angina.yaml	treatments	0	Airway Protection (Tracheostomy or Secured Airway)	Early airway control including elective tracheostomy when obstruction risk is high.	treatment_term	surgical procedure	MAXO:0000004	surgical procedure	qualifier	0	treatment_term.qualifiers[0]	therapeutic procedure	NCIT:C49236	Therapeutic Procedure	tracheostomy	NCIT:C50458	Tracheostomy		"{""predicate"": {""preferred_term"": ""therapeutic procedure"", ""term"": {""id"": ""NCIT:C49236"", ""label"": ""Therapeutic Procedure""}}, ""value"": {""preferred_term"": ""tracheostomy"", ""term"": {""id"": ""NCIT:C50458"", ""label"": ""Tracheostomy""}}}"
394	4058	4506	189	Ludwig's Angina	Ludwigs_Angina.yaml	treatments	1	Broad-Spectrum Intravenous Antibiotics	Empiric IV antibiotics targeting polymicrobial oral flora.	treatment_term	pharmacotherapy	MAXO:0000058	pharmacotherapy	qualifier	0	treatment_term.qualifiers[0]	therapeutic agent	NCIT:C2259	Therapeutic Agent	broad spectrum antibiotic	NCIT:C2883	Broad Spectrum Antibiotic		"{""predicate"": {""preferred_term"": ""therapeutic agent"", ""term"": {""id"": ""NCIT:C2259"", ""label"": ""Therapeutic Agent""}}, ""value"": {""preferred_term"": ""broad spectrum antibiotic"", ""term"": {""id"": ""NCIT:C2883"", ""label"": ""Broad Spectrum Antibiotic""}}}"
395	4061	4507	189	Ludwig's Angina	Ludwigs_Angina.yaml	treatments	2	Surgical Drainage and Odontogenic Source Control	Drain involved spaces and extract offending tooth to halt infection spread.	treatment_term	surgical procedure	MAXO:0000004	surgical procedure	qualifier	0	treatment_term.qualifiers[0]	therapeutic procedure	NCIT:C49236	Therapeutic Procedure	drainage procedure	NCIT:C15286	Drainage Procedure		"{""predicate"": {""preferred_term"": ""therapeutic procedure"", ""term"": {""id"": ""NCIT:C49236"", ""label"": ""Therapeutic Procedure""}}, ""value"": {""preferred_term"": ""drainage procedure"", ""term"": {""id"": ""NCIT:C15286"", ""label"": ""Drainage Procedure""}}}"
