cluster,disease,gene_set,odds_ratio,ci_low,ci_high,p_value,p_adj_fdr,cluster_size,in_cluster_in_disease,in_cluster_not_disease,not_cluster_in_disease,not_cluster_not_disease,intersecting_genes,negative_control_disease
10,rheumatoid arthritis,downstream_Stim48hr,1.1292842873886435,0.49391486354729186,2.278391054150891,0.4195704739922853,0.9251243071738338,100,9.0,91.0,234.0,2672.0,"['PXK', 'IKZF3', 'KIF21B', 'ETS1', 'CD2', 'PREX1', 'TSPAN3', 'HDAC7', 'ORMDL3']",False
10,systemic lupus erythematosus,downstream_Stim48hr,1.0298570452115807,0.2702657216032686,2.798533227199644,0.5517072243761576,0.9251243071738338,100,4.0,96.0,113.0,2793.0,"['ETS1', 'GPD2', 'PXK', 'IKZF3']",False
10,type 1 diabetes mellitus,downstream_Stim48hr,1.2065332707218077,0.31576948881024963,3.2927308486457783,0.43543562416429793,0.9251243071738338,100,4.0,96.0,97.0,2809.0,"['CELF2', 'SLC38A1', 'SLC1A5', 'ORMDL3']",False
10,celiac disease,downstream_Stim48hr,1.5737138653003655,0.3096511585341205,4.980271003693005,0.3128398005090315,0.9251243071738338,100,3.0,97.0,56.0,2850.0,"['CELF2', 'HHLA2', 'ETS1']",False
10,chronic kidney disease,downstream_Stim48hr,1.0778255573995839,0.12550530225525866,4.192417811766614,0.562146511895432,0.9251243071738338,100,2.0,98.0,54.0,2852.0,"['PDE4D', 'SLC7A5']",True
10,multiple sclerosis,downstream_Stim48hr,1.1938015016008843,0.31249863452821636,3.2569774657515502,0.44298383581144635,0.9251243071738338,100,4.0,96.0,98.0,2808.0,"['EXTL2', 'ETS1', 'MAT2B', 'IFI30']",False
10,Crohn's disease,downstream_Stim8hr,1.6262970424581467,0.5705787458274166,3.7801111854164113,0.18469799120871408,0.9292366998105188,100,6.0,94.0,120.0,3058.0,"['DUSP22', 'RBM17', 'STAT4', 'TUFM', 'ETS1', 'MUC1']",False
10,systemic lupus erythematosus,downstream_Stim8hr,1.2339213975562549,0.3850945890621742,3.057498639287086,0.3949627960370314,0.9292366998105188,100,5.0,95.0,130.0,3048.0,"['DUSP22', 'STAT4', 'ETS1', 'GPD2', 'C1orf174']",False
10,multiple sclerosis,downstream_Stim8hr,1.1620643165455573,0.30484160180475756,3.159750687594051,0.4618894649639894,0.9292366998105188,100,4.0,96.0,110.0,3068.0,"['STAT4', 'CD109', 'RBM17', 'ETS1']",False
10,inflammatory bowel disease,downstream_Stim8hr,1.093986007016156,0.4530377645607379,2.2846028890702854,0.4609597687242257,0.9292366998105188,100,8.0,92.0,234.0,2944.0,"['TRANK1', 'DUSP22', 'RBM17', 'STAT4', 'TUFM', 'ETS1', 'MUC1', 'C8orf33']",False
10,coronary artery disease,downstream_Stim8hr,1.0839812936283804,0.44893709695451867,2.2634199708726817,0.470451112372145,0.9292366998105188,100,8.0,92.0,236.0,2942.0,"['ANKRD13B', 'TOMM40', 'BCAP29', 'PEMT', 'DDX56', 'SPPL2A', 'CD109', 'UBE2Z']",True
10,celiac disease,downstream_Stim8hr,1.2766282402076536,0.1483701208903552,4.983879987606416,0.4750592731967717,0.9292366998105188,100,2.0,98.0,50.0,3128.0,"['ETS1', 'STAT4']",False
10,atopic eczema,downstream_Stim8hr,1.3668714075549433,0.3575344796499492,3.733587719713763,0.35023139727565794,0.9292366998105188,100,4.0,96.0,94.0,3084.0,"['PEMT', 'DUSP22', 'RBM17', 'ETS1']",False
10,asthma,downstream_Stim8hr,1.0692269245813488,0.4130155889594953,2.3324410892231913,0.49194884107615705,0.9292366998105188,100,7.0,93.0,209.0,2969.0,"['RBM17', 'TOMM40', 'STAT4', 'CREG1', 'ETS1', 'GPD2', 'C1orf174']",False
10,Hashimoto's thyroiditis,downstream_Stim8hr,1.2131543889117682,0.24072422409845737,3.784548661699458,0.46012088906534904,0.9292366998105188,100,3.0,97.0,79.0,3099.0,"['STAT4', 'WDR41', 'RBM17']",False
76,inflammatory bowel disease,regulators,0.6244181170383822,0.16339640740557218,1.70468533543799,0.8753057073895802,0.930012314101429,78,4.0,74.0,142.0,1640.0,"['RASGRP1', 'NKX2-3', 'PPCDC', 'SCAP']",False
50,type 1 diabetes mellitus,downstream_Rest,1.0354970540358812,0.20556059075007288,3.227947329392515,0.5615524086818399,0.9318329013540912,100,3.0,97.0,81.0,2712.0,"['FADS2', 'FADS1', 'M6PR']",False
50,inflammatory bowel disease,downstream_Rest,0.955416929725771,0.3955816401169694,1.9957089370993804,0.6029507008761767,0.9318329013540912,100,8.0,92.0,233.0,2560.0,"['ANKZF1', 'ARPC2', 'C12orf75', 'SLC39A8', 'MUC1', 'FADS2', 'FADS1', 'NCALD']",False
88,celiac disease,downstream_Stim8hr,0.6194037577661308,0.01523042359426547,3.691213313510356,0.8028714239565636,0.9322638484519072,100,1.0,99.0,51.0,3127.0,['TNFAIP3'],False
88,chronic kidney disease,downstream_Stim8hr,0.5077353552629229,0.012526394404524278,3.002432310222252,0.8606577184719362,0.9322638484519072,100,1.0,99.0,62.0,3116.0,['LRIG1'],True
88,coronary artery disease,downstream_Stim8hr,0.6472865223487569,0.20349873715920774,1.5864793849695729,0.8774247985429715,0.9322638484519072,100,5.0,95.0,239.0,2939.0,"['AGO2', 'MAD2L1', 'TTC17', 'FEN1', 'DEPDC1B']",True
37,coronary artery disease,downstream_Stim48hr,1.5529929287684618,0.7086515619368987,3.053346655208283,0.1373634243315296,0.9367156950540939,100,10.0,90.0,194.0,2712.0,"['TEX2', 'CPNE1', 'CALCOCO2', 'CORO1C', 'CCND2', 'FES', 'CXCL8', 'BAG2', 'CBX5', 'RSRP1']",True
37,autoimmune disease,downstream_Stim48hr,1.0614427641155346,0.6174626352317892,1.7526754930463015,0.4462423708933069,0.9367156950540939,100,21.0,79.0,582.0,2324.0,"['RRAS2', 'ACTA2', 'TBC1D14', 'EZR', 'CALM2', 'IDUA', 'SLC39A8', 'ACTR1B', 'RSRP1', 'ST8SIA4', 'TPGS2', 'STAT4', 'NXPE3', 'AVEN', 'PTEN', 'GLUL', 'PTRHD1', 'TRIM22', 'ANKRD28', 'MIF', 'MYB']",False
37,asthma,downstream_Stim48hr,1.282743958304954,0.5602099972415925,2.593056031033675,0.2937787238535793,0.9367156950540939,100,9.0,91.0,208.0,2698.0,"['PTRHD1', 'CENPS', 'SLFN5', 'STAT4', 'RNF125', 'SLC39A8', 'CDK2AP1', 'PTEN', 'MYB']",False
37,inflammatory bowel disease,downstream_Stim48hr,1.1240598883054391,0.491654461283408,2.267700083522026,0.42449520923168593,0.9367156950540939,100,9.0,91.0,235.0,2671.0,"['ACTA2', 'TPGS2', 'CALM2', 'STAT4', 'SLC39A8', 'TBC1D14', 'EZR', 'TRIM22', 'ANKRD28']",False
37,type 1 diabetes mellitus,downstream_Stim48hr,1.2065332707218077,0.31576948881024963,3.2927308486457783,0.43543562416429793,0.9367156950540939,100,4.0,96.0,97.0,2809.0,"['STAT4', 'PTEN', 'GLUL', 'IDUA']",False
37,Hashimoto's thyroiditis,downstream_Stim48hr,1.3103761940912335,0.2590528059203221,4.113672780123637,0.4139409300297409,0.9367156950540939,100,3.0,97.0,67.0,2839.0,"['STAT4', 'PTEN', 'ACTR1B']",False
37,chronic kidney disease,downstream_Stim48hr,1.6644948032536124,0.3269842567560705,5.28219352686283,0.28518009897923524,0.9367156950540939,100,3.0,97.0,53.0,2853.0,"['RAB5A', 'CCND2', 'CALCOCO2']",True
37,psoriasis,downstream_Stim48hr,1.2325465828698638,0.38407087755771996,3.061156021109871,0.39634365736869553,0.9367156950540939,100,5.0,95.0,119.0,2787.0,"['ACTA2', 'GPR160', 'AIM2', 'CCND2', 'PTEN']",False
37,Crohn's disease,downstream_Stim48hr,1.0887347577795392,0.3399228776597299,2.696078276152349,0.49590830914628503,0.9367156950540939,100,5.0,95.0,134.0,2772.0,"['ACTA2', 'STAT4', 'SLC39A8', 'TBC1D14', 'TRIM22']",False
37,systemic lupus erythematosus,downstream_Stim48hr,1.0298570452115807,0.2702657216032686,2.798533227199644,0.5517072243761576,0.9379022814394679,100,4.0,96.0,113.0,2793.0,"['NXPE3', 'STAT4', 'ST8SIA4', 'IDUA']",False
6,ankylosing spondylitis,downstream_Stim8hr,1.6123355496348042,0.5657686440852194,3.746815822916278,0.18936166099215543,0.9385610358644358,100,6.0,94.0,121.0,3057.0,"['HBS1L', 'ALCAM', 'ZNF704', 'MKI67', 'PSMB9', 'DAP']",False
6,autoimmune disease,downstream_Stim8hr,1.3347063547071323,0.7994026220728745,2.1572888539107535,0.13932932437323506,0.9385610358644358,100,24.0,76.0,608.0,2570.0,"['HBS1L', 'TOMM22', 'CRIM1', 'RCN1', 'BRPF1', 'CALM2', 'DAP', 'CDC37', 'RIN3', 'ZNF704', 'EDARADD', 'PSMB9', 'C8orf33', 'GLUL', 'FHL3', 'SPTLC2', 'GLS', 'ALCAM', 'HK1', 'SLC7A1', 'TUFM', 'MKI67', 'PDIA3', 'SMC4']",False
6,type 1 diabetes mellitus,downstream_Stim8hr,1.603154401834526,0.4980378797570066,3.999828115793266,0.22083789079163196,0.9385610358644358,100,5.0,95.0,101.0,3077.0,"['PGM1', 'PSMB9', 'CDKN2A', 'SLC25A44', 'GLUL']",False
6,rheumatoid arthritis,downstream_Stim8hr,1.5475910917710034,0.7352589391028861,2.9573936924705566,0.1262842306459478,0.9385610358644358,100,11.0,89.0,235.0,2943.0,"['RIN3', 'FHL3', 'HBS1L', 'ALCAM', 'ZNF704', 'SLC7A1', 'TUFM', 'MKI67', 'PSMB9', 'SMC4', 'DAP']",False
99,chronic kidney disease,regulators,0.4321866263064042,0.05016928481879396,1.6923131883849802,0.9400898381175383,0.9400898381175383,195,2.0,193.0,39.0,1626.0,"['L2HGDH', 'CALCOCO2']",True
84,Hashimoto's thyroiditis,downstream_Rest,1.3400514941265307,0.26450943980564934,4.217941631783725,0.4010827340315686,0.9408610577143879,100,3.0,97.0,63.0,2730.0,"['SESN1', 'RASGRP1', 'ARID5B']",False
58,Crohn's disease,downstream_Rest,0.726874154054538,0.14513434314011386,2.243795462021252,0.7794145107235237,0.9408610577143879,100,3.0,97.0,114.0,2679.0,"['ZFP36L2', 'PARK7', 'USP25']",False
58,ulcerative colitis,downstream_Rest,0.874710177545017,0.22996324181504166,2.370235368072629,0.67280413065782,0.9408610577143879,100,4.0,96.0,127.0,2666.0,"['ZFP90', 'USP25', 'PARK7', 'VEGFA']",False
58,systemic lupus erythematosus,downstream_Rest,1.321056727336662,0.410833564515391,3.290767597114416,0.3449238176941773,0.9408610577143879,100,5.0,95.0,107.0,2686.0,"['ARPC5', 'ZFP90', 'ACAP1', 'RNF144A', 'ATG16L2']",False
58,ankylosing spondylitis,downstream_Rest,1.1705046718911796,0.3062703508030693,3.195548280212538,0.4573526009154886,0.9408610577143879,100,4.0,96.0,96.0,2697.0,"['RASA3', 'ACTR3', 'PARK7', 'USP25']",False
84,age-related macular degeneration,downstream_Rest,1.1653378752139973,0.0280597380746524,7.296733450479892,0.5865330745344579,0.9408610577143879,100,1.0,99.0,24.0,2769.0,['RASGRP1'],True
84,asthma,downstream_Rest,0.7051744368568885,0.22122455792849255,1.7338440346665063,0.8301715215126951,0.9408610577143879,100,5.0,95.0,194.0,2599.0,"['ITK', 'SLFN5', 'SESN1', 'FEN1', 'SATB1']",False
58,inflammatory bowel disease,downstream_Rest,0.8231834153689166,0.31833391908796754,1.7928975935198999,0.7411953472735575,0.9408610577143879,100,7.0,93.0,234.0,2559.0,"['CDC37', 'ZFP90', 'ZFP36L2', 'PARK7', 'VEGFA', 'USP25', 'RNF145']",False
58,multiple sclerosis,downstream_Rest,0.9619749965461131,0.1912289811781967,2.9917657534419617,0.609154237093326,0.9408610577143879,100,3.0,97.0,87.0,2706.0,"['PHGDH', 'BCL6', 'ZFP36L2']",False
84,chronic kidney disease,downstream_Rest,0.616918302676674,0.01513074190759756,3.6982109431927452,0.8042904364516557,0.9408610577143879,100,1.0,99.0,45.0,2748.0,['RASGRP1'],True
58,psoriasis,downstream_Rest,0.7473498527920641,0.14916511702123883,2.3085006624802857,0.7640110352379647,0.9408610577143879,100,3.0,97.0,111.0,2682.0,"['PARK7', 'USP25', 'RNF145']",False
84,ankylosing spondylitis,downstream_Rest,1.4944892726487822,0.463634412715267,3.7364921476413255,0.2625904213347955,0.9408610577143879,100,5.0,95.0,95.0,2698.0,"['BHLHE40', 'RASGRP1', 'ZMAT3', 'SATB1', 'PSMG1']",False
58,rheumatoid arthritis,downstream_Rest,1.0977363327158145,0.4538141980416906,2.297740220241463,0.4579417772102812,0.9408610577143879,100,8.0,92.0,205.0,2588.0,"['SYTL2', 'SDF2L1', 'ACTR3', 'PARK7', 'M6PR', 'RASA3', 'USP25', 'RNF145']",False
84,autoimmune disease,downstream_Rest,0.9034079290620469,0.5058505090057671,1.5337474846924373,0.689356060349263,0.9408610577143879,100,18.0,82.0,546.0,2247.0,"['MCM6', 'BHLHE40', 'YPEL3', 'SYTL2', 'RRM1', 'ITGAL', 'RASGRP1', 'TNFSF8', 'HNRNPAB', 'SESN1', 'CASP8', 'ARID5B', 'TRIM22', 'FEN1', 'TP53INP1', 'SATB1', 'ZMAT3', 'PSMG1']",False
84,atopic eczema,downstream_Rest,0.7011846086812518,0.08228372012889937,2.6876468126649518,0.7785535923179405,0.9408610577143879,100,2.0,98.0,79.0,2714.0,"['BHLHE40', 'SATB1']",False
58,coronary artery disease,downstream_Rest,0.965464566722228,0.37273696230596154,2.1076331515776454,0.5928233049240756,0.9408610577143879,100,7.0,93.0,202.0,2591.0,"['TXNDC17', 'RELB', 'DYRK2', 'ZFP36L2', 'CCDC92', 'ATG16L2', 'VEGFA']",True
84,psoriasis,downstream_Rest,0.7473498527920641,0.14916511702123883,2.3085006624802857,0.7640110352379647,0.9408610577143879,100,3.0,97.0,111.0,2682.0,"['SATB1', 'RASGRP1', 'PSMG1']",False
58,asthma,downstream_Rest,0.7051744368568885,0.22122455792849255,1.7338440346665063,0.8301715215126951,0.9408610577143879,100,5.0,95.0,194.0,2599.0,"['CHD2', 'ZFP90', 'BCL6', 'ZBTB25', 'USP25']",False
84,rheumatoid arthritis,downstream_Rest,1.0977363327158145,0.4538141980416906,2.297740220241463,0.4579417772102812,0.9408610577143879,100,8.0,92.0,205.0,2588.0,"['BHLHE40', 'SYTL2', 'RASGRP1', 'CASP8', 'ARID5B', 'ZMAT3', 'SATB1', 'PSMG1']",False
84,systemic lupus erythematosus,downstream_Rest,1.0358668148547148,0.27162716329402464,2.818375608233551,0.5474987083055664,0.9408610577143879,100,4.0,96.0,108.0,2685.0,"['MCM6', 'RASGRP1', 'RRM1', 'ARID5B']",False
84,Crohn's disease,downstream_Rest,1.5419872889637776,0.540115115458452,3.5925973470748995,0.21581349428115737,0.9408610577143879,100,6.0,94.0,111.0,2682.0,"['RASGRP1', 'TNFSF8', 'TRIM22', 'FEN1', 'SATB1', 'PSMG1']",False
84,ulcerative colitis,downstream_Rest,1.1139915545139831,0.34745437356771086,2.7628211131378726,0.47718858747589843,0.9408610577143879,100,5.0,95.0,126.0,2667.0,"['ITGAL', 'RASGRP1', 'HNRNPAB', 'SATB1', 'PSMG1']",False
87,asthma,downstream_Rest,0.7051744368568885,0.22122455792849255,1.7338440346665063,0.8301715215126951,0.9408610577143879,100,5.0,95.0,194.0,2599.0,"['PTPRC', 'MYC', 'PRDM1', 'SESN1', 'POLR3H']",False
87,coronary artery disease,downstream_Rest,0.8144333114306317,0.28792989820387743,1.872371015079536,0.7416129792517673,0.9408610577143879,100,6.0,94.0,203.0,2590.0,"['BHLHE40', 'TANK', 'RASGRP1', 'CDKN1A', 'TTYH3', 'CCT6A']",True
84,multiple sclerosis,downstream_Rest,0.9619749965461131,0.1912289811781967,2.9917657534419617,0.609154237093326,0.9408610577143879,100,3.0,97.0,87.0,2706.0,"['SATB1', 'PSMG1', 'YPEL3']",False
87,type 1 diabetes mellitus,downstream_Rest,0.6747912196580954,0.07923534521446628,2.5834783324453654,0.7956742930802319,0.9408610577143879,100,2.0,98.0,82.0,2711.0,"['RASGRP1', 'GAB3']",False
84,inflammatory bowel disease,downstream_Rest,0.955416929725771,0.3955816401169694,1.9957089370993804,0.6029507008761767,0.9408610577143879,100,8.0,92.0,233.0,2560.0,"['ITGAL', 'RASGRP1', 'TNFSF8', 'HNRNPAB', 'TRIM22', 'FEN1', 'SATB1', 'PSMG1']",False
84,coronary artery disease,downstream_Rest,1.6195232356987717,0.767478547468452,3.1049712840123687,0.10323644204631587,0.9408610577143879,100,11.0,89.0,198.0,2595.0,"['BHLHE40', 'CYTH1', 'TANK', 'UHRF1', 'MKNK1', 'FEN1', 'RASGRP1', 'N4BP2L2', 'DUT', 'PSMG1', 'CCT6A']",True
84,multiple sclerosis,downstream_Stim48hr,1.1938015016008843,0.31249863452821636,3.2569774657515502,0.44298383581144635,0.9413406510993235,100,4.0,96.0,98.0,2808.0,"['CD6', 'PHGDH', 'SATB1', 'GNG2']",False
84,inflammatory bowel disease,downstream_Stim48hr,1.4177117014272969,0.6734081237162667,2.709937289383903,0.1841231581642526,0.9413406510993235,100,11.0,89.0,233.0,2673.0,"['PSAT1', 'PTGIR', 'CDKN1A', 'TNFSF8', 'CD6', 'MCL1', 'CTSW', 'TRIM22', 'FADS2', 'DUSP5', 'SATB1']",False
84,autoimmune disease,downstream_Stim48hr,1.12864359219222,0.6634110605499444,1.8496484396780346,0.34974158224696805,0.9413406510993235,100,22.0,78.0,581.0,2325.0,"['TNFSF8', 'CD6', 'SH2D2A', 'ZMAT3', 'DUSP5', 'SATB1', 'DRAM1', 'RPIA', 'LYST', 'CTLA4', 'PHGDH', 'CTSW', 'PSAT1', 'CDKN1A', 'CD2', 'FADS2', 'GNG2', 'PTGIR', 'SESN1', 'MCL1', 'CD3E', 'TRIM22']",False
84,asthma,downstream_Stim48hr,1.1220685512691801,0.46400602308259026,2.3477652057607323,0.43541275819187386,0.9413406510993235,100,8.0,92.0,209.0,2697.0,"['SLC7A5', 'VIM', 'SESN1', 'CTSW', 'MAP4K4', 'FADS2', 'SATB1', 'WARS1']",False
84,Hashimoto's thyroiditis,downstream_Stim48hr,1.7924757423604363,0.4649293067625323,4.961939783749063,0.20239963466792066,0.9413406510993235,100,4.0,96.0,66.0,2840.0,"['CTLA4', 'SESN1', 'RPIA', 'SH2D2A']",False
84,Crohn's disease,downstream_Stim48hr,1.5814922380206136,0.6066874775113732,3.483274562807886,0.17750349368605667,0.9413406510993235,100,7.0,93.0,132.0,2774.0,"['TNFSF8', 'CD6', 'MCL1', 'TRIM22', 'FADS2', 'DUSP5', 'SATB1']",False
84,type 1 diabetes mellitus,downstream_Stim48hr,1.2065332707218077,0.31576948881024963,3.2927308486457783,0.43543562416429793,0.9413406510993235,100,4.0,96.0,97.0,2809.0,"['CTLA4', 'CD6', 'PRKD2', 'FADS2']",False
84,ulcerative colitis,downstream_Stim48hr,1.299935718172518,0.4570574778392661,3.0121651897249153,0.3335052508519137,0.9413406510993235,100,6.0,94.0,136.0,2770.0,"['PSAT1', 'PTGIR', 'CDKN1A', 'CD6', 'FADS2', 'SATB1']",False
80,ulcerative colitis,regulators,0.5657202239348301,0.013797540306466587,3.4346901913608243,0.8306917952139172,0.9414507012424396,41,1.0,40.0,77.0,1742.0,['EGR2'],False
96,ankylosing spondylitis,downstream_Rest,2.184391897584012,0.8315177555010154,4.8637439481656015,0.05538129995648841,0.941482099260303,100,7.0,93.0,93.0,2700.0,"['BHLHE40', 'PTGER4', 'TNFAIP3', 'CD2', 'AMD1', 'GRAMD1B', 'ZMAT3']",False
95,atopic eczema,downstream_Rest,0.3426316528574667,0.008482327222533422,2.0100547361532155,0.9444387215350571,0.9444387215350571,100,1.0,99.0,80.0,2713.0,['CCR4'],False
83,atopic eczema,downstream_Stim48hr,0.9253435686076821,0.02257697449200323,5.61353746125141,0.6669137829328833,0.9447945258215846,41,1.0,40.0,78.0,2887.0,['SATB1'],False
83,Hashimoto's thyroiditis,downstream_Stim48hr,1.0492581929326867,0.02555967254268818,6.387799199062721,0.621906184047153,0.9447945258215846,41,1.0,40.0,69.0,2896.0,['LAG3'],False
39,type 1 diabetes mellitus,downstream_Stim8hr,0.6032930566275382,0.07108873702748864,2.2946007854758212,0.8421127694446441,0.9455157953122034,100,2.0,98.0,104.0,3074.0,"['DCTD', 'FLI1']",False
39,asthma,downstream_Stim8hr,1.2415492492092446,0.5134298051274918,2.5976664189278367,0.33706018603135346,0.9455157953122034,100,8.0,92.0,208.0,2970.0,"['IL4', 'ADAM19', 'DCTD', 'BCL6', 'CDC42SE2', 'UNC13D', 'IL13', 'SEC31B']",False
39,ankylosing spondylitis,downstream_Stim8hr,0.49852793942487184,0.05887100307434223,1.8884753683183462,0.9067378220662854,0.9455157953122034,100,2.0,98.0,125.0,3053.0,"['DCTD', 'IRF8']",False
39,ulcerative colitis,downstream_Stim8hr,0.48243938953121457,0.05699005949108229,1.8263959790057511,0.9158592749248355,0.9455157953122034,100,2.0,98.0,129.0,3049.0,"['DCTD', 'IRF8']",False
39,Crohn's disease,downstream_Stim8hr,0.7682221466736748,0.15356263736228565,2.366972630312288,0.7482751437127955,0.9455157953122034,100,3.0,97.0,123.0,3055.0,"['DCTD', 'MUC1', 'IRF8']",False
39,Hashimoto's thyroiditis,downstream_Stim8hr,1.2131543889117682,0.24072422409845737,3.784548661699458,0.46012088906534904,0.9455157953122034,100,3.0,97.0,79.0,3099.0,"['AGO2', 'BCL6', 'P2RY11']",False
39,systemic lupus erythematosus,downstream_Stim8hr,0.9691567238152253,0.2549310416471503,2.62395227389163,0.5969992445331,0.9455157953122034,100,4.0,96.0,131.0,3047.0,"['IRF8', 'DCTD', 'FLI1', 'CD83']",False
39,celiac disease,downstream_Stim8hr,1.2766282402076536,0.1483701208903552,4.983879987606416,0.4750592731967717,0.9455157953122034,100,2.0,98.0,50.0,3128.0,"['DCTD', 'NLRC5']",False
39,autoimmune disease,downstream_Stim8hr,0.7922603426204701,0.42994921512919393,1.3748042874143558,0.8346006971412822,0.9455157953122034,100,16.0,84.0,616.0,2562.0,"['AGO2', 'IRF8', 'CISD3', 'DCTD', 'BCL6', 'P2RY11', 'IL13', 'CDC42SE2', 'MUC1', 'FLI1', 'NLRC5', 'TRAFD1', 'CD83', 'ANKRD33B', 'FBXL17', 'SLC35B2']",False
39,age-related macular degeneration,downstream_Stim8hr,0.8816257155068605,0.021509697926401505,5.350493293209569,0.6842340380968435,0.9455157953122034,100,1.0,99.0,36.0,3142.0,['NLRC5'],True
39,rheumatoid arthritis,downstream_Stim8hr,0.6414792646739665,0.20168767738028454,1.5720765230523817,0.8818473898603396,0.9455157953122034,100,5.0,95.0,241.0,2937.0,"['IRF8', 'DCTD', 'CD83', 'IL13', 'SLC35B2']",False
39,psoriasis,downstream_Stim8hr,0.9928407117848379,0.26107342046046417,2.6894898013769515,0.5788902301510814,0.9455157953122034,100,4.0,96.0,128.0,3050.0,"['IRF8', 'DCTD', 'FLI1', 'IL13']",False
39,multiple sclerosis,downstream_Stim8hr,0.8545938563119452,0.17058324001023317,2.6394421895838445,0.6841283014004371,0.9455157953122034,100,3.0,97.0,111.0,3067.0,"['BCL6', 'IRF8', 'NLRC5']",False
39,inflammatory bowel disease,downstream_Stim8hr,0.5147860469859451,0.13628768871933622,1.3797907342745024,0.9455157953122034,0.9455157953122034,100,4.0,96.0,238.0,2940.0,"['CDC42SE2', 'DCTD', 'IRF8', 'MUC1']",False
39,atopic eczema,downstream_Stim8hr,1.7455160334479065,0.5413092448036656,4.366580029776611,0.17765415713047353,0.9455157953122034,100,5.0,95.0,93.0,3085.0,"['IL4', 'AGO2', 'CDC42SE2', 'FLI1', 'IL13']",False
39,coronary artery disease,downstream_Stim8hr,1.2384903870245123,0.5417577588386395,2.4982434677740266,0.3258204652173432,0.9455157953122034,100,9.0,91.0,235.0,2943.0,"['AGO2', 'ADAM19', 'UNC13D', 'E2F3', 'EHBP1L1', 'SUPT4H1', 'FBXL17', 'CBX5', 'PPCS']",True
39,chronic kidney disease,downstream_Stim8hr,2.201918972190352,0.5692773966135125,6.127130535823872,0.12427147094363868,0.9455157953122034,100,4.0,96.0,59.0,3119.0,"['APOL1', 'SOD2', 'ARHGDIA', 'PHTF2']",True
83,type 1 diabetes mellitus,downstream_Stim48hr,0.7163185157616934,0.017524052134114607,4.319718016310661,0.75605797837618,0.9455191584464894,41,1.0,40.0,100.0,2865.0,['CCDC88B'],False
83,coronary artery disease,downstream_Stim48hr,0.7015184436638109,0.08148608446506486,2.7438339542794066,0.7786628363676971,0.9455191584464894,41,2.0,39.0,202.0,2763.0,"['MCL1', 'HOPX']",True
41,ankylosing spondylitis,downstream_Rest,0.8596446214138588,0.1712158509577414,2.664846447307467,0.680659476600102,0.9464319058785646,100,3.0,97.0,97.0,2696.0,"['PRDM1', 'RASGRP1', 'ILRUN']",False
41,rheumatoid arthritis,downstream_Rest,0.9452627986480175,0.3650235880034119,2.062857325486282,0.6134688102649759,0.9464319058785646,100,7.0,93.0,206.0,2587.0,"['ILRUN', 'USO1', 'ACTR2', 'RASGRP1', 'CDKN1A', 'PRDM1', 'CCR2']",False
41,Hashimoto's thyroiditis,downstream_Rest,1.3400514941265307,0.26450943980564934,4.217941631783725,0.4010827340315686,0.9464319058785646,100,3.0,97.0,63.0,2730.0,"['ADGRG5', 'RASGRP1', 'LMAN1']",False
41,psoriasis,downstream_Rest,0.7473498527920641,0.14916511702123883,2.3085006624802857,0.7640110352379647,0.9464319058785646,100,3.0,97.0,111.0,2682.0,"['PRDM1', 'RASGRP1', 'ACTR2']",False
41,inflammatory bowel disease,downstream_Rest,0.955416929725771,0.3955816401169694,1.9957089370993804,0.6029507008761767,0.9464319058785646,100,8.0,92.0,233.0,2560.0,"['ILRUN', 'PPM1G', 'BLM', 'C12orf75', 'RASGRP1', 'CDKN1A', 'PRDM1', 'CCR2']",False
41,Crohn's disease,downstream_Rest,0.726874154054538,0.14513434314011386,2.243795462021252,0.7794145107235237,0.9464319058785646,100,3.0,97.0,114.0,2679.0,"['PRDM1', 'PPM1G', 'RASGRP1']",False
41,celiac disease,downstream_Rest,1.3696636807170626,0.15825764063914138,5.407052870148898,0.4416258493619072,0.9464319058785646,100,2.0,98.0,41.0,2752.0,"['CCR2', 'PDIA3']",False
41,autoimmune disease,downstream_Rest,0.8410425730123802,0.463804096200665,1.4435377312942774,0.7761727706244073,0.9464319058785646,100,17.0,83.0,547.0,2246.0,"['ILRUN', 'PPM1G', 'USO1', 'ACTR2', 'TMEM39A', 'BLM', 'C12orf75', 'RASGRP1', 'CDKN1A', 'PRDM1', 'LMNA', 'CX3CR1', 'LMAN1', 'PDIA3', 'ADGRG5', 'CCR2', 'ANXA6']",False
41,systemic lupus erythematosus,downstream_Rest,1.321056727336662,0.410833564515391,3.290767597114416,0.3449238176941773,0.9464319058785646,100,5.0,95.0,107.0,2686.0,"['ILRUN', 'TMEM39A', 'RASGRP1', 'PRDM1', 'ANXA6']",False
41,ulcerative colitis,downstream_Rest,0.874710177545017,0.22996324181504166,2.370235368072629,0.67280413065782,0.9464319058785646,100,4.0,96.0,127.0,2666.0,"['PRDM1', 'RASGRP1', 'CDKN1A', 'ILRUN']",False
59,chronic kidney disease,downstream_Rest,0.6105282808035196,0.014975462678804672,3.6591191361166047,0.8075137232125663,0.9478796673166016,101,1.0,100.0,45.0,2747.0,['PDE4D'],True
