gene_symbol	g2p_id	g2p_disease_name	g2p_disease_mondo	g2p_confidence	g2p_mechanism	g2p_reviewed_pmid_count	dismech_candidate_count	dismech_direct_candidate_count	best_dismech_match_class	best_dismech_file	best_dismech_disease_name	best_dismech_disease_mondo	best_match_reasons	best_shared_hpo_count	best_shared_section_reviewed_pmid_count	best_shared_disease_reviewed_pmid_count	related_direct_disorders	related_direct_match_count	row_status	curation_priority	curation_action	curation_note
MAPRE2	G2P01655	MAPRE2-related circumferential skin creases, Kunze type	MONDO:0014755	definitive	undetermined	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MAPRE2	G2P03628	MAPRE2-related symmetric circumferential skin creases, congenital	MONDO:0014755	moderate	undetermined	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MARK3	G2P02425	MARK3-related visual impairment and progressive phthisis bulbi	MONDO:0032655	limited	undetermined	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MARK4	G2P03713	MARK4-related neurodevelopmental disorder	MONDO:0700092	limited	gain of function	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MARVELD2	G2P00480	MARVELD2-related deafness	MONDO:0012420	strong	loss of function	2	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MASP1	G2P00206	MASP1-related 3MC syndrome	MONDO:0009770	definitive	loss of function	3	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MAST1	G2P02878	MAST1-related developmental disorder	MONDO:0032648	strong	undetermined	2	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MAST3	G2P03542	MAST3-related developmental and epileptic encephalopathy	MONDO:0859314	moderate	gain of function	2	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MAT1A	G2P00136	MAT1A-related methionine adenosyltransferase deficiency	MONDO:0009607	strong	loss of function	8	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MATN3	G2P00889	MATN3-related multiple epiphyseal dysplasia	MONDO:0011765	definitive	undetermined	4	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MAU2	G2P02963	MAU2-related neurodevelopmental disorder	MONDO:0700092	limited	loss of function	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MAX	G2P01834	MAX-related pheochromocytoma, susceptibility to	MONDO:0008233	definitive	loss of function	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MBD4	G2P03405	MBD4-related multi-tumour predisposition syndrome		moderate	loss of function	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MBD5	G2P01084	MBD5-related intellectual developmental disorder	MONDO:0007974	strong	loss of function	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MBOAT7	G2P01885	MBOAT7-related intellectual disability accompanied by epilepsy and autistic features	MONDO:0014962	strong	loss of function	2	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MBTPS2	G2P02667	MBTPS2-related keratosis follicularis spinulosa decalvans	MONDO:0000136	definitive	loss of function	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MBTPS2	G2P03607	MBTPS2-related Olmsted syndrome	MONDO:0010486	strong	undetermined	2	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MC2R	G2P01158	MC2R-related glucocorticoid deficiency	MONDO:0024536	definitive	loss of function	6	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MCCC1	G2P01242	MCCC1-related 3-methylcrotonyl-CoA carboxylase deficiency	MONDO:0008861	definitive	loss of function	5	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MCCC2	G2P00530	MCCC2-related 3-methylcrotonyl-CoA carboxylase deficiency	MONDO:0008862	definitive	loss of function	4	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MCEE	G2P01147	MCEE-related methylmalonyl-CoA epimerase deficiency	MONDO:0009615	definitive	loss of function	5	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MCOLN1	G2P01528	MCOLN1-related mucolipidosis IV	MONDO:0009653	definitive	loss of function	5	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MCPH1	G2P01491	MCPH1-related microcephaly primary	MONDO:0009617	definitive	loss of function	5	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MDGA2	G2P03922	MDGA2-related developmental and epileptic encephalopathy with abnormal cranial MRI	MONDO:0100620	moderate	loss of function	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MDH2	G2P01905	MDH2-related early-onset severe encephalopathy	MONDO:0015025	strong	loss of function	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MECOM	G2P01656	MECOM-related radioulnar synostosis with amegakaryocytic thrombocytopenia	MONDO:0014758	strong	gain of function	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MECR	G2P01899	MECR-related childhood-onset dystonia and optic atrophy	MONDO:0015003	strong	loss of function	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MED11	G2P03343	MED11-related neurodevelopmental disorder	MONDO:0957225	moderate	undetermined	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MED13	G2P02649	MED13-related neurodevelopmental disorder	MONDO:0032485	strong	loss of function	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MED13L	G2P00374	MED13L-related intellectual disability		strong	loss of function	15	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MED17	G2P00395	MED17-related microcephaly, postnatal progressive, with seizures and brain atrophy	MONDO:0013351	strong	undetermined	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MED23	G2P00707	MED23-related intellectual developmental disorder	MONDO:0013651	limited	undetermined	4	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MED25	G2P02957	MED25-related Basel-Vanagaite-Smirin-Yosef syndrome	MONDO:0014643	definitive	undetermined	4	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MED27	G2P03097	MED27-related neurodevelopmental disorder	MONDO:0859137	strong	loss of function	2	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MEF2C	G2P00974	MEF2C-related intellectual developmental disorder, stereotypic movements, epilepsy and/or cerebral malformations	MONDO:0013266	definitive	loss of function	5	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MEGF10	G2P00193	MEGF10-related myopathy, early-onset, areflexia, respiratory distress, and dysphagia		definitive	loss of function	3	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MEGF8	G2P01441	MEGF8-related Carpenter syndrome	MONDO:0013998	definitive	loss of function	3	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MEIS2	G2P02860	MEIS2-related disorder with cleft palate, cardiac defects, and developmental delay	MONDO:0010970	strong	loss of function	13	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MEOX1	G2P01474	MEOX1-related Klippel-Feil anomaly	MONDO:0008958	strong	loss of function	2	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MERTK	G2P02164	MERTK-related retinitis pigmentosa	MONDO:0013469	definitive	loss of function	0	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MESD	G2P02810	MESD-related osteogenesis imperfecta	MONDO:0032846	strong	loss of function	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MESP2	G2P00375	MESP2-related spondylocostal dysostosis	MONDO:0012097	definitive	loss of function	2	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
METTL23	G2P02938	METTL23-related intellectual disability	MONDO:0014409	definitive	loss of function	3	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
METTL5	G2P02809	METTL5-related intellectual disability and microcephaly	MONDO:0032860	strong	loss of function	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MFF	G2P02996	MFF-related encephalopathy due to defective mitochondrial and peroxisomal fission	MONDO:0014905	definitive	loss of function	4	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MFN2	G2P02166	MFN2-related Charcot-Marie-Tooth disease, axonal	MONDO:0014906	definitive	undetermined	0	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MFN2	G2P03015	MFN2-related developmental disorder		moderate	undetermined	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MFN2	G2P02165	MFN2-related hereditary motor and sensory neuropathy	MONDO:0011002	definitive	undetermined	0	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MFRP	G2P01594	MFRP-related microphthalmia isolated	MONDO:0012605	definitive	loss of function	3	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MFRP	G2P02167	MFRP-related nanophthalmos	MONDO:0012299	definitive	loss of function	4	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MFRP	G2P02823	MFRP-related non-syndromic retinitis pigmenta		definitive	undetermined	3	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MFSD2A	G2P01689	MFSD2A-related primary microcephaly		definitive	undetermined	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MFSD6L	G2P02168	MFSD6L-related congenital cataract	MONDO:0005129	limited	undetermined	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MFSD8	G2P00435	MFSD8-related neuronal ceroid-lipofuscinosis	MONDO:0012588	definitive	loss of function	2	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MGAT2	G2P00337	MGAT2-related congenital disorder of glycosylation	MONDO:0008908	definitive	loss of function	3	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MGP	G2P01331	MGP-related Keutel syndrome	MONDO:0009495	definitive	loss of function	2	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MIB1	G2P02886	MIB1-related developmental disorder	MONDO:0700092	limited	loss of function	2	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MICU1	G2P00809	MICU1-related myopathy with extrapyramidal signs	MONDO:0014300	definitive	loss of function	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MID1	G2P00969	MID1-related Opitz GBBB syndrome	MONDO:0010222	definitive	loss of function	3	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MIP	G2P01976	MIP-related cataract, multiple types	MONDO:0014110	definitive	dominant negative	4	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MIR140	G2P03725	MIR140-related spondyloepiphyseal dysplasia, Nishimura type	MONDO:0032835	moderate	gain of function	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MIR17HG	G2P00628	MIR17HG-related Feingold syndrome	MONDO:0013691	strong	loss of function	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MIR184	G2P01111	MIR184-related keratoconus with cataract (EDICT syndrome)	MONDO:0013678	definitive	undetermined	5	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MIR204	G2P02169	MIR204-related retinal dystrophy and iris coloboma with or without cataract	MONDO:0014747	limited	undetermined	0	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MIR96	G2P00286	MIR96-related deafness	MONDO:0013114	moderate	undetermined	0	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MITF	G2P01904	MITF-related coloboma, osteopetrosis, microphthalmia, macrocephaly, albinism, and deafness (COMMAD syndrome)	MONDO:0015014	strong	loss of function	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MITF	G2P03351	MITF-related melanoma, cutaneous malignant	MONDO:0013759	limited	gain of function	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MITF	G2P00723	MITF-related Tietz syndrome	MONDO:0007077	definitive	undetermined	2	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MITF	G2P01057	MITF-related Waardenburg syndrome	MONDO:0008671	definitive	loss of function	5	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MKKS	G2P00053	MKKS-related McKusick-Kaufman syndrome	MONDO:0009367	definitive	loss of function	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MLC1	G2P01194	MLC1-related leukoencephalopathy megalencephalic with subcortical cysts	MONDO:0024555	definitive	loss of function	5	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MLPH	G2P02495	MLPH-related Griscelli syndrome		definitive	loss of function	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MLYCD	G2P00446	MLYCD-related malonyl-CoA decarboxylase deficiency	MONDO:0009556	definitive	loss of function	4	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MMACHC	G2P01301	MMACHC-related methylmalonic aciduria and homocystinuria, cblC type	MONDO:0010184	definitive	loss of function	5	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MMADHC	G2P00469	MMADHC-related methylmalonic aciduria and homocystinuria, cblD type	MONDO:0010185	definitive	loss of function	2	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MMGT1	G2P03016	MMGT1-related developmental disorder		moderate	undetermined	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MMP13	G2P01239	MMP13-related metaphyseal anadysplasia	MONDO:0009597	definitive	undetermined	2	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MMP13	G2P00762	MMP13-related spondyloepimetaphyseal dysplasia, Missouri type	MONDO:0011198	definitive	undetermined	2	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MMP14	G2P01317	MMP14-related Winchester syndrome	MONDO:0010201	limited	undetermined	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MMP15	G2P03317	MMP15-related developmental disorder		limited	undetermined	2	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MMP2	G2P02522	MMP2-related Winchester syndrome		definitive	loss of function	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MMP21	G2P01650	MMP21-related heterotaxy	MONDO:0014762	definitive	loss of function	3	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MMS19	G2P03767	MMS19-related dihydropyrimidine dehydrogenase deficiency		limited	undetermined	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MN1	G2P02659	MN1-related  C-terminal truncation syndrome	MONDO:0032908	strong	loss of function	2	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MNX1	G2P00697	MNX1-related Currarino syndrome	MONDO:0008305	definitive	loss of function	5	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MOCS1	G2P00266	MOCS1-related molybdenum cofactor deficiency	MONDO:0009643	definitive	loss of function	5	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MOCS2	G2P00779	MOCS2-related molybdenum cofactor deficiency	MONDO:0009644	definitive	loss of function	4	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MOGS	G2P00017	MOGS-related congenital disorder of glycosylation	MONDO:0011629	strong	undetermined	3	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MORC2	G2P01894	MORC2-related axonal neuropathy and neurodevelopmental disorder	MONDO:0030835	strong	undetermined	19	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MPC2	G2P03458	MPC2-related metabolic disorder	MONDO:0005066	limited	undetermined	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MPDU1	G2P00166	MPDU1-related congenital disorder of glycosylation	MONDO:0012211	definitive	loss of function	2	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MPDZ	G2P00316	MPDZ-related nonsyndromic hydrocephalus	MONDO:0014085	limited	loss of function	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MPI	G2P00528	MPI-related congenital disorder of glycosylation	MONDO:0011257	definitive	loss of function	3	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MPLKIP	G2P00196	MPLKIP-related trichothiodystrophy non-photosensitive	MONDO:0021013	definitive	loss of function	4	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MPV17	G2P01269	MPV17-related mitochondrial DNA depletion syndrome	MONDO:0009747	definitive	loss of function	2	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MPZ	G2P02972	MPZ-related neuropathy, congenital hypomyelinating	MONDO:0020765	definitive	undetermined	4	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MRAP	G2P02490	MRAP-related glucocorticoid deficiency	MONDO:0011826	definitive	loss of function	2	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MRE11	G2P00175	MRE11-related ataxia telangiectasia-like disorder	MONDO:0024557	definitive	loss of function	4	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MRPS2	G2P02599	MRPS2-related sensorineural hearing loss, hypoglycemia and multiple oxphos complex deficiencies	MONDO:0054781	strong	undetermined	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MRPS22	G2P00122	MRPS22-related combined oxidative phosphorylation deficiency		strong	undetermined	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MRPS34	G2P02215	MRPS34-related Leigh syndrome with instability of the small mitoribosomal subunit	MONDO:0054654	strong	loss of function	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MRTFB	G2P03492	MRTFB-related neurodevelopmental disorder	MONDO:0700092	limited	gain of function	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MSI1	G2P02422	MSI1-related microcephaly	MONDO:0001149	limited	undetermined	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MSL2	G2P02887	MSL2-related developmental disorder	MONDO:0975836	definitive	loss of function	2	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MSL3	G2P01706	MSL3-related intellectual developmental disorder	MONDO:0026730	definitive	loss of function	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
