name	anchor_state	mondo_id	stored_label	oak_flag	mondo_mapping_preds	shared_anchor_n
Exstrophy-Epispadias_Complex	MONDO	MONDO:0017919	exstrophy-epispadias complex		exactMatch:1	1
FAS-related_Autoimmune_Lymphoproliferative_Syndrome	MONDO	MONDO:1060194	FAS-related autoimmune lymphoproliferative immune disorder			1
FASTKD5-Related_COX_Deficiency	MONDO	MONDO:0980755	mitochondrial complex IV deficiency, nuclear type 24			1
FGFR1_Hypogonadotropic_Hypogonadism	MONDO	MONDO:0007844	hypogonadotropic hypogonadism 2 with or without anosmia			1
FGFR_Altered_Cholangiocarcinoma	MONDO	MONDO:0003210	intrahepatic cholangiocarcinoma			2
FGFR_Altered_Urothelial_Carcinoma	MONDO	MONDO:0040679	urothelial carcinoma			1
FICUS_syndrome	NO_TERM					
FLNA_Intestinal_Pseudoobstruction	MONDO	MONDO:0010232	intestinal pseudoobstruction, neuronal, chronic idiopathic, X-linked			1
FLT3_Mutant_AML	MONDO	MONDO:0100415	acute myeloid leukemia, FLT3 internal tandem duplication			1
FOLR1-Related_Cerebral_Folate_Transport_Deficiency	MONDO	MONDO:0013110	neurodegenerative syndrome due to cerebral folate transport deficiency			1
FOXE3_Anterior_Segment_Dysgenesis	MONDO	MONDO:0019503	anterior segment dysgenesis			1
FOXG1_Disorder	MONDO	MONDO:0100040	FOXG1 disorder			1
Fabry_Disease	MONDO	MONDO:0010526	Fabry disease		exactMatch:1	1
Facioscapulohumeral_Muscular_Dystrophy	MONDO	MONDO:0001347	facioscapulohumeral muscular dystrophy			1
Fallopian_Tube_Benign_Neoplasm	MONDO	MONDO:0000645	fallopian tube benign neoplasm			1
Fallopian_Tube_Cancer	MONDO	MONDO:0002158	fallopian tube cancer			1
Familial_Adenomatous_Polyposis	MONDO	MONDO:0021056	familial adenomatous polyposis 1			1
Familial_Atrial_Fibrillation	MONDO	MONDO:0018054	familial atrial fibrillation			1
Familial_Chylomicronemia_Syndrome	MONDO	MONDO:0018637	familial chylomicronemia syndrome			1
Familial_Cold_Autoinflammatory_Syndrome	MONDO	MONDO:0018768	familial cold autoinflammatory syndrome			1
Familial_Congenital_Mirror_Movements	MONDO	MONDO:0016558	familial congenital mirror movements			1
Familial_Exudative_Vitreoretinopathy	MONDO	MONDO:0019516	exudative vitreoretinopathy			1
Familial_Focal_Epilepsy_With_Variable_Foci	MONDO	MONDO:0020310	familial focal epilepsy with variable foci			1
Familial_Hyperaldosteronism	MONDO	MONDO:0016525	familial hyperaldosteronism			1
Familial_Hyperaldosteronism_Type_I	MONDO	MONDO:0007080	glucocorticoid-remediable aldosteronism		exactMatch:1	1
Familial_Hypercholesterolemia	MONDO	MONDO:0005439	familial hypercholesterolemia			1
Familial_Isolated_Vitamin_E_Deficiency	MONDO	MONDO:0010188	familial isolated deficiency of vitamin E			1
Familial_Mediterranean_Fever	MONDO	MONDO:0018088	familial Mediterranean fever			1
Familial_Partial_Lipodystrophy	MONDO	MONDO:0020088	familial partial lipodystrophy			1
Familial_Renal_Glucosuria	MONDO	MONDO:0009297	familial renal glucosuria			1
Familial_Sick_Sinus_Syndrome	MONDO	MONDO:0012061	familial sick sinus syndrome			1
Familial_Sleep_Related_Hypermotor_Epilepsy	MONDO	MONDO:0000030	familial sleep-related hypermotor epilepsy			1
Familial_Thoracic_Aortic_Aneurysm_and_Aortic_Dissection	MONDO	MONDO:0019625	familial thoracic aortic aneurysm and aortic dissection		narrowMatch:9	1
Fanconi-Bickel_Syndrome	MONDO	MONDO:0009216	glycogen storage disease due to GLUT2 deficiency			1
Fanconi_Anemia	MONDO	MONDO:0019391	Fanconi anemia		exactMatch:1	1
Fanconi_Renotubular_Syndrome	MONDO	MONDO:0001083	Fanconi renotubular syndrome			1
Farber_Disease	MONDO	MONDO:0009218	Farber lipogranulomatosis		exactMatch:1	1
Febrile_Infection-Related_Epilepsy_Syndrome	MONDO	MONDO:0015584	febrile infection-related epilepsy syndrome		exactMatch:1	1
Feingold_Syndrome	MONDO	MONDO:0015267	Feingold syndrome			1
Ferguson-Bonni_Neurodevelopmental_Syndrome	MONDO	MONDO:0859220	Ferguson-Bonni neurodevelopmental syndrome			1
Fibrocartilaginous_Embolism	MONDO	MONDO:0023152	fibrocartilaginous embolism			1
Fibrochondrogenesis	MONDO	MONDO:0016068	fibrochondrogenesis			1
Fibrodysplasia_Ossificans_Progressiva	MONDO	MONDO:0007606	fibrodysplasia ossificans progressiva			1
Fibromuscular_Dysplasia	MONDO	MONDO:0006761	fibromuscular dysplasia			1
Fibromyalgia	MONDO	MONDO:0005546	fibromyalgia			1
Fibrosarcoma	MONDO	MONDO:0005164	fibrosarcoma			1
Fibrous_Dysplasia	MONDO	MONDO:0000845	fibrous dysplasia		exactMatch:1	1
Floating-Harbor_syndrome	MONDO	MONDO:0007621	Floating-Harbor syndrome			1
Focal_Articular_Cartilage_Defect_of_the_Knee	MONDO	MONDO:0003816	articular cartilage disorder		broadMatch:1	1
Focal_Dermal_Hypoplasia	MONDO	MONDO:0010592	focal dermal hypoplasia			1
Focal_Segmental_Glomerulosclerosis	MONDO	MONDO:0100313	focal segmental glomerulosclerosis			1
Follicular_Lymphoma	MONDO	MONDO:0018906	follicular lymphoma			1
Folliculitis	MONDO	MONDO:0006552	folliculitis			1
Fontaine_Progeroid_Syndrome	MONDO	MONDO:0012853	Fontaine progeroid syndrome		exactMatch:1	1
Foodborne_Trematodiases	MONDO	MONDO:0015675	distomatosis			1
Fragile_X-Associated_Tremor_Ataxia_Syndrome	MONDO	MONDO:0010382	fragile X-associated tremor/ataxia syndrome			1
Fragile_X_Syndrome	MONDO	MONDO:0010383	fragile X syndrome		exactMatch:1	1
Free_Sialic_Acid_Storage_Disease	MONDO	MONDO:0019366	free sialic acid storage disease			1
Frias_Syndrome	MONDO	MONDO:0012324	Frias syndrome			1
Friedreich_Ataxia	MONDO	MONDO:0100339	Friedreich ataxia		exactMatch:1	1
Frontonasal_Dysplasia	MONDO	MONDO:0016643	frontonasal dysplasia			1
Frontotemporal_Dementia	MONDO	MONDO:0017276	frontotemporal dementia			1
Fuchs_Endothelial_Corneal_Dystrophy	MONDO	MONDO:0005321	Fuchs' endothelial dystrophy			1
Fucosidosis	MONDO	MONDO:0009254	fucosidosis		exactMatch:1	1
Furunculosis	MONDO	MONDO:0100595	furunculosis			1
G6PC3_Deficiency	MONDO	MONDO:0023124	Dursun syndrome			1
GABRG2-Related_Epilepsy	MONDO	MONDO:0032725	developmental and epileptic encephalopathy, 74		broadMatch:1,narrowMatch:1	1
GJB2-GJB6_Digenic_Nonsyndromic_Hearing_Loss	MONDO	MONDO:0009076	autosomal recessive nonsyndromic hearing loss 1A			1
GLUT1_Deficiency_Syndrome	MONDO	MONDO:0011724	encephalopathy due to GLUT1 deficiency			1
GM1_Gangliosidosis_Type_1	MONDO	MONDO:0009260	GM1 gangliosidosis type 1		exactMatch:1	1
GM1_Gangliosidosis_Type_2	MONDO	MONDO:0009261	GM1 gangliosidosis type 2		exactMatch:1	1
GM1_Gangliosidosis_Type_3	MONDO	MONDO:0009262	GM1 gangliosidosis type 3		exactMatch:1	1
GM3_Synthase_Deficiency	MONDO	MONDO:0018274	GM3 synthase deficiency		exactMatch:1	1
GNAO1-Related_Developmental_and_Epileptic_Encephalopathy	MONDO	MONDO:0014199	developmental and epileptic encephalopathy, 17		closeMatch:1,exactMatch:1	1
GNAS-related_pituitary_adenoma_3	NO_ID				closeMatch:1	
GNPTG-Mucolipidosis	MONDO	MONDO:0009652	GNPTG-mucolipidosis		exactMatch:1	1
GOLGA2-Related_Golgin_A2_Deficiency	NO_TERM					
GPR101-related_pituitary_adenoma_2	NO_ID				closeMatch:1	
GRIN1-Related_Neurodevelopmental_Disorder	MONDO	MONDO:1060123	GRIN1-related complex neurodevelopmental disorder		exactMatch:1,narrowMatch:3	1
GRIN2B-Related_Developmental_and_Epileptic_Encephalopathy	MONDO	MONDO:0014505	developmental and epileptic encephalopathy, 27			1
GUCY2D-Related_Retinopathy	MONDO	MONDO:0100453	GUCY2D-related recessive retinopathy			1
Galactosemia	MONDO	MONDO:0018116	galactosemia			1
Galactosialidosis	MONDO	MONDO:0009737	galactosialidosis		exactMatch:1	1
Gallbladder_Cancer	MONDO	MONDO:0005411	gallbladder cancer			1
Galloway-Mowat_Syndrome	MONDO	MONDO:0009627	Galloway-Mowat syndrome			1
Gastric_Cancer_H_pylori_Associated	MONDO	MONDO:0004950	gastric carcinoma			2
Gastric_Ulcer	MONDO	MONDO:0001126	gastric ulcer			1
Gastroenteropancreatic_Neuroendocrine_Neoplasm	MONDO	MONDO:0024503	digestive system neuroendocrine neoplasm			1
Gastroesophageal_Reflux_Disease	MONDO	MONDO:0007186	gastroesophageal reflux disease			1
Gastrointestinal_Stromal_Tumor	MONDO	MONDO:0011719	gastrointestinal stromal tumor			1
Gaucher_Disease	MONDO	MONDO:0018150	Gaucher disease			1
Gaucher_Disease_Due_To_Saposin_C_Deficiency	MONDO	MONDO:0012517	Gaucher disease due to saposin C deficiency		exactMatch:1	1
Geleophysic_Dysplasia	MONDO	MONDO:0000127	geleophysic dysplasia			1
Generalized_Anxiety_Disorder	MONDO	MONDO:0001942	generalized anxiety disorder			1
Generalized_Epilepsy_with_Febrile_Seizures_Plus	MONDO	MONDO:0018214	generalized epilepsy with febrile seizures plus			1
Genital_Lichen_Sclerosus	MONDO	MONDO:0007899	lichen sclerosus et atrophicus			1
Genitopatellar_Syndrome	MONDO	MONDO:0011640	genitopatellar syndrome			1
Gerstmann-Straussler-Scheinker_Syndrome	MONDO	MONDO:0007656	Gerstmann-Straussler-Scheinker syndrome			1
Gestational_Trophoblastic_Neoplasm	MONDO	MONDO:0018944	gestational trophoblastic neoplasm			1
Giant_Cell_Arteritis	MONDO	MONDO:0008538	temporal arteritis			1
Giant_Cell_Hepatitis_With_Autoimmune_Hemolytic_Anemia	MONDO	MONDO:1060166	giant cell hepatitis with autoimmune hemolytic anemia			1
Giardiasis	MONDO	MONDO:0001103	giardiasis			1
Gilberts_Syndrome	MONDO	MONDO:0007745	Gilbert syndrome			1
Gitelman_Syndrome	MONDO	MONDO:0009904	Gitelman syndrome		exactMatch:1	1
Glanders	MONDO	MONDO:0005774	glanders			1
Glaucoma	MONDO	MONDO:0005041	glaucoma			1
Glioblastoma_IDH_Wildtype	MONDO	MONDO:0850335	IDH-wildtype glioblastoma			1
Glioma	MONDO	MONDO:0021042	glioma			1
Glucose-6-Phosphate_Dehydrogenase_G6PD_Deficiency	MONDO	MONDO:0005775	G6PD deficiency			1
Glucose-Galactose_Malabsorption	MONDO	MONDO:0011731	glucose-galactose malabsorption			1
Glutaryl-CoA_Dehydrogenase_Deficiency	MONDO	MONDO:0009281	glutaryl-CoA dehydrogenase deficiency			1
Glutathione_Synthetase_Deficiency	MONDO	MONDO:0017909	inherited glutathione synthetase deficiency			1
Glycogen_Storage_Disease_Type_I	MONDO	MONDO:0002413	glycogen storage disease I			1
Glycogen_Storage_Disease_Type_IV	MONDO	MONDO:0009292	glycogen storage disease due to glycogen branching enzyme deficiency		exactMatch:1	1
Glycogen_Storage_Disease_Type_VII	MONDO	MONDO:0009295	glycogen storage disease VII		exactMatch:1	1
Glycogen_Storage_Disease_XV	MONDO	MONDO:0013291	glycogen storage disease XV			1
Glycoprotein_Storage_Disease	MONDO	MONDO:0009296	glycoprotein storage disease		exactMatch:1	1
Gorham-Stout_disease	MONDO	MONDO:0007414	Gorham-Stout disease			1
Gorlin_Syndrome	MONDO	MONDO:0007187	nevoid basal cell carcinoma syndrome		exactMatch:1	1
Gout	MONDO	MONDO:0005393	gout			1
Grange_syndrome	MONDO	MONDO:0011243	grange syndrome			1
Granular_Cell_Tumor	MONDO	MONDO:0006235	granular cell tumor			1
Granulomatosis_with_Polyangiitis	MONDO	MONDO:0012105	granulomatosis with polyangiitis			1
Graves_Disease	MONDO	MONDO:0005364	Graves disease			1
Green_Tobacco_Sickness	NO_ID					
Greig_Cephalopolysyndactyly	MONDO	MONDO:0008287	Greig cephalopolysyndactyly syndrome			1
Growth_Hormone_Insensitivity_Syndrome	MONDO	MONDO:0015892	growth hormone insensitivity syndrome			1
Guanidinoacetate_Methyltransferase_Deficiency	MONDO	MONDO:0012999	guanidinoacetate methyltransferase deficiency			1
Guillain_Barre_Syndrome	MONDO	MONDO:0016218	Guillain-Barre syndrome			1
H3_K27_Altered_Diffuse_Midline_Glioma	MONDO	MONDO:1060171	diffuse midline glioma, H3 K27-altered			1
HAO1-Related_Glycolate_Oxidase_Deficiency	NO_TERM					
HCN1-Related_Developmental_and_Epileptic_Encephalopathy	MONDO	MONDO:0014377	developmental and epileptic encephalopathy, 24			1
HER2_Positive_Breast_Cancer	MONDO	MONDO:0006244	HER2 positive breast carcinoma			1
HER2_Positive_Colorectal_Cancer	MONDO	MONDO:0005575	colorectal cancer			4
HER2_Positive_Gastric_Cancer	MONDO	MONDO:0001056	gastric cancer			2
HFM1-related_gametogenic_failure	MONDO	MONDO:0014322	premature ovarian failure 9		exactMatch:1	1
HIDEA_Syndrome	MONDO	MONDO:0032780	hypotonia, hypoventilation, impaired intellectual development, dysautonomia, epilepsy, and eye abnormalities			1
HPV_Negative_Head_and_Neck_Cancer	MONDO	MONDO:0010150	head and neck squamous cell carcinoma			1
HPV_Positive_Head_and_Neck_Cancer	MONDO	MONDO:0044926	oropharyngeal carcinoma			1
HROB-related_gametogenic_failure	MONDO	MONDO:0971176	ovarian dysgenesis 11			1
HSD10_Mitochondrial_Disease	MONDO	MONDO:0010327	HSD10 mitochondrial disease			1
Hairy_Cell_Leukemia	MONDO	MONDO:0018935	hairy cell leukemia			1
Hand-Foot-Genital_Syndrome	MONDO	MONDO:0007698	hand-foot-genital syndrome			1
Hand_Foot_and_Mouth_Disease	MONDO	MONDO:0005779	hand, foot and mouth disease		exactMatch:1	1
Hantavirus_Pulmonary_Syndrome	MONDO	MONDO:0017879	hantavirus pulmonary syndrome			1
Hao-Fountain_syndrome	MONDO	MONDO:0014805	Hao-Fountain syndrome			1
Hartnup_Disease	MONDO	MONDO:0009324	Hartnup disease			1
Hartsfield_Syndrome	MONDO	MONDO:0014196	Hartsfield-Bixler-Demyer syndrome			1
Hashimoto_Encephalopathy	MONDO	MONDO:0019385	steroid-responsive encephalopathy associated with autoimmune thyroiditis		exactMatch:1	1
Hashimotos_Thyroiditis	MONDO	MONDO:0007699	Hashimoto thyroiditis			1
Heart_Defect_Tongue_Hamartoma_Polysyndactyly_Syndrome	MONDO	MONDO:0009008	heart defect - tongue hamartoma - polysyndactyly syndrome		exactMatch:1	1
Heart_Failure	MONDO	MONDO:0005252	heart failure			1
Hemochromatosis	MONDO	MONDO:0006507	hereditary hemochromatosis			1
Hemophagocytic_Lymphohistiocytosis	MONDO	MONDO:0015541	hereditary hemophagocytic lymphohistiocytosis			1
Hemophilia_A	MONDO	MONDO:0010602	hemophilia A			1
Hemophilia_B	MONDO	MONDO:0010604	hemophilia B			1
Hepatic_Fibrinogen_Storage_Disease	MONDO	MONDO:0018060	congenital fibrinogen deficiency			1
Hepatic_Veno-occlusive_Disease-Immunodeficiency_Syndrome	MONDO	MONDO:0009338	hepatic veno-occlusive disease-immunodeficiency syndrome			1
Hepatitis_B	MONDO	MONDO:0005344	hepatitis B virus infection			1
Hepatitis_C	MONDO	MONDO:0005231	hepatitis C virus infection			1
Hepatoblastoma	MONDO	MONDO:0018666	hepatoblastoma			1
Hepatocellular_Carcinoma	MONDO	MONDO:0007256	hepatocellular carcinoma		exactMatch:1	3
Hereditary_Angioedema	MONDO	MONDO:0019623	hereditary angioedema		exactMatch:1	1
Hereditary_Arterial_and_Articular_Multiple_Calcification_Syndrome	MONDO	MONDO:0008895	hereditary arterial and articular multiple calcification syndrome			1
Hereditary_Breast_and_Ovarian_Cancer_Syndrome	MONDO	MONDO:0011450	breast-ovarian cancer, familial, susceptibility to, 1			1
Hereditary_Diffuse_Leukoencephalopathy_with_Spheroids	MONDO	MONDO:0800027	leukoencephalopathy, diffuse hereditary, with spheroids 1			1
Hereditary_Elliptocytosis	MONDO	MONDO:0017319	hereditary elliptocytosis		exactMatch:1	1
Hereditary_Fructose_Intolerance	MONDO	MONDO:0009249	hereditary fructose intolerance			1
Hereditary_Gingival_Fibromatosis	MONDO	MONDO:0016070	hereditary gingival fibromatosis			1
Hereditary_Hemorrhagic_Telangiectasia	MONDO	MONDO:0019180	hereditary hemorrhagic telangiectasia			1
Hereditary_Hyperekplexia	MONDO	MONDO:0021022	hereditary hyperekplexia			1
Hereditary_Intrinsic_Factor_Deficiency	MONDO	MONDO:0009852	hereditary intrinsic factor deficiency			1
Hereditary_Methemoglobinemia	MONDO	MONDO:0018963	hereditary methemoglobinemia		exactMatch:1	1
Hereditary_Neuropathy_with_Liability_to_Pressure_Palsies	MONDO	MONDO:0008087	hereditary neuropathy with liability to pressure palsies			1
Hereditary_Orotic_Aciduria	MONDO	MONDO:0009797	orotic aciduria		exactMatch:1	1
Hereditary_Pulmonary_Alveolar_Proteinosis	MONDO	MONDO:0012580	hereditary pulmonary alveolar proteinosis		exactMatch:1	1
Hereditary_Spastic_Paraplegia	MONDO	MONDO:0019064	hereditary spastic paraplegia			1
Hereditary_Spastic_Paraplegia_48	MONDO	MONDO:0013342	hereditary spastic paraplegia 48		exactMatch:1	1
Hereditary_Spherocytosis	MONDO	MONDO:0019350	hereditary spherocytosis		exactMatch:1	1
Hereditary_von_Willebrand_Disease	MONDO	MONDO:0024574	von Willebrand disease (hereditary or acquired)			1
Heritable_Pulmonary_Arterial_Hypertension	MONDO	MONDO:0017148	heritable pulmonary arterial hypertension			1
Hermansky_Pudlak_Syndrome	MONDO	MONDO:0019312	Hermansky-Pudlak syndrome			1
Heyn-Sproul-Jackson_syndrome	MONDO	MONDO:0032882	Heyn-Sproul-Jackson syndrome			1
Hidradenitis_Suppurativa	MONDO	MONDO:0006559	hidradenitis suppurativa			1
Hirschsprung_Disease	MONDO	MONDO:0018309	Hirschsprung disease			1
Holocarboxylase_Synthetase_Deficiency	MONDO	MONDO:0009666	holocarboxylase synthetase deficiency			1
Holt-Oram_Syndrome	MONDO	MONDO:0007732	Holt-Oram syndrome			1
Homocystinuria	MONDO	MONDO:0004737	homocystinuria			1
Hospital-Acquired_Acute_Kidney_Injury	MONDO	MONDO:0002492	acute kidney injury			1
Houge-Janssens_Syndrome	MONDO	MONDO:0957553	Houge-Janssens syndrome			1
Human_African_Trypanosomiasis	MONDO	MONDO:0005459	human African trypanosomiasis			1
Human_Metapneumovirus_Infection	NO_TERM					
Human_Papillomavirus_Infection	MONDO	MONDO:0005161	human papilloma virus infection			1
Humeroradial_Synostosis	MONDO	MONDO:0007737	humeroradial synostosis			1
Hunter_syndrome	MONDO	MONDO:0010674	mucopolysaccharidosis type 2		exactMatch:1	1
Huntington_Disease-like_2	MONDO	MONDO:0011671	Huntington disease-like 2			1
Huntington_Disease	MONDO	MONDO:0007739	Huntington disease		exactMatch:1	1
Huppke-Brendel_syndrome	MONDO	MONDO:0013772	Huppke-Brendel syndrome			1
Hurler_syndrome	MONDO	MONDO:0011758	Hurler syndrome		exactMatch:1	1
Hutchinson-Gilford_Progeria_Syndrome	MONDO	MONDO:0008310	Hutchinson-Gilford progeria syndrome			1
Hydatidiform_Mole	MONDO	MONDO:0006248	hydatidiform mole			1
Hydrolethalus_Syndrome_2	MONDO	MONDO:0013585	hydrolethalus syndrome 2			1
Hypereosinophilic_Syndrome	MONDO	MONDO:0015691	hypereosinophilic syndrome			1
Hyperlipidemia	MONDO	MONDO:0021187	hyperlipidemia			1
Hypermobile_Ehlers-Danlos_Syndrome	MONDO	MONDO:0007523	Ehlers-Danlos syndrome, hypermobility type			1
Hyperornithinemia_Hyperammonemia_Homocitrullinuria_Syndrome	MONDO	MONDO:0009393	ornithine translocase deficiency		exactMatch:1	1
Hypersensitivity_Pneumonitis	MONDO	MONDO:0017853	hypersensitivity pneumonitis			1
Hypertensive_Heart_Disease	MONDO	MONDO:0001302	hypertensive heart disease			1
Hypertrophic_Cardiomyopathy	MONDO	MONDO:0005045	hypertrophic cardiomyopathy			1
Hypochondrogenesis	MONDO	MONDO:0019669	hypochondrogenesis			1
Hypochondroplasia	MONDO	MONDO:0007793	hypochondroplasia			1
Hypokalemic_Periodic_Paralysis	MONDO	MONDO:0008223	hypokalemic periodic paralysis			1
Hypomyelinating_Leukodystrophy_7	MONDO	MONDO:0011897	leukodystrophy, hypomyelinating, 7, with or without oligodontia and/or hypogonadotropic hypogonadism			1
Hypophosphatasia	MONDO	MONDO:0018570	hypophosphatasia			1
Hypoplasminogenemia	MONDO	MONDO:0009009	hypoplasminogenemia			1
Hypothalamic_Hamartoma_with_Gelastic_Seizures	MONDO	MONDO:0019484	hypothalamic hamartomas with gelastic seizures		exactMatch:1	1
Hypotonia-Cystinuria_Syndrome	MONDO	MONDO:0011669	hypotonia-cystinuria syndrome			1
Hypotrichosis_with_Juvenile_Macular_Dystrophy	MONDO	MONDO:0011107	congenital hypotrichosis with juvenile macular dystrophy			1
IDH_Mutant_AML	MONDO	MONDO:0018874	acute myeloid leukemia			1
IDH_Mutant_Astrocytoma	MONDO	MONDO:0956994	astrocytoma, IDH-mutant, grade 2			1
IDH_Mutant_Cholangiocarcinoma	MONDO	MONDO:0003210	intrahepatic cholangiocarcinoma			2
IDH_Mutant_Oligodendroglioma	MONDO	MONDO:0859592	IDH-mutant and 1p/19q-codeleted oligodendroglioma			1
IFT140-related_Recessive_Ciliopathy	MONDO	MONDO:0100509	IFT140-related recessive ciliopathy			1
IGF1_Deficiency	MONDO	MONDO:0012110	growth delay due to insulin-like growth factor type 1 deficiency			1
IKBKG_Ectodermal_Dysplasia_with_Immunodeficiency	MONDO	MONDO:0100162	IKBKG-related immunodeficiency with or without ectodermal dysplasia			1
IPEX_Syndrome	MONDO	MONDO:0010580	immune dysregulation-polyendocrinopathy-enteropathy-X-linked syndrome			1
IRX5-related_Craniofacial_Dysostosis_with_Osteopenia_Intellectual_Disability_and_Dental_Anomalies	MONDO	MONDO:0012634	craniofacial dysplasia - osteopenia syndrome		exactMatch:1	1
Idiopathic_Phalangeal_Acro-osteolysis	MONDO	MONDO:0018635	idiopathic phalangeal acro-osteolysis			1
Idiopathic_Pulmonary_Fibrosis	MONDO	MONDO:0800504	idiopathic pulmonary fibrosis			1
Idiopathic_Spontaneous_Coronary_Artery_Dissection	MONDO	MONDO:0007385	idiopathic spontaneous coronary artery dissection			1
Idiopathic_Triglyceride_Deposit_Cardiomyovasculopathy	MONDO	MONDO:0700393	idiopathic triglyceride deposit cardiomyovasculopathy		exactMatch:1	1
IgA_Nephropathy	MONDO	MONDO:0005342	IgA glomerulonephritis		exactMatch:1	1
IgA_Vasculitis	MONDO	MONDO:0019167	immunoglobulin A vasculitis		exactMatch:1	1
IgG4-Related_Disease	MONDO	MONDO:0017287	immunoglobulin G4-related sclerosing disease			1
IgG4-Related_Sclerosing_Cholangitis	MONDO	MONDO:0018645	IgG4-related sclerosing cholangitis			1
Immune_Thrombocytopenia	MONDO	MONDO:0008558	autoimmune thrombocytopenic purpura			1
Immunodeficiency_Centromeric_Instability_Facial_Anomalies_Syndrome	MONDO	MONDO:0000133	immunodeficiency-centromeric instability-facial anomalies syndrome		exactMatch:1	1
Inborn_Disorder_of_Bile_Acid_Synthesis	MONDO	MONDO:0019218	inborn disorder of bile acid synthesis			1
Inborn_Disorder_of_Cobalamin_Metabolism_and_Transport	MONDO	MONDO:0019220	inborn disorder of cobalamin metabolism and transport			1
Inborn_Disorder_of_Methionine_Cycle_and_Sulfur_Amino_Acid_Metabolism	MONDO	MONDO:0019222	inborn disorder of methionine cycle and sulfur amino acid metabolism			1
Inclusion_Body_Myopathy_with_Paget_Disease_of_Bone_and_Frontotemporal_Dementia	MONDO	MONDO:0000507	inclusion body myopathy with Paget disease of bone and frontotemporal dementia		exactMatch:1	1
Incontinentia_Pigmenti	MONDO	MONDO:0010631	incontinentia pigmenti		exactMatch:1	1
Infantile_Hypercalcemia	MONDO	MONDO:0000212	hypercalcemia, infantile			1
Infantile_Myofibromatosis	MONDO	MONDO:0009227	myofibromatosis, infantile, 1			1
Infantile_Parkinsonism-Dystonia	MONDO	MONDO:0013150	parkinsonism-dystonia, infantile			1
Infantile_Spasms	MONDO	MONDO:0018097	infantile spasms		exactMatch:1	1
Infectious_Disease	MONDO	MONDO:0005550	infectious disease			1
Inflammatory_Myofibroblastic_Tumor	MONDO	MONDO:0015798	inflammatory myofibroblastic tumor			1
Influenza	MONDO	MONDO:0005812	influenza			1
Inherited_Aplastic_Anemia	MONDO	MONDO:0001713	inherited aplastic anemia			1
Inherited_Ichthyosis	MONDO	MONDO:0015947	inherited ichthyosis			1
Inherited_Porphyria	MONDO	MONDO:0019142	inherited porphyria			1
Inherited_Retinal_Dystrophy	MONDO	MONDO:0019118	inherited retinal dystrophy			1
Inherited_Threoninemia	MONDO	MONDO:0010118	inherited threoninemia			1
Intracranial_Berry_Aneurysm	MONDO	MONDO:0016483	intracranial berry aneurysm			1
Irritable_Bowel_Syndrome	MONDO	MONDO:0005052	irritable bowel syndrome			1
Ischemic_Stroke	MONDO	MONDO:1060198	ischemic stroke			1
Isobutyryl-CoA_Dehydrogenase_Deficiency	MONDO	MONDO:0012648	isobutyryl-CoA dehydrogenase deficiency			1
Isolated_Woolly_Hair	MONDO	MONDO:0008686	isolated familial wooly hair disorder			1
Isovaleric_Acidemia	MONDO	MONDO:0009475	isovaleric acidemia			1
Jackson-Weiss_Syndrome	MONDO	MONDO:0007400	Jackson-Weiss syndrome			1
Jeavons_Syndrome	MONDO	MONDO:0015346	epilepsy with eyelid myoclonia			1
Jet_Lag	MONDO	MONDO:0024381	circadian rhythm sleep disorder, jet lag type			1
Jeune_Asphyxiating_Thoracic_Dystrophy	MONDO	MONDO:0018770	Jeune syndrome			1
Joubert_syndrome	MONDO	MONDO:0018772	Joubert syndrome			1
Junctional_Epidermolysis_Bullosa	MONDO	MONDO:0017612	junctional epidermolysis bullosa		exactMatch:1	1
Juvenile_Idiopathic_Arthritis	MONDO	MONDO:0011429	juvenile idiopathic arthritis			1
Juvenile_Myelomonocytic_Leukemia	MONDO	MONDO:0011908	juvenile myelomonocytic leukemia		exactMatch:1	1
Juvenile_Myoclonic_Epilepsy	MONDO	MONDO:0009696	juvenile myoclonic epilepsy		exactMatch:1	1
Juvenile_Open_Angle_Glaucoma	MONDO	MONDO:0020367	juvenile open angle glaucoma			1
Juvenile_Polyposis_Syndrome	MONDO	MONDO:0017380	juvenile polyposis syndrome		exactMatch:1	1
Juvenile_Sialidosis_Type_2	MONDO	MONDO:0019681	juvenile sialidosis type 2		exactMatch:1	1
Juvenile_Temporal_Arteritis	MONDO	MONDO:0016848	juvenile temporal arteritis			1
KATNB1-related_Cortical_Malformation	NO_TERM					
KBG_Syndrome	MONDO	MONDO:0007846	KBG syndrome			1
KCNA2-Related_Developmental_and_Epileptic_Encephalopathy	MONDO	MONDO:0014607	developmental and epileptic encephalopathy, 32			1
KCNQ2_Developmental_and_Epileptic_Encephalopathy	MONDO	MONDO:0013387	developmental and epileptic encephalopathy, 7		exactMatch:1	1
KCNV2_Related_Retinopathy	MONDO	MONDO:1040063	KCNV2-related retinopathy			1
KIT_Mutant_Melanoma	MONDO	MONDO:0003865	acral lentiginous melanoma			1
KRAS_G12C_Mutant_NSCLC	MONDO	MONDO:0005061	lung adenocarcinoma			5
KRT1_Keratinopathies	MONDO	MONDO:0007239	epidermolytic ichthyosis			1
KRT85_Ectodermal_Dysplasia	MONDO	MONDO:0011177	ectodermal dysplasia 4, hair/nail type			1
Kabuki_Syndrome	MONDO	MONDO:0016512	Kabuki syndrome			1
