disease_name,disease_id,claim_type,claim_class,source_path,claim_kind,claim_text,subject_label,subject_id,predicate_label,predicate_id,object_label,object_id,qualifier_name,qualifier_value,qualifier_value_id,qualifiers_json,is_subclaim,qualifier_evidence_missing,evidence_reference,evidence_reference_title,evidence_supports,evidence_source,evidence_snippet,evidence_explanation
Asthma,MONDO:0004979,phenotype,Phenotype,phenotypes[10],qualified,Asthma has phenotype Respiratory Distress with frequency frequent,Asthma,MONDO:0004979,has phenotype,phenotypes,Respiratory Distress,HP:0002098,frequency,FREQUENT,HP:0040282,"{""frequency"": {""id"": ""HP:0040282"", ""value"": ""FREQUENT""}}",True,True,,,,,,
Asthma,MONDO:0004979,phenotype,Phenotype,phenotypes[11],base,Asthma has phenotype Reduced Exercise Tolerance,Asthma,MONDO:0004979,has phenotype,phenotypes,Reduced Exercise Tolerance,HP:0003546,,,,,False,False,,,,,,
Asthma,MONDO:0004979,phenotype,Phenotype,phenotypes[11],qualified,Asthma has phenotype Reduced Exercise Tolerance with category cardiovascular,Asthma,MONDO:0004979,has phenotype,phenotypes,Reduced Exercise Tolerance,HP:0003546,category,Cardiovascular,,"{""category"": {""id"": """", ""value"": ""Cardiovascular""}}",True,True,,,,,,
Asthma,MONDO:0004979,phenotype,Phenotype,phenotypes[11],qualified,Asthma has phenotype Reduced Exercise Tolerance with frequency frequent,Asthma,MONDO:0004979,has phenotype,phenotypes,Reduced Exercise Tolerance,HP:0003546,frequency,FREQUENT,HP:0040282,"{""frequency"": {""id"": ""HP:0040282"", ""value"": ""FREQUENT""}}",True,True,,,,,,
Asthma,MONDO:0004979,biochemical,Biochemical,biochemical[0],base,Asthma has biochemical Eosinophils,Asthma,MONDO:0004979,has biochemical,biochemical,Eosinophils,,,,,,False,False,PMID:27401626,Eosinophilic Endotype of Asthma.,PARTIAL,,"Asthma is a heterogeneous disease that can be classified into different clinical endotypes, depending on the type of airway inflammation, clinical severity, and response to treatment. This article focuses on the eosinophilic endotype of asthma, which is defined by the central role that eosinophils play in the pathophysiology of the condition.","The reference supports that eosinophils are elevated in eosinophilic asthma, but does not specifically mention the allergic asthma subtype."
Asthma,MONDO:0004979,biochemical,Biochemical,biochemical[0],base,Asthma has biochemical Eosinophils,Asthma,MONDO:0004979,has biochemical,biochemical,Eosinophils,,,,,,False,False,PMID:30303258,Elevated levels of interleukin-33 are associated with allergic and eosinophilic asthma.,SUPPORT,,"There was a significantly higher serum IL-33 level in the eosinophilic asthma group when compared to the group of non-eosinophilic asthma patients (1001.10 +/- 199.11 pg/mL vs 337.49 +/- 72.68 pg/mL, P < 0.01).","The reference mentions a higher level of eosinophils in eosinophilic asthma, which can be associated with allergic asthma."
Asthma,MONDO:0004979,biochemical,Biochemical,biochemical[0],base,Asthma has biochemical Eosinophils,Asthma,MONDO:0004979,has biochemical,biochemical,Eosinophils,,,,,,False,False,PMID:31944632,Concurrence of elevated FeNO and airway hyperresponsiveness in nonasthmatic adolescents.,PARTIAL,,"Elevated FeNO in nonasthmatic adolescents was associated with airway hyperresponsiveness, elevated blood eosinophil counts, and lower systemic activation of neutrophils.",This reference supports elevated eosinophils but focuses on nonasthmatic adolescents rather than allergic asthma specifically.
Asthma,MONDO:0004979,biochemical,Biochemical,biochemical[0],base,Asthma has biochemical Eosinophils,Asthma,MONDO:0004979,has biochemical,biochemical,Eosinophils,,,,,,False,False,PMID:36115752,[Markers of severity and predictors of response to treatment in severe asthma].,PARTIAL,,Elevated total IgE concentrations and eosinophil counts are classic biological markers regularly found in severe asthma.,"Although the statement is specific to severe asthma, it indicates elevated eosinophils which may also be relevant to allergic asthma."
Asthma,MONDO:0004979,biochemical,Biochemical,biochemical[0],base,Asthma has biochemical Eosinophils,Asthma,MONDO:0004979,has biochemical,biochemical,Eosinophils,,,,,,False,False,PMID:33479910,Regulatory and IgE(+) B Cells in Allergic Asthma.,SUPPORT,,"Asthmatic airway inflammation is initiated by inflammatory mediators released by granulocytic cells. However, the immunoglobulin E (IgE) antibody is necessary for the initiation of the allergic cascade, and IgE is produced and released exclusively by memory B cells and plasma cells.","The reference supports the statement by linking allergic asthma with IgE, which is often associated with elevated eosinophils."
Asthma,MONDO:0004979,biochemical,Biochemical,biochemical[0],qualified,Asthma has biochemical Eosinophils with presence elevated,Asthma,MONDO:0004979,has biochemical,biochemical,Eosinophils,,presence,Elevated,,"{""presence"": {""id"": """", ""value"": ""Elevated""}}",True,True,PMID:27401626,Eosinophilic Endotype of Asthma.,PARTIAL,,"Asthma is a heterogeneous disease that can be classified into different clinical endotypes, depending on the type of airway inflammation, clinical severity, and response to treatment. This article focuses on the eosinophilic endotype of asthma, which is defined by the central role that eosinophils play in the pathophysiology of the condition.","The reference supports that eosinophils are elevated in eosinophilic asthma, but does not specifically mention the allergic asthma subtype."
Asthma,MONDO:0004979,biochemical,Biochemical,biochemical[0],qualified,Asthma has biochemical Eosinophils with presence elevated,Asthma,MONDO:0004979,has biochemical,biochemical,Eosinophils,,presence,Elevated,,"{""presence"": {""id"": """", ""value"": ""Elevated""}}",True,True,PMID:30303258,Elevated levels of interleukin-33 are associated with allergic and eosinophilic asthma.,SUPPORT,,"There was a significantly higher serum IL-33 level in the eosinophilic asthma group when compared to the group of non-eosinophilic asthma patients (1001.10 +/- 199.11 pg/mL vs 337.49 +/- 72.68 pg/mL, P < 0.01).","The reference mentions a higher level of eosinophils in eosinophilic asthma, which can be associated with allergic asthma."
Asthma,MONDO:0004979,biochemical,Biochemical,biochemical[0],qualified,Asthma has biochemical Eosinophils with presence elevated,Asthma,MONDO:0004979,has biochemical,biochemical,Eosinophils,,presence,Elevated,,"{""presence"": {""id"": """", ""value"": ""Elevated""}}",True,True,PMID:31944632,Concurrence of elevated FeNO and airway hyperresponsiveness in nonasthmatic adolescents.,PARTIAL,,"Elevated FeNO in nonasthmatic adolescents was associated with airway hyperresponsiveness, elevated blood eosinophil counts, and lower systemic activation of neutrophils.",This reference supports elevated eosinophils but focuses on nonasthmatic adolescents rather than allergic asthma specifically.
Asthma,MONDO:0004979,biochemical,Biochemical,biochemical[0],qualified,Asthma has biochemical Eosinophils with presence elevated,Asthma,MONDO:0004979,has biochemical,biochemical,Eosinophils,,presence,Elevated,,"{""presence"": {""id"": """", ""value"": ""Elevated""}}",True,True,PMID:36115752,[Markers of severity and predictors of response to treatment in severe asthma].,PARTIAL,,Elevated total IgE concentrations and eosinophil counts are classic biological markers regularly found in severe asthma.,"Although the statement is specific to severe asthma, it indicates elevated eosinophils which may also be relevant to allergic asthma."
Asthma,MONDO:0004979,biochemical,Biochemical,biochemical[0],qualified,Asthma has biochemical Eosinophils with presence elevated,Asthma,MONDO:0004979,has biochemical,biochemical,Eosinophils,,presence,Elevated,,"{""presence"": {""id"": """", ""value"": ""Elevated""}}",True,True,PMID:33479910,Regulatory and IgE(+) B Cells in Allergic Asthma.,SUPPORT,,"Asthmatic airway inflammation is initiated by inflammatory mediators released by granulocytic cells. However, the immunoglobulin E (IgE) antibody is necessary for the initiation of the allergic cascade, and IgE is produced and released exclusively by memory B cells and plasma cells.","The reference supports the statement by linking allergic asthma with IgE, which is often associated with elevated eosinophils."
Asthma,MONDO:0004979,biochemical,Biochemical,biochemical[0],qualified,Asthma has biochemical Eosinophils with context allergic asthma,Asthma,MONDO:0004979,has biochemical,biochemical,Eosinophils,,context,allergic asthma,,"{""context"": {""id"": """", ""value"": ""allergic asthma""}}",True,True,PMID:27401626,Eosinophilic Endotype of Asthma.,PARTIAL,,"Asthma is a heterogeneous disease that can be classified into different clinical endotypes, depending on the type of airway inflammation, clinical severity, and response to treatment. This article focuses on the eosinophilic endotype of asthma, which is defined by the central role that eosinophils play in the pathophysiology of the condition.","The reference supports that eosinophils are elevated in eosinophilic asthma, but does not specifically mention the allergic asthma subtype."
Asthma,MONDO:0004979,biochemical,Biochemical,biochemical[0],qualified,Asthma has biochemical Eosinophils with context allergic asthma,Asthma,MONDO:0004979,has biochemical,biochemical,Eosinophils,,context,allergic asthma,,"{""context"": {""id"": """", ""value"": ""allergic asthma""}}",True,True,PMID:30303258,Elevated levels of interleukin-33 are associated with allergic and eosinophilic asthma.,SUPPORT,,"There was a significantly higher serum IL-33 level in the eosinophilic asthma group when compared to the group of non-eosinophilic asthma patients (1001.10 +/- 199.11 pg/mL vs 337.49 +/- 72.68 pg/mL, P < 0.01).","The reference mentions a higher level of eosinophils in eosinophilic asthma, which can be associated with allergic asthma."
Asthma,MONDO:0004979,biochemical,Biochemical,biochemical[0],qualified,Asthma has biochemical Eosinophils with context allergic asthma,Asthma,MONDO:0004979,has biochemical,biochemical,Eosinophils,,context,allergic asthma,,"{""context"": {""id"": """", ""value"": ""allergic asthma""}}",True,True,PMID:31944632,Concurrence of elevated FeNO and airway hyperresponsiveness in nonasthmatic adolescents.,PARTIAL,,"Elevated FeNO in nonasthmatic adolescents was associated with airway hyperresponsiveness, elevated blood eosinophil counts, and lower systemic activation of neutrophils.",This reference supports elevated eosinophils but focuses on nonasthmatic adolescents rather than allergic asthma specifically.
Asthma,MONDO:0004979,biochemical,Biochemical,biochemical[0],qualified,Asthma has biochemical Eosinophils with context allergic asthma,Asthma,MONDO:0004979,has biochemical,biochemical,Eosinophils,,context,allergic asthma,,"{""context"": {""id"": """", ""value"": ""allergic asthma""}}",True,True,PMID:36115752,[Markers of severity and predictors of response to treatment in severe asthma].,PARTIAL,,Elevated total IgE concentrations and eosinophil counts are classic biological markers regularly found in severe asthma.,"Although the statement is specific to severe asthma, it indicates elevated eosinophils which may also be relevant to allergic asthma."
Asthma,MONDO:0004979,biochemical,Biochemical,biochemical[0],qualified,Asthma has biochemical Eosinophils with context allergic asthma,Asthma,MONDO:0004979,has biochemical,biochemical,Eosinophils,,context,allergic asthma,,"{""context"": {""id"": """", ""value"": ""allergic asthma""}}",True,True,PMID:33479910,Regulatory and IgE(+) B Cells in Allergic Asthma.,SUPPORT,,"Asthmatic airway inflammation is initiated by inflammatory mediators released by granulocytic cells. However, the immunoglobulin E (IgE) antibody is necessary for the initiation of the allergic cascade, and IgE is produced and released exclusively by memory B cells and plasma cells.","The reference supports the statement by linking allergic asthma with IgE, which is often associated with elevated eosinophils."
Asthma,MONDO:0004979,biochemical,Biochemical,biochemical[0],qualified,Asthma has biochemical Eosinophils with subtype allergic asthma,Asthma,MONDO:0004979,has biochemical,biochemical,Eosinophils,,subtype,Allergic Asthma,,"{""subtype"": {""id"": """", ""value"": ""Allergic Asthma""}}",True,True,PMID:27401626,Eosinophilic Endotype of Asthma.,PARTIAL,,"Asthma is a heterogeneous disease that can be classified into different clinical endotypes, depending on the type of airway inflammation, clinical severity, and response to treatment. This article focuses on the eosinophilic endotype of asthma, which is defined by the central role that eosinophils play in the pathophysiology of the condition.","The reference supports that eosinophils are elevated in eosinophilic asthma, but does not specifically mention the allergic asthma subtype."
Asthma,MONDO:0004979,biochemical,Biochemical,biochemical[0],qualified,Asthma has biochemical Eosinophils with subtype allergic asthma,Asthma,MONDO:0004979,has biochemical,biochemical,Eosinophils,,subtype,Allergic Asthma,,"{""subtype"": {""id"": """", ""value"": ""Allergic Asthma""}}",True,True,PMID:30303258,Elevated levels of interleukin-33 are associated with allergic and eosinophilic asthma.,SUPPORT,,"There was a significantly higher serum IL-33 level in the eosinophilic asthma group when compared to the group of non-eosinophilic asthma patients (1001.10 +/- 199.11 pg/mL vs 337.49 +/- 72.68 pg/mL, P < 0.01).","The reference mentions a higher level of eosinophils in eosinophilic asthma, which can be associated with allergic asthma."
Asthma,MONDO:0004979,biochemical,Biochemical,biochemical[0],qualified,Asthma has biochemical Eosinophils with subtype allergic asthma,Asthma,MONDO:0004979,has biochemical,biochemical,Eosinophils,,subtype,Allergic Asthma,,"{""subtype"": {""id"": """", ""value"": ""Allergic Asthma""}}",True,True,PMID:31944632,Concurrence of elevated FeNO and airway hyperresponsiveness in nonasthmatic adolescents.,PARTIAL,,"Elevated FeNO in nonasthmatic adolescents was associated with airway hyperresponsiveness, elevated blood eosinophil counts, and lower systemic activation of neutrophils.",This reference supports elevated eosinophils but focuses on nonasthmatic adolescents rather than allergic asthma specifically.
Asthma,MONDO:0004979,biochemical,Biochemical,biochemical[0],qualified,Asthma has biochemical Eosinophils with subtype allergic asthma,Asthma,MONDO:0004979,has biochemical,biochemical,Eosinophils,,subtype,Allergic Asthma,,"{""subtype"": {""id"": """", ""value"": ""Allergic Asthma""}}",True,True,PMID:36115752,[Markers of severity and predictors of response to treatment in severe asthma].,PARTIAL,,Elevated total IgE concentrations and eosinophil counts are classic biological markers regularly found in severe asthma.,"Although the statement is specific to severe asthma, it indicates elevated eosinophils which may also be relevant to allergic asthma."
Asthma,MONDO:0004979,biochemical,Biochemical,biochemical[0],qualified,Asthma has biochemical Eosinophils with subtype allergic asthma,Asthma,MONDO:0004979,has biochemical,biochemical,Eosinophils,,subtype,Allergic Asthma,,"{""subtype"": {""id"": """", ""value"": ""Allergic Asthma""}}",True,True,PMID:33479910,Regulatory and IgE(+) B Cells in Allergic Asthma.,SUPPORT,,"Asthmatic airway inflammation is initiated by inflammatory mediators released by granulocytic cells. However, the immunoglobulin E (IgE) antibody is necessary for the initiation of the allergic cascade, and IgE is produced and released exclusively by memory B cells and plasma cells.","The reference supports the statement by linking allergic asthma with IgE, which is often associated with elevated eosinophils."
Asthma,MONDO:0004979,biochemical,Biochemical,biochemical[1],base,Asthma has biochemical Neutrophils,Asthma,MONDO:0004979,has biochemical,biochemical,Neutrophils,,,,,,False,False,PMID:33830849,Elevated serum calprotectin (S100A8/A9) in patients with severe asthma.,SUPPORT,,"Neutrophilic asthma is associated with poorer responses to classic therapies, namely (inhaled) corticosteroids.","The document discusses neutrophilic asthma, a subtype of asthma characterized by elevated neutrophils, indicating that neutrophils are indeed elevated in some forms of asthma, including non-allergic ones."
Asthma,MONDO:0004979,biochemical,Biochemical,biochemical[1],base,Asthma has biochemical Neutrophils,Asthma,MONDO:0004979,has biochemical,biochemical,Neutrophils,,,,,,False,False,PMID:28163052,Airway and serum biochemical correlates of refractory neutrophilic asthma.,SUPPORT,,RA was associated with increased numbers of neutrophils and proneutrophilic biomolecules in the airways.,"This reference supports the statement by indicating that refractory asthma, which often overlaps with non-allergic asthma, is associated with elevated neutrophils."
Asthma,MONDO:0004979,biochemical,Biochemical,biochemical[1],base,Asthma has biochemical Neutrophils,Asthma,MONDO:0004979,has biochemical,biochemical,Neutrophils,,,,,,False,False,PMID:36871881,Endocrine-disrupting chemical exposure augments neutrophilic inflammation in severe asthma through the autophagy pathway.,SUPPORT,,"Corticosteroid resistance, progressive lung function decline, and frequent asthma exacerbations are the hallmarks of neutrophilic asthma (NA).","The study highlights neutrophilic asthma, a type often linked with non-allergic inflammatory processes, which supports the elevation of neutrophils in such asthma subtypes."
Asthma,MONDO:0004979,biochemical,Biochemical,biochemical[1],qualified,Asthma has biochemical Neutrophils with presence elevated,Asthma,MONDO:0004979,has biochemical,biochemical,Neutrophils,,presence,Elevated,,"{""presence"": {""id"": """", ""value"": ""Elevated""}}",True,True,PMID:33830849,Elevated serum calprotectin (S100A8/A9) in patients with severe asthma.,SUPPORT,,"Neutrophilic asthma is associated with poorer responses to classic therapies, namely (inhaled) corticosteroids.","The document discusses neutrophilic asthma, a subtype of asthma characterized by elevated neutrophils, indicating that neutrophils are indeed elevated in some forms of asthma, including non-allergic ones."
Asthma,MONDO:0004979,biochemical,Biochemical,biochemical[1],qualified,Asthma has biochemical Neutrophils with presence elevated,Asthma,MONDO:0004979,has biochemical,biochemical,Neutrophils,,presence,Elevated,,"{""presence"": {""id"": """", ""value"": ""Elevated""}}",True,True,PMID:28163052,Airway and serum biochemical correlates of refractory neutrophilic asthma.,SUPPORT,,RA was associated with increased numbers of neutrophils and proneutrophilic biomolecules in the airways.,"This reference supports the statement by indicating that refractory asthma, which often overlaps with non-allergic asthma, is associated with elevated neutrophils."
Asthma,MONDO:0004979,biochemical,Biochemical,biochemical[1],qualified,Asthma has biochemical Neutrophils with presence elevated,Asthma,MONDO:0004979,has biochemical,biochemical,Neutrophils,,presence,Elevated,,"{""presence"": {""id"": """", ""value"": ""Elevated""}}",True,True,PMID:36871881,Endocrine-disrupting chemical exposure augments neutrophilic inflammation in severe asthma through the autophagy pathway.,SUPPORT,,"Corticosteroid resistance, progressive lung function decline, and frequent asthma exacerbations are the hallmarks of neutrophilic asthma (NA).","The study highlights neutrophilic asthma, a type often linked with non-allergic inflammatory processes, which supports the elevation of neutrophils in such asthma subtypes."
Asthma,MONDO:0004979,biochemical,Biochemical,biochemical[1],qualified,Asthma has biochemical Neutrophils with context non-allergic asthma,Asthma,MONDO:0004979,has biochemical,biochemical,Neutrophils,,context,non-allergic asthma,,"{""context"": {""id"": """", ""value"": ""non-allergic asthma""}}",True,True,PMID:33830849,Elevated serum calprotectin (S100A8/A9) in patients with severe asthma.,SUPPORT,,"Neutrophilic asthma is associated with poorer responses to classic therapies, namely (inhaled) corticosteroids.","The document discusses neutrophilic asthma, a subtype of asthma characterized by elevated neutrophils, indicating that neutrophils are indeed elevated in some forms of asthma, including non-allergic ones."
Asthma,MONDO:0004979,biochemical,Biochemical,biochemical[1],qualified,Asthma has biochemical Neutrophils with context non-allergic asthma,Asthma,MONDO:0004979,has biochemical,biochemical,Neutrophils,,context,non-allergic asthma,,"{""context"": {""id"": """", ""value"": ""non-allergic asthma""}}",True,True,PMID:28163052,Airway and serum biochemical correlates of refractory neutrophilic asthma.,SUPPORT,,RA was associated with increased numbers of neutrophils and proneutrophilic biomolecules in the airways.,"This reference supports the statement by indicating that refractory asthma, which often overlaps with non-allergic asthma, is associated with elevated neutrophils."
Asthma,MONDO:0004979,biochemical,Biochemical,biochemical[1],qualified,Asthma has biochemical Neutrophils with context non-allergic asthma,Asthma,MONDO:0004979,has biochemical,biochemical,Neutrophils,,context,non-allergic asthma,,"{""context"": {""id"": """", ""value"": ""non-allergic asthma""}}",True,True,PMID:36871881,Endocrine-disrupting chemical exposure augments neutrophilic inflammation in severe asthma through the autophagy pathway.,SUPPORT,,"Corticosteroid resistance, progressive lung function decline, and frequent asthma exacerbations are the hallmarks of neutrophilic asthma (NA).","The study highlights neutrophilic asthma, a type often linked with non-allergic inflammatory processes, which supports the elevation of neutrophils in such asthma subtypes."
Asthma,MONDO:0004979,biochemical,Biochemical,biochemical[1],qualified,Asthma has biochemical Neutrophils with subtype non-allergic asthma,Asthma,MONDO:0004979,has biochemical,biochemical,Neutrophils,,subtype,Non-Allergic Asthma,,"{""subtype"": {""id"": """", ""value"": ""Non-Allergic Asthma""}}",True,True,PMID:33830849,Elevated serum calprotectin (S100A8/A9) in patients with severe asthma.,SUPPORT,,"Neutrophilic asthma is associated with poorer responses to classic therapies, namely (inhaled) corticosteroids.","The document discusses neutrophilic asthma, a subtype of asthma characterized by elevated neutrophils, indicating that neutrophils are indeed elevated in some forms of asthma, including non-allergic ones."
Asthma,MONDO:0004979,biochemical,Biochemical,biochemical[1],qualified,Asthma has biochemical Neutrophils with subtype non-allergic asthma,Asthma,MONDO:0004979,has biochemical,biochemical,Neutrophils,,subtype,Non-Allergic Asthma,,"{""subtype"": {""id"": """", ""value"": ""Non-Allergic Asthma""}}",True,True,PMID:28163052,Airway and serum biochemical correlates of refractory neutrophilic asthma.,SUPPORT,,RA was associated with increased numbers of neutrophils and proneutrophilic biomolecules in the airways.,"This reference supports the statement by indicating that refractory asthma, which often overlaps with non-allergic asthma, is associated with elevated neutrophils."
Asthma,MONDO:0004979,biochemical,Biochemical,biochemical[1],qualified,Asthma has biochemical Neutrophils with subtype non-allergic asthma,Asthma,MONDO:0004979,has biochemical,biochemical,Neutrophils,,subtype,Non-Allergic Asthma,,"{""subtype"": {""id"": """", ""value"": ""Non-Allergic Asthma""}}",True,True,PMID:36871881,Endocrine-disrupting chemical exposure augments neutrophilic inflammation in severe asthma through the autophagy pathway.,SUPPORT,,"Corticosteroid resistance, progressive lung function decline, and frequent asthma exacerbations are the hallmarks of neutrophilic asthma (NA).","The study highlights neutrophilic asthma, a type often linked with non-allergic inflammatory processes, which supports the elevation of neutrophils in such asthma subtypes."
Asthma,MONDO:0004979,biochemical,Biochemical,biochemical[2],base,Asthma has biochemical IgE Antibodies,Asthma,MONDO:0004979,has biochemical,biochemical,IgE Antibodies,,,,,,False,False,PMID:33479910,Regulatory and IgE(+) B Cells in Allergic Asthma.,SUPPORT,,"However, the immunoglobulin E (IgE) antibody is necessary for the initiation of the allergic cascade, and IgE is produced and released exclusively by memory B cells and plasma cells. Acute allergen exposure has also been shown to increase IgE levels in the airways of patients diagnosed with allergic asthma.",The text indicates that IgE antibodies are necessary for the allergic cascade in asthma and are elevated after acute allergen exposure.
Asthma,MONDO:0004979,biochemical,Biochemical,biochemical[2],base,Asthma has biochemical IgE Antibodies,Asthma,MONDO:0004979,has biochemical,biochemical,IgE Antibodies,,,,,,False,False,PMID:20406591,Aeroallergen sensitization in asthma: prevalence and correlation with severity.,SUPPORT,,"As many as 90-95% of patients with asthma have aeroallergen sensitization and the pattern varies with ethnicity, location of residence, and onset of asthma, but not age.",The reference mentions higher levels of IgE are common in patients with asthma and aeroallergen sensitization.
Asthma,MONDO:0004979,biochemical,Biochemical,biochemical[2],base,Asthma has biochemical IgE Antibodies,Asthma,MONDO:0004979,has biochemical,biochemical,IgE Antibodies,,,,,,False,False,PMID:27264001,IgE in the diagnosis and treatment of allergic disease.,SUPPORT,,"However, there are syndromes in which the relationship between exposure to the relevant allergen and the 'allergic' disease is not clear. In these cases the presence of specific IgE antibodies can play an important role in identifying the relevant allergen and provide a guide to therapy. Good examples include chronic asthma and exposure to perennial indoor allergens and asthma related to fungal infection.","Elevated IgE antibodies play a role in chronic asthma and identifying relevant allergens, supporting the statement."
Asthma,MONDO:0004979,biochemical,Biochemical,biochemical[2],base,Asthma has biochemical IgE Antibodies,Asthma,MONDO:0004979,has biochemical,biochemical,IgE Antibodies,,,,,,False,False,PMID:30342581,Immunoglobulin E as a Biomarker in Asthma.,SUPPORT,,Using IgE as a biomarker for asthma provides a target for management and treatment.,"The reference supports the use of IgE as a biomarker in asthma, indicating its elevated presence in the condition."
Asthma,MONDO:0004979,biochemical,Biochemical,biochemical[2],base,Asthma has biochemical IgE Antibodies,Asthma,MONDO:0004979,has biochemical,biochemical,IgE Antibodies,,,,,,False,False,PMID:16462678,[Allergy-related hypereosinophilia].,SUPPORT,,Atopy is defined by abnormal IgE production in response to an allergen (an antigen that is then designated an allergen).,"The reference defines atopy in terms of elevated IgE production in response to allergens, which is relevant to allergic asthma."
Asthma,MONDO:0004979,biochemical,Biochemical,biochemical[2],qualified,Asthma has biochemical IgE Antibodies with presence elevated,Asthma,MONDO:0004979,has biochemical,biochemical,IgE Antibodies,,presence,Elevated,,"{""presence"": {""id"": """", ""value"": ""Elevated""}}",True,True,PMID:33479910,Regulatory and IgE(+) B Cells in Allergic Asthma.,SUPPORT,,"However, the immunoglobulin E (IgE) antibody is necessary for the initiation of the allergic cascade, and IgE is produced and released exclusively by memory B cells and plasma cells. Acute allergen exposure has also been shown to increase IgE levels in the airways of patients diagnosed with allergic asthma.",The text indicates that IgE antibodies are necessary for the allergic cascade in asthma and are elevated after acute allergen exposure.
Asthma,MONDO:0004979,biochemical,Biochemical,biochemical[2],qualified,Asthma has biochemical IgE Antibodies with presence elevated,Asthma,MONDO:0004979,has biochemical,biochemical,IgE Antibodies,,presence,Elevated,,"{""presence"": {""id"": """", ""value"": ""Elevated""}}",True,True,PMID:20406591,Aeroallergen sensitization in asthma: prevalence and correlation with severity.,SUPPORT,,"As many as 90-95% of patients with asthma have aeroallergen sensitization and the pattern varies with ethnicity, location of residence, and onset of asthma, but not age.",The reference mentions higher levels of IgE are common in patients with asthma and aeroallergen sensitization.
Asthma,MONDO:0004979,biochemical,Biochemical,biochemical[2],qualified,Asthma has biochemical IgE Antibodies with presence elevated,Asthma,MONDO:0004979,has biochemical,biochemical,IgE Antibodies,,presence,Elevated,,"{""presence"": {""id"": """", ""value"": ""Elevated""}}",True,True,PMID:27264001,IgE in the diagnosis and treatment of allergic disease.,SUPPORT,,"However, there are syndromes in which the relationship between exposure to the relevant allergen and the 'allergic' disease is not clear. In these cases the presence of specific IgE antibodies can play an important role in identifying the relevant allergen and provide a guide to therapy. Good examples include chronic asthma and exposure to perennial indoor allergens and asthma related to fungal infection.","Elevated IgE antibodies play a role in chronic asthma and identifying relevant allergens, supporting the statement."
Asthma,MONDO:0004979,biochemical,Biochemical,biochemical[2],qualified,Asthma has biochemical IgE Antibodies with presence elevated,Asthma,MONDO:0004979,has biochemical,biochemical,IgE Antibodies,,presence,Elevated,,"{""presence"": {""id"": """", ""value"": ""Elevated""}}",True,True,PMID:30342581,Immunoglobulin E as a Biomarker in Asthma.,SUPPORT,,Using IgE as a biomarker for asthma provides a target for management and treatment.,"The reference supports the use of IgE as a biomarker in asthma, indicating its elevated presence in the condition."
Asthma,MONDO:0004979,biochemical,Biochemical,biochemical[2],qualified,Asthma has biochemical IgE Antibodies with presence elevated,Asthma,MONDO:0004979,has biochemical,biochemical,IgE Antibodies,,presence,Elevated,,"{""presence"": {""id"": """", ""value"": ""Elevated""}}",True,True,PMID:16462678,[Allergy-related hypereosinophilia].,SUPPORT,,Atopy is defined by abnormal IgE production in response to an allergen (an antigen that is then designated an allergen).,"The reference defines atopy in terms of elevated IgE production in response to allergens, which is relevant to allergic asthma."
Asthma,MONDO:0004979,biochemical,Biochemical,biochemical[2],qualified,Asthma has biochemical IgE Antibodies with context allergic reactions,Asthma,MONDO:0004979,has biochemical,biochemical,IgE Antibodies,,context,allergic reactions,,"{""context"": {""id"": """", ""value"": ""allergic reactions""}}",True,True,PMID:33479910,Regulatory and IgE(+) B Cells in Allergic Asthma.,SUPPORT,,"However, the immunoglobulin E (IgE) antibody is necessary for the initiation of the allergic cascade, and IgE is produced and released exclusively by memory B cells and plasma cells. Acute allergen exposure has also been shown to increase IgE levels in the airways of patients diagnosed with allergic asthma.",The text indicates that IgE antibodies are necessary for the allergic cascade in asthma and are elevated after acute allergen exposure.
Asthma,MONDO:0004979,biochemical,Biochemical,biochemical[2],qualified,Asthma has biochemical IgE Antibodies with context allergic reactions,Asthma,MONDO:0004979,has biochemical,biochemical,IgE Antibodies,,context,allergic reactions,,"{""context"": {""id"": """", ""value"": ""allergic reactions""}}",True,True,PMID:20406591,Aeroallergen sensitization in asthma: prevalence and correlation with severity.,SUPPORT,,"As many as 90-95% of patients with asthma have aeroallergen sensitization and the pattern varies with ethnicity, location of residence, and onset of asthma, but not age.",The reference mentions higher levels of IgE are common in patients with asthma and aeroallergen sensitization.
Asthma,MONDO:0004979,biochemical,Biochemical,biochemical[2],qualified,Asthma has biochemical IgE Antibodies with context allergic reactions,Asthma,MONDO:0004979,has biochemical,biochemical,IgE Antibodies,,context,allergic reactions,,"{""context"": {""id"": """", ""value"": ""allergic reactions""}}",True,True,PMID:27264001,IgE in the diagnosis and treatment of allergic disease.,SUPPORT,,"However, there are syndromes in which the relationship between exposure to the relevant allergen and the 'allergic' disease is not clear. In these cases the presence of specific IgE antibodies can play an important role in identifying the relevant allergen and provide a guide to therapy. Good examples include chronic asthma and exposure to perennial indoor allergens and asthma related to fungal infection.","Elevated IgE antibodies play a role in chronic asthma and identifying relevant allergens, supporting the statement."
