postcomposition_id	descriptor_id	assertion_id	disorder_id	disorder_name	source_file	section	section_index	section_name	section_description	descriptor_path	descriptor_preferred_term	descriptor_term_id	descriptor_term_label	relation_type	relation_index	relation_path	predicate_preferred_term	predicate_term_id	predicate_term_label	value_preferred_term	value_term_id	value_term_label	value_literal	raw_json
372	3728	4160	176	Kaposi Sarcoma	Kaposi_Sarcoma.yaml	pathophysiology	6	Angiogenic Proliferation	KS lesions are highly vascular due to vGPCR-induced VEGF and inflammatory cytokine production. The aberrant angiogenesis creates the characteristic red-purple appearance and contributes to edema and hemorrhage.	biological_processes[0]	angiogenesis	GO:0001525	angiogenesis	modifier	0	biological_processes[0].modifier	modifier						INCREASED	"""INCREASED"""
373	3735	4167	176	Kaposi Sarcoma	Kaposi_Sarcoma.yaml	treatments	1	Chemotherapy	For advanced or rapidly progressive disease, liposomal doxorubicin or paclitaxel are first-line systemic chemotherapies. Reserved for patients with visceral involvement or disease not controlled by ART.	treatment_term	chemotherapy	MAXO:0000647	chemotherapy	therapeutic_agent	0	treatment_term.therapeutic_agent[0]	therapeutic_agent			doxorubicin	CHEBI:28748	doxorubicin		"{""preferred_term"": ""doxorubicin"", ""term"": {""id"": ""CHEBI:28748"", ""label"": ""doxorubicin""}}"
374	3735	4167	176	Kaposi Sarcoma	Kaposi_Sarcoma.yaml	treatments	1	Chemotherapy	For advanced or rapidly progressive disease, liposomal doxorubicin or paclitaxel are first-line systemic chemotherapies. Reserved for patients with visceral involvement or disease not controlled by ART.	treatment_term	chemotherapy	MAXO:0000647	chemotherapy	therapeutic_agent	1	treatment_term.therapeutic_agent[1]	therapeutic_agent			paclitaxel	CHEBI:45863	paclitaxel		"{""preferred_term"": ""paclitaxel"", ""term"": {""id"": ""CHEBI:45863"", ""label"": ""paclitaxel""}}"
375	3890	4336	182	Laryngotracheoesophageal Cleft	Laryngotracheoesophageal_Cleft.yaml	pathophysiology	0	Failed foregut partitioning	Abnormal separation of the anterior foregut permits persistent communication between airway and esophagus.	biological_processes[0]	digestive tract development	GO:0048565	digestive tract development	modifier	0	biological_processes[0].modifier	modifier						DYSREGULATED	"""DYSREGULATED"""
376	3891	4336	182	Laryngotracheoesophageal Cleft	Laryngotracheoesophageal_Cleft.yaml	pathophysiology	0	Failed foregut partitioning	Abnormal separation of the anterior foregut permits persistent communication between airway and esophagus.	biological_processes[1]	respiratory system development	GO:0060541	respiratory system development	modifier	0	biological_processes[1].modifier	modifier						DYSREGULATED	"""DYSREGULATED"""
377	3892	4337	182	Laryngotracheoesophageal Cleft	Laryngotracheoesophageal_Cleft.yaml	pathophysiology	1	Disrupted BMP4 signaling during larynx development	Disruption of BMP4 signaling perturbs laryngeal development and is associated with laryngeal cleft in a mouse model.	biological_processes[0]	BMP signaling pathway	GO:0030509	BMP signaling pathway	modifier	0	biological_processes[0].modifier	modifier						DYSREGULATED	"""DYSREGULATED"""
378	3893	4337	182	Laryngotracheoesophageal Cleft	Laryngotracheoesophageal_Cleft.yaml	pathophysiology	1	Disrupted BMP4 signaling during larynx development	Disruption of BMP4 signaling perturbs laryngeal development and is associated with laryngeal cleft in a mouse model.	biological_processes[1]	larynx development	GO:0120224	larynx development	modifier	0	biological_processes[1].modifier	modifier						DYSREGULATED	"""DYSREGULATED"""
379	3898	4339	182	Laryngotracheoesophageal Cleft	Laryngotracheoesophageal_Cleft.yaml	pathophysiology	3	Foregut maldevelopment during respiratory and digestive tract development	Disrupted foregut development underlies formation of the cleft.	biological_processes[0]	digestive tract development	GO:0048565	digestive tract development	modifier	0	biological_processes[0].modifier	modifier						DYSREGULATED	"""DYSREGULATED"""
380	3899	4339	182	Laryngotracheoesophageal Cleft	Laryngotracheoesophageal_Cleft.yaml	pathophysiology	3	Foregut maldevelopment during respiratory and digestive tract development	Disrupted foregut development underlies formation of the cleft.	biological_processes[1]	respiratory system development	GO:0060541	respiratory system development	modifier	0	biological_processes[1].modifier	modifier						DYSREGULATED	"""DYSREGULATED"""
381	3915	4356	182	Laryngotracheoesophageal Cleft	Laryngotracheoesophageal_Cleft.yaml	treatments	0	Endoscopic laser repair (type 1)	Endoscopic laser repair used for type 1 laryngeal clefts.	treatment_term	laser surgical procedure	MAXO:0001578	laser surgical procedure	qualifier	0	treatment_term.qualifiers[0]	surgical procedure	NCIT:C15329	Surgical Procedure	laser surgery	NCIT:C15268	Laser Surgery		"{""predicate"": {""preferred_term"": ""surgical procedure"", ""term"": {""id"": ""NCIT:C15329"", ""label"": ""Surgical Procedure""}}, ""value"": {""preferred_term"": ""laser surgery"", ""term"": {""id"": ""NCIT:C15268"", ""label"": ""Laser Surgery""}}}"
382	3918	4357	182	Laryngotracheoesophageal Cleft	Laryngotracheoesophageal_Cleft.yaml	treatments	1	Endoscopic CO2 laser repair (type 3)	Staged endoscopic CO2 laser-assisted repair for type 3 clefts.	treatment_term	laser surgical procedure	MAXO:0001578	laser surgical procedure	qualifier	0	treatment_term.qualifiers[0]	surgical procedure	NCIT:C15329	Surgical Procedure	laser surgery	NCIT:C15268	Laser Surgery		"{""predicate"": {""preferred_term"": ""surgical procedure"", ""term"": {""id"": ""NCIT:C15329"", ""label"": ""Surgical Procedure""}}, ""value"": {""preferred_term"": ""laser surgery"", ""term"": {""id"": ""NCIT:C15268"", ""label"": ""Laser Surgery""}}}"
383	3918	4357	182	Laryngotracheoesophageal Cleft	Laryngotracheoesophageal_Cleft.yaml	treatments	1	Endoscopic CO2 laser repair (type 3)	Staged endoscopic CO2 laser-assisted repair for type 3 clefts.	treatment_term	laser surgical procedure	MAXO:0001578	laser surgical procedure	qualifier	1	treatment_term.qualifiers[1]	therapeutic agent	NCIT:C2259	Therapeutic Agent	carbon dioxide	NCIT:C65288	Carbon Dioxide		"{""predicate"": {""preferred_term"": ""therapeutic agent"", ""term"": {""id"": ""NCIT:C2259"", ""label"": ""Therapeutic Agent""}}, ""value"": {""preferred_term"": ""carbon dioxide"", ""term"": {""id"": ""NCIT:C65288"", ""label"": ""Carbon Dioxide""}}}"
384	3923	4358	182	Laryngotracheoesophageal Cleft	Laryngotracheoesophageal_Cleft.yaml	treatments	2	Injection laryngoplasty	Injection laryngoplasty used as a diagnostic or temporizing intervention in laryngeal cleft.	treatment_term	surgical procedure	MAXO:0000004	surgical procedure	qualifier	0	treatment_term.qualifiers[0]	therapeutic agent	NCIT:C2259	Therapeutic Agent	hyaluronic acid	CHEBI:16336	hyaluronic acid		"{""predicate"": {""preferred_term"": ""therapeutic agent"", ""term"": {""id"": ""NCIT:C2259"", ""label"": ""Therapeutic Agent""}}, ""value"": {""preferred_term"": ""hyaluronic acid"", ""term"": {""id"": ""CHEBI:16336"", ""label"": ""hyaluronic acid""}}}"
385	3926	4359	182	Laryngotracheoesophageal Cleft	Laryngotracheoesophageal_Cleft.yaml	treatments	3	Surgical repair of laryngeal cleft	Operative repair of laryngeal cleft improves aspiration symptoms.	treatment_term	surgical procedure	MAXO:0000004	surgical procedure	qualifier	0	treatment_term.qualifiers[0]	surgical procedure	NCIT:C15329	Surgical Procedure	endoscopic procedure	NCIT:C16546	Endoscopic Procedure		"{""predicate"": {""preferred_term"": ""surgical procedure"", ""term"": {""id"": ""NCIT:C15329"", ""label"": ""Surgical Procedure""}}, ""value"": {""preferred_term"": ""endoscopic procedure"", ""term"": {""id"": ""NCIT:C16546"", ""label"": ""Endoscopic Procedure""}}}"
386	3942	4381	185	Li-Fraumeni Syndrome	Li-Fraumeni_Syndrome.yaml	pathophysiology	0	TP53 Tumor Suppressor Loss	Germline heterozygous TP53 mutations result in haploinsufficiency for p53 function. Somatic loss or inactivation of the remaining wild-type allele (second hit) eliminates p53 tumor suppressor activity, removing a critical checkpoint against malignant transformation.	biological_processes[0]	signal transduction by p53 class mediator	GO:0072331	signal transduction by p53 class mediator	modifier	0	biological_processes[0].modifier	modifier						DECREASED	"""DECREASED"""
387	3943	4382	185	Li-Fraumeni Syndrome	Li-Fraumeni_Syndrome.yaml	pathophysiology	1	Loss of DNA Damage Response	p53 is a master regulator of the DNA damage response. Upon detecting DNA damage, p53 activates transcription of genes involved in cell cycle arrest, DNA repair, and apoptosis. Loss of p53 function eliminates this critical surveillance mechanism.	biological_processes[0]	DNA damage response, signal transduction by p53 class mediator	GO:0030330	DNA damage response, signal transduction by p53 class mediator	modifier	0	biological_processes[0].modifier	modifier						DECREASED	"""DECREASED"""
388	3944	4383	185	Li-Fraumeni Syndrome	Li-Fraumeni_Syndrome.yaml	pathophysiology	2	Loss of Cell Cycle Checkpoint Control	p53 induces G1 arrest in response to DNA damage by activating p21 (CDKN1A) transcription, which inhibits cyclin-dependent kinases. Without p53, cells with damaged DNA continue through the cell cycle, replicating mutations.	biological_processes[0]	G1/S transition of mitotic cell cycle	GO:0000082	G1/S transition of mitotic cell cycle	modifier	0	biological_processes[0].modifier	modifier						ABNORMAL	"""ABNORMAL"""
389	3945	4384	185	Li-Fraumeni Syndrome	Li-Fraumeni_Syndrome.yaml	pathophysiology	3	Impaired Apoptosis	p53 promotes apoptosis through transcriptional activation of pro-apoptotic genes (BAX, PUMA, NOXA) and repression of anti-apoptotic BCL2. Loss of p53 allows damaged and potentially transformed cells to survive and proliferate.	biological_processes[0]	intrinsic apoptotic signaling pathway by p53 class mediator	GO:0072332	intrinsic apoptotic signaling pathway by p53 class mediator	modifier	0	biological_processes[0].modifier	modifier						DECREASED	"""DECREASED"""
390	3946	4384	185	Li-Fraumeni Syndrome	Li-Fraumeni_Syndrome.yaml	pathophysiology	3	Impaired Apoptosis	p53 promotes apoptosis through transcriptional activation of pro-apoptotic genes (BAX, PUMA, NOXA) and repression of anti-apoptotic BCL2. Loss of p53 allows damaged and potentially transformed cells to survive and proliferate.	biological_processes[1]	apoptotic process	GO:0006915	apoptotic process	modifier	0	biological_processes[1].modifier	modifier						DECREASED	"""DECREASED"""
391	3947	4385	185	Li-Fraumeni Syndrome	Li-Fraumeni_Syndrome.yaml	pathophysiology	4	Genomic Instability	Loss of p53-mediated checkpoints and DNA repair coordination leads to progressive accumulation of genomic alterations including point mutations, chromosomal rearrangements, and aneuploidy. This genomic instability accelerates tumor development and drives cancer heterogeneity.	biological_processes[0]	DNA repair	GO:0006281	DNA repair	modifier	0	biological_processes[0].modifier	modifier						DECREASED	"""DECREASED"""
392	3948	4386	185	Li-Fraumeni Syndrome	Li-Fraumeni_Syndrome.yaml	pathophysiology	5	Tumor Development	The combination of impaired DNA damage response, loss of cell cycle checkpoints, defective apoptosis, and genomic instability creates a permissive environment for tumor development. Different tissues vary in susceptibility, explaining the characteristic cancer spectrum of LFS.	biological_processes[0]	cell population proliferation	GO:0008283	cell population proliferation	modifier	0	biological_processes[0].modifier	modifier						INCREASED	"""INCREASED"""
393	4055	4505	189	Ludwig's Angina	Ludwigs_Angina.yaml	treatments	0	Airway Protection (Tracheostomy or Secured Airway)	Early airway control including elective tracheostomy when obstruction risk is high.	treatment_term	surgical procedure	MAXO:0000004	surgical procedure	qualifier	0	treatment_term.qualifiers[0]	therapeutic procedure	NCIT:C49236	Therapeutic Procedure	tracheostomy	NCIT:C50458	Tracheostomy		"{""predicate"": {""preferred_term"": ""therapeutic procedure"", ""term"": {""id"": ""NCIT:C49236"", ""label"": ""Therapeutic Procedure""}}, ""value"": {""preferred_term"": ""tracheostomy"", ""term"": {""id"": ""NCIT:C50458"", ""label"": ""Tracheostomy""}}}"
394	4058	4506	189	Ludwig's Angina	Ludwigs_Angina.yaml	treatments	1	Broad-Spectrum Intravenous Antibiotics	Empiric IV antibiotics targeting polymicrobial oral flora.	treatment_term	pharmacotherapy	MAXO:0000058	pharmacotherapy	qualifier	0	treatment_term.qualifiers[0]	therapeutic agent	NCIT:C2259	Therapeutic Agent	broad spectrum antibiotic	NCIT:C2883	Broad Spectrum Antibiotic		"{""predicate"": {""preferred_term"": ""therapeutic agent"", ""term"": {""id"": ""NCIT:C2259"", ""label"": ""Therapeutic Agent""}}, ""value"": {""preferred_term"": ""broad spectrum antibiotic"", ""term"": {""id"": ""NCIT:C2883"", ""label"": ""Broad Spectrum Antibiotic""}}}"
395	4061	4507	189	Ludwig's Angina	Ludwigs_Angina.yaml	treatments	2	Surgical Drainage and Odontogenic Source Control	Drain involved spaces and extract offending tooth to halt infection spread.	treatment_term	surgical procedure	MAXO:0000004	surgical procedure	qualifier	0	treatment_term.qualifiers[0]	therapeutic procedure	NCIT:C49236	Therapeutic Procedure	drainage procedure	NCIT:C15286	Drainage Procedure		"{""predicate"": {""preferred_term"": ""therapeutic procedure"", ""term"": {""id"": ""NCIT:C49236"", ""label"": ""Therapeutic Procedure""}}, ""value"": {""preferred_term"": ""drainage procedure"", ""term"": {""id"": ""NCIT:C15286"", ""label"": ""Drainage Procedure""}}}"
396	4061	4507	189	Ludwig's Angina	Ludwigs_Angina.yaml	treatments	2	Surgical Drainage and Odontogenic Source Control	Drain involved spaces and extract offending tooth to halt infection spread.	treatment_term	surgical procedure	MAXO:0000004	surgical procedure	qualifier	1	treatment_term.qualifiers[1]	therapeutic procedure	NCIT:C49236	Therapeutic Procedure	tooth extraction	NCIT:C5189	Tooth Extraction		"{""predicate"": {""preferred_term"": ""therapeutic procedure"", ""term"": {""id"": ""NCIT:C49236"", ""label"": ""Therapeutic Procedure""}}, ""value"": {""preferred_term"": ""tooth extraction"", ""term"": {""id"": ""NCIT:C5189"", ""label"": ""Tooth Extraction""}}}"
397	4070	4513	190	Lung Carcinoma	Lung_Carcinoma.yaml	pathophysiology	1	VEGFA-Mediated Angiogenesis	VEGFA-driven angiogenesis contributes to lung cancer progression and promotes a proangiogenic signaling network.	biological_processes[0]	angiogenesis	GO:0001525	angiogenesis	modifier	0	biological_processes[0].modifier	modifier						INCREASED	"""INCREASED"""
398	4149	4597	194	Lynch Syndrome	Lynch_Syndrome.yaml	pathophysiology	0	DNA Mismatch Repair Deficiency	Mutations in mismatch repair genes lead to an accumulation of DNA replication errors.	biological_processes[0]	mismatch repair	GO:0006298	mismatch repair	modifier	0	biological_processes[0].modifier	modifier						DECREASED	"""DECREASED"""
399	4150	4597	194	Lynch Syndrome	Lynch_Syndrome.yaml	pathophysiology	0	DNA Mismatch Repair Deficiency	Mutations in mismatch repair genes lead to an accumulation of DNA replication errors.	biological_processes[1]	DNA-templated DNA replication maintenance of fidelity	GO:0045005	DNA-templated DNA replication maintenance of fidelity	modifier	0	biological_processes[1].modifier	modifier						DECREASED	"""DECREASED"""
400	4151	4597	194	Lynch Syndrome	Lynch_Syndrome.yaml	pathophysiology	0	DNA Mismatch Repair Deficiency	Mutations in mismatch repair genes lead to an accumulation of DNA replication errors.	biological_processes[2]	DNA damage response	GO:0006974	DNA damage response	modifier	0	biological_processes[2].modifier	modifier						ABNORMAL	"""ABNORMAL"""
401	4156	4598	194	Lynch Syndrome	Lynch_Syndrome.yaml	pathophysiology	1	Microsatellite Instability	Defective mismatch repair causes variations in the length of repetitive DNA sequences called microsatellites.	biological_processes[0]	DNA-templated DNA replication maintenance of fidelity	GO:0045005	DNA-templated DNA replication maintenance of fidelity	modifier	0	biological_processes[0].modifier	modifier						DECREASED	"""DECREASED"""
402	4161	4599	194	Lynch Syndrome	Lynch_Syndrome.yaml	pathophysiology	2	Accelerated Tumor Development	The accumulation of mutations in key genes leads to an increased risk of developing certain cancers at an earlier age.	biological_processes[0]	cell population proliferation	GO:0008283	cell population proliferation	modifier	0	biological_processes[0].modifier	modifier						INCREASED	"""INCREASED"""
403	4165	4600	194	Lynch Syndrome	Lynch_Syndrome.yaml	pathophysiology	3	Neoantigen Generation and Immune Activation	Frameshift mutations in coding repeats generate tumor neoantigens that activate tumor-infiltrating lymphocytes and create an immunogenic tumor microenvironment.	biological_processes[0]	antigen processing and presentation of peptide antigen via MHC class I	GO:0002474	antigen processing and presentation of peptide antigen via MHC class I	modifier	0	biological_processes[0].modifier	modifier						INCREASED	"""INCREASED"""
404	4166	4600	194	Lynch Syndrome	Lynch_Syndrome.yaml	pathophysiology	3	Neoantigen Generation and Immune Activation	Frameshift mutations in coding repeats generate tumor neoantigens that activate tumor-infiltrating lymphocytes and create an immunogenic tumor microenvironment.	biological_processes[1]	type I interferon-mediated signaling pathway	GO:0060337	type I interferon-mediated signaling pathway	modifier	0	biological_processes[1].modifier	modifier						INCREASED	"""INCREASED"""
405	4167	4600	194	Lynch Syndrome	Lynch_Syndrome.yaml	pathophysiology	3	Neoantigen Generation and Immune Activation	Frameshift mutations in coding repeats generate tumor neoantigens that activate tumor-infiltrating lymphocytes and create an immunogenic tumor microenvironment.	biological_processes[2]	T cell mediated cytotoxicity directed against tumor cell target	GO:0002419	T cell mediated cytotoxicity directed against tumor cell target	modifier	0	biological_processes[2].modifier	modifier						INCREASED	"""INCREASED"""
406	4168	4601	194	Lynch Syndrome	Lynch_Syndrome.yaml	pathophysiology	4	Immune Checkpoint Blockade Sensitivity	Lynch-associated dMMR/MSI tumors with high neoantigen burden are enriched for anti-tumor T-cell activity and show strong responses to PD-1 blockade.	biological_processes[0]	T cell mediated cytotoxicity directed against tumor cell target	GO:0002419	T cell mediated cytotoxicity directed against tumor cell target	modifier	0	biological_processes[0].modifier	modifier						INCREASED	"""INCREASED"""
407	4176	4611	194	Lynch Syndrome	Lynch_Syndrome.yaml	treatments	2	Chemoprevention	Aspirin or other NSAIDs may reduce the risk of colorectal cancer in Lynch syndrome patients.	treatment_term	pharmacotherapy	MAXO:0000058	pharmacotherapy	therapeutic_agent	0	treatment_term.therapeutic_agent[0]	therapeutic_agent			acetylsalicylic acid	CHEBI:15365	acetylsalicylic acid		"{""preferred_term"": ""acetylsalicylic acid"", ""term"": {""id"": ""CHEBI:15365"", ""label"": ""acetylsalicylic acid""}}"
408	4194	4633	196	MET Exon 14 Skipping Non-Small Cell Lung Cancer	MET_Exon_14_Skipping_NSCLC.yaml	pathophysiology	0	MET Exon 14 Splice Mutations	MET exon 14 skipping results from splice site mutations that cause exclusion of exon 14 during pre-mRNA splicing. Exon 14 encodes a juxtamembrane regulatory domain containing a CBL E3 ubiquitin ligase binding site (Y1003). Loss of this domain prevents receptor ubiquitination and degradation, leading to prolonged MET signaling after ligand stimulation.	biological_processes[0]	transmembrane receptor protein tyrosine kinase signaling pathway	GO:0007169	transmembrane receptor protein tyrosine kinase signaling pathway	modifier	0	biological_processes[0].modifier	modifier						INCREASED	"""INCREASED"""
409	4195	4634	196	MET Exon 14 Skipping Non-Small Cell Lung Cancer	MET_Exon_14_Skipping_NSCLC.yaml	pathophysiology	1	Prolonged MET Signaling	METex14 skipping results in prolonged receptor activation and downstream signaling through RAS-MAPK, PI3K-AKT, and STAT3 pathways. HGF (hepatocyte growth factor) ligand binding triggers signaling, but receptor downregulation is impaired.	biological_processes[0]	MAPK cascade	GO:0000165	MAPK cascade	modifier	0	biological_processes[0].modifier	modifier						INCREASED	"""INCREASED"""
410	4196	4634	196	MET Exon 14 Skipping Non-Small Cell Lung Cancer	MET_Exon_14_Skipping_NSCLC.yaml	pathophysiology	1	Prolonged MET Signaling	METex14 skipping results in prolonged receptor activation and downstream signaling through RAS-MAPK, PI3K-AKT, and STAT3 pathways. HGF (hepatocyte growth factor) ligand binding triggers signaling, but receptor downregulation is impaired.	biological_processes[1]	phosphatidylinositol 3-kinase signaling	GO:0014065	phosphatidylinositol 3-kinase signaling	modifier	0	biological_processes[1].modifier	modifier						INCREASED	"""INCREASED"""
411	4197	4635	196	MET Exon 14 Skipping Non-Small Cell Lung Cancer	MET_Exon_14_Skipping_NSCLC.yaml	pathophysiology	2	Cell Proliferation and Migration	MET signaling promotes cell proliferation, survival, motility, and invasion. The HGF-MET axis is particularly important for epithelial-mesenchymal transition and metastasis.	biological_processes[0]	cell population proliferation	GO:0008283	cell population proliferation	modifier	0	biological_processes[0].modifier	modifier						INCREASED	"""INCREASED"""
412	4198	4636	196	MET Exon 14 Skipping Non-Small Cell Lung Cancer	MET_Exon_14_Skipping_NSCLC.yaml	pathophysiology	3	MET Inhibitor Resistance	Resistance to MET inhibitors can develop through secondary MET kinase mutations (D1228N/V, Y1230C/H), MET amplification increase, or bypass pathway activation (KRAS, EGFR, HER3). On-target resistance mutations affect drug binding.	biological_processes[0]	response to drug	GO:0042493	response to drug	modifier	0	biological_processes[0].modifier	modifier						ABNORMAL	"""ABNORMAL"""
413	4210	4657	197	MSI-High Colorectal Cancer	MSI_High_Colorectal_Cancer.yaml	pathophysiology	0	DNA Mismatch Repair Deficiency	Loss of MMR protein function (MLH1, MSH2, MSH6, or PMS2) impairs the recognition and repair of DNA replication errors. The MMR system normally corrects base-base mismatches and insertion/deletion loops at microsatellite sequences. Deficiency leads to accumulation of thousands of somatic mutations.	biological_processes[0]	mismatch repair	GO:0006298	mismatch repair	modifier	0	biological_processes[0].modifier	modifier						DECREASED	"""DECREASED"""
414	4212	4660	197	MSI-High Colorectal Cancer	MSI_High_Colorectal_Cancer.yaml	pathophysiology	3	Frameshift Mutations in Tumor Suppressors	Coding microsatellites in tumor suppressor genes (TGFbetaRII, BAX, ACVR2, IGF2R) accumulate frameshift mutations, inactivating their tumor suppressive functions. TGFbetaRII frameshift is particularly common, disrupting TGF-beta growth inhibition.	biological_processes[0]	cell population proliferation	GO:0008283	cell population proliferation	modifier	0	biological_processes[0].modifier	modifier						INCREASED	"""INCREASED"""
415	4214	4661	197	MSI-High Colorectal Cancer	MSI_High_Colorectal_Cancer.yaml	pathophysiology	4	Neoantigen-Driven Immune Response	The high neoantigen burden in MSI-H tumors stimulates robust anti-tumor immunity. Tumor-infiltrating lymphocytes, particularly CD8+ cytotoxic T cells, recognize and attack tumor cells presenting neoantigens. However, tumors upregulate PD-L1 as an adaptive resistance mechanism.	biological_processes[0]	T cell mediated cytotoxicity	GO:0001913	T cell mediated cytotoxicity	modifier	0	biological_processes[0].modifier	modifier						INCREASED	"""INCREASED"""
416	4226	4681	198	MSI-High Endometrial Cancer	MSI_High_Endometrial_Cancer.yaml	pathophysiology	0	Mismatch Repair Deficiency	Loss of functional mismatch repair (MMR) proteins impairs the ability to correct base-base mismatches and insertion-deletion loops during DNA replication. This leads to accumulation of mutations, particularly at microsatellite regions.	biological_processes[0]	mismatch repair	GO:0006298	mismatch repair	modifier	0	biological_processes[0].modifier	modifier						DECREASED	"""DECREASED"""
417	4228	4682	198	MSI-High Endometrial Cancer	MSI_High_Endometrial_Cancer.yaml	pathophysiology	1	Microsatellite Instability	Deficient mismatch repair leads to instability at microsatellite loci, short tandem repeat sequences throughout the genome. MSI-H status is defined by instability at multiple markers and serves as a biomarker for dMMR.	biological_processes[0]	DNA repair	GO:0006281	DNA repair	modifier	0	biological_processes[0].modifier	modifier						DECREASED	"""DECREASED"""
418	4229	4683	198	MSI-High Endometrial Cancer	MSI_High_Endometrial_Cancer.yaml	pathophysiology	2	Hypermutation and Neoantigen Generation	MMR deficiency causes a hypermutated tumor phenotype with high tumor mutational burden (TMB). Frameshift mutations at coding microsatellites generate neoantigens recognized by the immune system, explaining the high response rates to immune checkpoint inhibition.	biological_processes[0]	immune response	GO:0006955	immune response	modifier	0	biological_processes[0].modifier	modifier						INCREASED	"""INCREASED"""
419	4233	4687	198	MSI-High Endometrial Cancer	MSI_High_Endometrial_Cancer.yaml	treatments	0	Pembrolizumab Plus Lenvatinib	Combination of PD-1 inhibitor pembrolizumab with multi-kinase inhibitor lenvatinib is approved for advanced endometrial cancer including MSI-H tumors. Shows remarkable efficacy in dMMR/MSI-H patients with durable responses.	treatment_term	pharmacotherapy	MAXO:0000058	pharmacotherapy	therapeutic_agent	0	treatment_term.therapeutic_agent[0]	therapeutic_agent			lenvatinib	CHEBI:85994	lenvatinib		"{""preferred_term"": ""lenvatinib"", ""term"": {""id"": ""CHEBI:85994"", ""label"": ""lenvatinib""}}"
420	4259	4736	200	Malignant Mesothelioma	Malignant_Mesothelioma.yaml	pathophysiology	0	Asbestos-Induced Mesothelial Injury	Asbestos fibers penetrate the mesothelium and induce a cycle of cell death and regeneration. The fibers generate reactive oxygen species (ROS) and reactive nitrogen species that damage DNA, proteins, and lipids. Chronic inflammation driven by frustrated phagocytosis of long fibers promotes ongoing tissue damage and malignant transformation.	biological_processes[0]	inflammatory response	GO:0006954	inflammatory response	modifier	0	biological_processes[0].modifier	modifier						INCREASED	"""INCREASED"""
421	4260	4736	200	Malignant Mesothelioma	Malignant_Mesothelioma.yaml	pathophysiology	0	Asbestos-Induced Mesothelial Injury	Asbestos fibers penetrate the mesothelium and induce a cycle of cell death and regeneration. The fibers generate reactive oxygen species (ROS) and reactive nitrogen species that damage DNA, proteins, and lipids. Chronic inflammation driven by frustrated phagocytosis of long fibers promotes ongoing tissue damage and malignant transformation.	biological_processes[1]	response to oxidative stress	GO:0006979	response to oxidative stress	modifier	0	biological_processes[1].modifier	modifier						INCREASED	"""INCREASED"""
422	4263	4737	200	Malignant Mesothelioma	Malignant_Mesothelioma.yaml	pathophysiology	1	BAP1 Tumor Suppressor Inactivation	BAP1 (BRCA1-associated protein 1) is a nuclear deubiquitinase that regulates chromatin remodeling, DNA damage response, and cell cycle progression. BAP1 loss, through germline mutation or somatic inactivation, occurs in 60-70% of mesotheliomas and predisposes to malignant transformation. BAP1 loss impairs homologous recombination repair and chromatin regulation.	biological_processes[0]	histone deubiquitination	GO:0016578	histone deubiquitination	modifier	0	biological_processes[0].modifier	modifier						DECREASED	"""DECREASED"""
423	4264	4737	200	Malignant Mesothelioma	Malignant_Mesothelioma.yaml	pathophysiology	1	BAP1 Tumor Suppressor Inactivation	BAP1 (BRCA1-associated protein 1) is a nuclear deubiquitinase that regulates chromatin remodeling, DNA damage response, and cell cycle progression. BAP1 loss, through germline mutation or somatic inactivation, occurs in 60-70% of mesotheliomas and predisposes to malignant transformation. BAP1 loss impairs homologous recombination repair and chromatin regulation.	biological_processes[1]	DNA damage response	GO:0006974	DNA damage response	modifier	0	biological_processes[1].modifier	modifier						DECREASED	"""DECREASED"""
424	4266	4738	200	Malignant Mesothelioma	Malignant_Mesothelioma.yaml	pathophysiology	2	NF2/Merlin Inactivation	The NF2 gene encoding merlin is frequently inactivated in mesothelioma (approximately 50% of cases). Merlin loss activates YAP/TAZ signaling through the Hippo pathway, promoting cell proliferation and inhibiting contact-dependent growth arrest.	biological_processes[0]	Hippo signaling	GO:0035329	hippo signaling	modifier	0	biological_processes[0].modifier	modifier						DECREASED	"""DECREASED"""
425	4268	4739	200	Malignant Mesothelioma	Malignant_Mesothelioma.yaml	pathophysiology	3	CDKN2A/p16 Loss	Homozygous deletion of CDKN2A, encoding p16INK4a and p14ARF, occurs in approximately 70% of mesotheliomas. Loss of p16 removes CDK4/6 inhibition, promoting cell cycle progression, while p14ARF loss compromises p53 stabilization.	biological_processes[0]	negative regulation of G1/S transition	GO:0045786	negative regulation of G1/S transition of mitotic cell cycle	modifier	0	biological_processes[0].modifier	modifier						DECREASED	"""DECREASED"""
426	4274	4745	200	Malignant Mesothelioma	Malignant_Mesothelioma.yaml	treatments	0	Platinum-Based Chemotherapy	First-line treatment combines cisplatin or carboplatin with pemetrexed. This regimen improves median survival from approximately 9 to 12-14 months compared to platinum alone.	treatment_term	chemotherapy	MAXO:0000647	chemotherapy	therapeutic_agent	0	treatment_term.therapeutic_agent[0]	therapeutic_agent			cisplatin	CHEBI:27899	cisplatin		"{""preferred_term"": ""cisplatin"", ""term"": {""id"": ""CHEBI:27899"", ""label"": ""cisplatin""}}"
