sample_id,accession,dataset,organism,tissue,source_metadata,assigned_group,exclusion_reason
M40584,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M4078,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M40816,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M40820,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M41136,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M41250,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M41299,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M41496,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M41763,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M41832,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M42055,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M42537,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M42557,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M42725,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M42769,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M42795,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M43069,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M4310,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M43351,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M43479,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M43632,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M437907,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M439,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M43942,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M44145,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M44223,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M44456,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M44475,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M44532,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M44657,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M44785,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M44790,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M44889,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M44958,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M45001,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M45135,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M4516,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M45801,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M45871,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M45915,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M46112,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M46146,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M46196,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M46265,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M46292,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M46694,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M47108,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M47207,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M47503,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M47734,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M47819,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M47966,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M48016,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M48247,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M48528,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M48992,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M49006,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M49254,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M49401,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M49781,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M49884,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M50086,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M50146,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M503571,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M50580,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M50743,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M50883,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M51093,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M51374,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M52631,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M52730,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M52897,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M5301,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M53095,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M5323,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M53257,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M53390,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M5358,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M53661,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M53706,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M53938,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M54150,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M54396,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M54451,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M54682,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M550058,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M55015,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M55245,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M55476,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M56009,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M56019,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M56024,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M56039,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M56061,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M56216,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M56356,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M56398,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M56537,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M56783,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M57046,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M57064,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M571120,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M57242,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M57490,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M57528,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M576228,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M58071,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M580893,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M5812,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
