curie,label,retrieved_at
GO:1905146,lysosomal protein catabolic process,2026-05-21T05:01:34.095406
GO:1905288,vascular associated smooth muscle cell apoptotic process,2026-03-17T19:28:37.359826
GO:1905603,regulation of blood-brain barrier permeability,2026-03-17T19:25:32.256838
GO:1905604,negative regulation of blood-brain barrier permeability,2026-04-25T17:47:01.713993
GO:1990000,amyloid fibril formation,2026-03-17T19:24:14.196449
GO:1990266,neutrophil migration,2026-04-26T20:18:20.904968
GO:1990399,epithelium regeneration,2026-03-19T19:35:20.686051
GO:2000001,regulation of DNA damage checkpoint,2026-03-19T19:32:17.392436
GO:2000110,negative regulation of macrophage apoptotic process,2026-04-26T22:59:43.063511
GO:2000134,negative regulation of G1/S transition of mitotic cell cycle,2026-03-19T19:31:27.901477
GO:2000300,regulation of synaptic vesicle exocytosis,2026-04-24T18:09:16.668878
